you,toi
gills,branchies
puyo,puyo
sos,sos
edwina,Edwina
mistresses,maîtresses
fingernail,ongle
starry,étoilé
hubbard,Hubbard
lolly,fric
cardio,cardio
sit-down,asseyez-vous
delaying,dilatoire
savoy,Savoie
fahrenheit,Fahrenheit
chaste,chaste
night-night,nuit
buttercup,bouton d'or
barricades,barricades
berth,couchette
stoner,fumeur de joints
hitter,frappeur
anonymity,anonymat
clippings,coupures de presse
mod,mod
dia,dia
dodd,dodd
insecurity,insécurité
contests,concours
incriminate,incriminer
variable,variable
startin,début
chloroform,chloroforme
essays,essais
poised,prêt
abrupt,brusque
coworker,collègue
hauser,Hauser
exodus,exode
refinery,raffinerie
browns,bruns
gonzo,gonzo
proclaimed,proclamé
techs,techniciens
kuwait,Koweit
rustic,rustique
dislocated,disloqué
celsius,celsius
intervened,est intervenu
mane,crinière
confessional,confessionnal
tagging,étiquetage
pinching,pincer
sideshow,attraction
allegation,allégation
polio,polio
hoe,houe
motorway,autoroute
sayonara,sayonara
lastly,dernièrement
duped,dupé
spout,bec
mun,mun
rupa,rupa
undergoing,en cours
smothered,étouffé
sulu,sulu
nowt,rien
micro,micro
garvey,Garvey
teapot,théière
diplomats,diplomates
exhibits,expositions
confronting,confronter
healthcare,soins de santé
mattresses,matelas
buick,Buick
toxicology,toxicologie
liberating,libérateur
climber,grimpeur
opal,opale
reba,Reba
contend,combattre
built-in,intégré
lamont,Lamont
switchboard,standard
sana,Sana
yap,japper
insights,connaissances
disoriented,désorienté
meditating,méditer
nightclubs,boîtes de nuit
cater,traiteur
emeralds,émeraudes
facilitate,faciliter
vigorous,vigoureux
all-american,tout américain
intervals,intervalles
excel,exceller
fraulein,fraulein
reggae,reggae
plastics,plastiques
revere,révérer
lore,traditions
creditors,créanciers
resented,ressentiment
blossomed,fleuri
activating,activation
composite,composite
hindsight,sagesse rétrospective
mummies,momies
bedding,literie
craven,lâche
shitless,merde
first-rate,premier ordre
songwriter,auteur-compositeur
scented,parfumé
plankton,plancton
baird,Baird
locomotive,locomotive
ticked,coché
mapped,cartographié
jolt,secousse
reforms,réformes
gucci,Gucci
overcoat,pardessus
bishops,évêques
conscientious,consciencieux
venetian,vénitien
evey,chaque
calder,calder
logistics,logistique
ahmet,Ahmet
dieter,régime
rampant,rampant
waverly,Waverly
whitehall,Whitehall
hock,jarret
chrome,chrome
sandman,marchand de sable
balancing,équilibrage
canals,canaux
oxen,bœufs
superhuman,surhumain
ein,ein
rogues,des voleurs
dossier,dossier
pikachu,pikachu
waxed,ciré
infested,infesté
benz,Benz
folklore,folklore
double-cross,double trahison
turban,turban
carriages,voitures
warm-up,réchauffer
lanka,Lanka
ade,ade
recycled,recyclé
alden,alden
busiest,les plus occupés
courteous,courtois
baptize,baptiser
bowing,s'incliner
ventura,ventura
pamphlets,brochures
amiss,mal
michaela,Michaela
hex,hexagone
swapping,échange
detergent,détergent
afflicted,affligé
overalls,salopette
reboot,redémarrage
pining,languir
nazareth,Nazareth
insubordination,insubordination
sputters,crachotements
slammer,prison
vices,vices
dungeons,donjons
binary,binaire
hesitating,hésitant
attendants,assistants
fined,amende
sanford,Sanford
volkswagen,Volkswagen
excrement,excrément
dictates,dicte
epstein,Epstein
swims,natation
ethic,éthique
boulders,rochers
lockwood,Lockwood
bucharest,Bucarest
twos,deux
cornelia,Cornelia
founders,fondateurs
tb,tb
locksmith,serrurier
circulating,circulé
seine,Seine
rattlesnake,crotale
toying,jouer
cardiff,Cardiff
chitchat,bavardage
chimpanzee,chimpanzé
envied,envieux
nocturnal,nocturne
galleries,galeries
partisan,partisan
cluck,glousser
falco,Falco
hobson,Hobson
clandestine,clandestin
doctorate,doctorat
blackadder,Blackadder
smudge,tache
bona,bona
pressuring,pression
kindest,le plus gentil
moray,murène
cuddy,cuddy
beastly,bestial
agile,agile
sodas,sodas
visas,visas
portia,portia
specter,spectre
det,det
nabbed,arrêté
integration,intégration
granville,Granville
bayou,bayou
sorceress,sorcière
harvesting,récolte
bakers,boulangers
litigation,litige
misa,misa
disruption,perturbation
shellfish,fruits de mer
kerala,Kerala
grasping,saisir
prakash,Prakash
apostles,apôtres
kraft,kraft
extermination,extermination
arsonist,pyromane
gathers,se rassemble
tsui,tsui
tubby,potelé
refreshment,rafraîchissement
bony,osseux
fifty-fifty,cinquante-cinquante
tuttle,tuttle
diligent,diligent
handiwork,ouvrage
disguises,déguisements
sneaks,baskets
installing,installation
betrays,trahit
malhotra,Malhotra
transvestite,travesti
darth,Darth
secular,laïque
newer,plus récent
watery,aqueux
pecker,quéquette
surrendering,se rendre
intestine,intestin
md,Maryland
repentance,repentir
pushups,des pompes
burdens,fardeaux
mont,mont
plums,prunes
sulk,bouder
arden,arden
cleavage,clivage
blunder,gaffe
panty,culotte
detox,cure de désintoxication
thyself,te
anticipating,anticipant
scoffing,railleur
recognizing,reconnaître
uptempo,tempo
judgments,jugements
headmistress,directrice
goddamnit,putain
telepathic,télépathique
spineless,mou
astrology,astrologie
reza,Reza
dopey,idiot
drummond,Drummond
trusty,sûr
loveliest,le plus beau
ditching,abandon
reassigned,réaffecté
elly,Elly
faber,faber
pusher,pousseur
col,col
chucky,Chucky
dashed,pointillé
cashmere,cachemire
cams,caméras
etcetera,etc.
mistletoe,gui
sorcery,sorcellerie
teas,thés
innkeeper,aubergiste
maidens,jeunes filles
tranquility,tranquillité
mais,mais
indicator,indicateur
phaser,phaseur
nutritious,nutritif
rb,rb
mutated,muté
varied,varié
inhouse,en interne
heightened,accru
blatant,flagrant
proclamation,proclamation
guerrillas,guérilleros
trident,trident
collin,Collin
corvette,corvette
ticklish,chatouilleux
gaping,béant
ideally,idéalement
oars,rames
scandals,scandales
vengeful,vengeur
widowed,veuve
brit,britannique
emmanuel,Emmanuel
postmortem,autopsie
salted,salé
surpassed,dépassé
exert,exercer
poorest,les plus pauvres
systematically,systématiquement
evac,évacuation
radically,radicalement
purify,purifier
vibrate,vibrer
announces,annonce
transgender,transgenre
lofty,élevé
sequences,séquences
nance,nance
addy,addy
tulips,tulipes
illustrated,illustré
unlocking,déverrouillage
shudders,frissons
nurturing,nourrir
merrill,Merrill
generates,génère
disloyal,déloyal
aggressively,agressivement
skywalker,Skywalker
asbestos,amiante
haru,haru
improv,improvisation
ems,EMS
hayat,hayat
unpunished,impuni
displaced,déplacé
andersen,Anderson
bowen,Bowen
mi5,mi5
thundering,tonnerre
semi,semi
crutch,béquille
silo,silo
screw-up,ratage
yokohama,Yokohama
rubs,frottements
dipshit,abruti
levy,prélèvement
symmetry,symétrie
inflammation,inflammation
unaccounted,non comptabilisé
nikola,Nikola
licorice,réglisse
applauds,applaudit
homeroom,salle de classe
kabaddi,kabaddi
grievous,grave
counselling,conseils
ortega,ortega
trample,bafouer
nani,nani
tipsy,pompette
rigorous,rigoureux
brewer,brasseur
hurdle,obstacle
chisel,ciseau
kiran,Kiran
bistro,bistro
hao,hao
wainwright,Wainwright
chests,coffres
newkirk,Newkirk
bottomless,sans fond
combustion,combustion
erupted,a fait éruption
autobots,Autobots
clifton,Clifton
forwarded,transmis
katrine,Katrine
tidings,nouvelles
stubbornness,entêtement
dix,dix
pelican,pélican
matchmaker,marieur
howell,Howell
geiger,Geiger
moles,taupes
binge,frénésie
piping,tuyauterie
tiff,tiff
penalties,pénalités
enables,permet
irrigation,irrigation
hunchback,bossu
margins,marges
relocated,relocalisé
centres,centres
pitches,terrains
vaults,coffres-forts
hyacinth,jacinthe
gable,gâble
swirling,tourbillonnant
filly,pouliche
putty,mastic
revisit,revisiter
fanatics,fanatiques
concerto,concerto
double-crossed,trahi
unbeatable,imbattable
matey,camarade
kemal,Kemal
carthage,Carthage
loophole,échappatoire
replies,réponses
beeper,bip
injure,blesser
cookbook,livre de cuisine
align,aligner
sanctity,sainteté
spilt,divisé
whence,d'où
geographic,géographique
admirers,admirateurs
mislead,tromper
a-team,équipe de choc
treadmill,tapis roulant
ferrara,Ferrara
fated,destin
resurrect,ressusciter
rina,rina
fetal,fœtal
coca,coca
qaeda,qaeda
nona,nona
hoots,hululements
tampons,tampons
crept,s'est insinué
mania,manie
unplug,débrancher
veggie,végétarien
keyes,clés
subordinate,subalterne
timely,opportun
telugu,telugu
proofs,preuves
ivanovich,Ivanovich
appropriately,de manière appropriée
vendors,fournisseurs
recap,résumer
roo,kangourou
dinky,mignon
accountants,comptables
archaeology,archéologie
mikael,Mikaël
strangler,étrangleur
genghis,Gengis Khan
freshmen,étudiants de première année
nic,nic
nothingness,néant
katarina,Katarina
authorised,autorisé
brightness,luminosité
maximus,maximus
payson,payson
bogart,Bogart
urinating,uriner
dok,docteur
violets,violettes
compromises,compromis
defences,défenses
ibm,IBM
scanlon,scanlon
corp,corp
compulsory,obligatoire
seasoning,assaisonnement
taft,taft
famously,fameusement
surfaced,a fait surface
gibraltar,Gibraltar
cuckold,cocu
uneven,inégal
reopened,rouvert
blip,spot
valhalla,Valhalla
midori,Midori
similarity,similarité
frodo,Frodon
gizmo,gadget
swindler,escroc
indulgence,indulgence
wat,quoi
co-op,coopérative
topper,surmatelas
alligators,alligators
garry,garry
dives,plongées
minneapolis,Minneapolis
reeling,moulinet
bene,bien
outlets,points de vente
siamese,Siamois
rupee,roupie
unrealistic,irréaliste
endangering,mettre en danger
gonzalez,Gonzalez
gist,essentiel
adventurer,aventurier
prosthetic,prothétique
bayonet,baïonnette
julianne,Julianne
bismarck,Bismarck
dresden,Dresde
paro,paro
next-door,voisin
encoded,encodé
ruff,fraise
luce,luce
supermodel,mannequin
pollock,lieu jaune
calmer,plus calme
chestnuts,châtaignes
parsley,persil
overgrown,envahi par la végétation
storming,assaut
run-in,course-poursuite
alfa,alfa
sicker,plus malade
maru,maru
abbas,Abbas
inge,inge
resilient,résilient
ly,ly
monet,Monet
abominable,abominable
empires,empires
revise,réviser
vets,vétérinaires
arches,arches
condor,condor
apaches,apaches
blackouts,pannes de courant
advertised,annoncé
quixote,Quichotte
labored,laborieux
yee-haw,Yee-haw
excavation,excavation
salud,santé
ironed,repassé
francie,Francie
bartholomew,barthélomène
laboratories,laboratoires
twenty-three,vingt-trois
riddled,énigmatique
flung,jeté
yanked,a tiré
sadder,plus triste
neurons,neurones
licenses,licences
dingdong,dingdong
communicated,communiqué
nutshell,coquille de noix
scofield,Scofield
savor,saveur
cbc,cbc
bedrock,base
tempered,tempéré
bunty,lapin
pol,pol
cleansed,purifié
favourites,favoris
rigging,gréement
dawned,l'aube
inconclusive,non concluant
graph,graphique
twigs,brindilles
callous,insensible
tyr,Tyr
bosch,Bosch
embezzlement,détournement de fonds
decapitated,décapité
seinfeld,Seinfeld
bannister,rampe
mccain,McCain
clusters,groupes
annex,annexe
samuels,Samuels
royalties,redevance
seville,Séville
admittedly,certes
gimmick,truc
two-thirds,deux tiers
lobos,lobos
verb,verbe
mistaking,erreur
abrasions,abrasions
frazer,Frazer
stow,ranger
unchanged,inchangé
andes,Andes
neglecting,négliger
daggers,poignards
hypnotic,hypnotique
distributing,distribution
stonehenge,Stonehenge
hailing,salut
vapor,vapeur
clemens,Clémens
blanchard,Blanchard
waive,renoncer à
lavish,somptueux
cultivated,cultivé
sunscreen,crème solaire
buffoon,bouffon
hooded,encapuchonné
obstructing,obstruction
bonuses,bonus
rapture,ravissement
olympia,Olympie
grate,grille
inconsiderate,inconsidéré
armchair,fauteuil
floppy,souple
loitering,flâner
clement,clément
drainage,drainage
sho,chaussures
mongolia,Mongolie
woodland,des bois
looted,pillé
scruples,scrupules
frisky,fringant
rubies,rubis
sovereignty,souveraineté
recovers,se rétablit
betrayer,traître
promoter,promoteur
ugliness,laideur
cancellation,annulation
bribing,corruption
merged,fusionné
aggie,Aggie
barons,barons
regression,régression
susana,Susana
punishable,punissable
ganges,Gange
bachelors,bacheliers
forgetful,oublieux
asha,Asha
pilate,pilate
disgruntled,mécontent
fireflies,lucioles
deceitful,trompeur
splat,éclaboussure
movers,déménageurs
mended,réparé
plating,placage
misunderstandings,malentendus
cryptic,cryptique
monika,Monika
jefe,chef
marmalade,confiture
coals,charbons
ignores,ignore
rhythms,rythmes
sculpted,sculpté
vicente,Vicente
pounce,bondir
lesley,Lesley
all-star,étoile
completes,complète
pim,pim
assert,affirmer
ht,ht
favored,favorisé
curled,bouclé
pelvic,pelvien
pansy,pensée
requiring,nécessitant
entities,entités
tenor,ténor
measly,misérable
tino,Tino
hoodlums,voyous
indie,indie
ladders,échelles
tasteful,de bon goût
lassiter,Lassiter
shaker,shaker
maritime,maritime
absorbing,absorbant
mclaren,McLaren
splendor,splendeur
sax,saxo
denounced,dénoncé
antics,bouffonneries
hailed,salué
meanest,le plus méchant
sprinkles,paillettes
trampoline,trampoline
swag,guirlande
roaches,cafards
othello,Othello
profiling,profilage
lifesaver,sauveur
slurring,bafouiller
platonic,platonique
hoi,hoi
cretin,crétin
hyenas,hyènes
harshly,durement
camila,Camila
krypton,krypton
autobiography,autobiographie
humorous,humoristique
seamus,Seamus
hussy,coquine
nodding,hochant la tête
comp,comp
lyman,Lyman
cooperate,coopérer
keenan,keenan
fiscal,fiscal
baltic,baltique
hallways,couloirs
gracefully,avec grâce
comforted,réconforté
promenade,promenade
champs,champions
exorcist,exorciste
courtesan,courtisane
clubbing,clubbing
alloy,alliage
drive-in,cinéma en plein air
right-handed,droitier
guitarist,guitariste
suede,suède
roasting,grillage
kun,kun
plaid,plaid
rollers,rouleaux
nyu,NYU
flannel,flanelle
seventy-five,soixante-quinze
niche,niche
census,recensement
mata,mata
braver,plus courageux
verona,Vérone
hysterically,hystériquement
shriek,cri
klan,klan
bathrobe,peignoir de bain
atrocious,atroce
borough,arrondissement
chalice,calice
frazier,Frazier
airspace,espace aérien
hesitant,hésitant
aborted,avorté
jeweler,bijoutier
rhetoric,rhétorique
brice,brice
strickland,Strickland
seamstress,couturière
feverish,fébrile
saffron,safran
storing,stockage
mla,député
regeneration,régénération
augusta,Augusta
scorpio,Scorpion
algiers,Alger
forbade,interdit
hushed,chuchoté
suitors,prétendants
governing,gouvernant
dotty,dingue
matured,mûri
tropics,tropiques
threes,trois
trapping,piégeage
chantal,Chantal
swann,cygne
warrick,Warrick
slots,machines à sous
dune,dune
horseshit,merde
extinguish,éteindre
juggle,jongler
yon,yon
mobilize,mobiliser
trucking,camionnage
berman,Berman
hakeem,Hakeem
framework,cadre
kan,kan
attackers,attaquants
prenup,contrat prénuptial
orphaned,orphelin
parry,parer
respective,respectif
dario,Dario
prerogative,prérogative
chipper,joyeux
ramiro,Ramiro
attenborough,Attenborough
mortified,mortifié
crusoe,Robinson Crusoé
axes,axes
pickpocket,pickpocket
on-line,en ligne
flammable,inflammable
apos,apos
leicester,Leicester
archery,tir à l'arc
blanc,blanc
henchmen,hommes de main
talon,talon
hardison,Hardison
purses,sacs à main
glucose,glucose
whims,caprices
muff,manchon
cauldron,chaudron
roundabout,rond-point
gorman,Gorman
estranged,éloignement
phobia,phobie
aang,Aang
vanishes,disparaît
watchers,observateurs
banning,interdiction
navel,nombril
ascension,ascension
piazza,piazza
goth,Goth
projectile,projectile
fueled,alimenté
brothels,bordels
jitters,frousse
crybaby,pleurnichard
upstream,en amont
notification,notification
bennie,Bennie
a-bomb,bombe atomique
fabricated,fabriqué
grumbles,grogne
ck,ck
ish,ouais
regis,régis
inga,inga
textile,textile
realism,réalisme
dominance,dominance
circulate,circuler
autistic,autistique
sickly,maladif
ambulances,ambulances
sac,sac
siri,Sirène
spiritually,spirituellement
recreational,loisirs
forwarding,expéditeur
tetanus,tétanos
fliers,prospectus
prowl,rôder
quot,citation
atop,au sommet
itches,démangeaisons
meningitis,méningite
post-op,post-opératoire
emailed,courriel
dimes,pièces de dix cents
suburb,banlieue
hartman,Hartman
aztec,aztèque
mocha,moka
accursed,maudit
dmitri,dmitri
sarajevo,Sarajevo
kern,noyau
launcher,lanceur
improvised,improvisé
defying,défiant
sofie,Sophie
mohammad,Mohammed
halley,Halley
ducking,se baisser
alexandre,Alexandre
uglier,plus laid
mitt,gant
taurus,Taureau
warheads,ogives
apps,applications
inspected,inspecté
stuck-up,prétentieux
undoing,perte
counties,comtés
perm,permanente
shuffling,brassage
half-brother,demi-frère
bengali,bengali
weakling,faible
grampa,grand-père
humid,humide
infants,nourrissons
barman,barman
straits,détroits
annulment,annulation
qiu,qiu
mapping,cartographie
spotting,repérage
eyed,yeux
zing,zing
decode,décoder
umbilical,ombilical
blackboard,tableau noir
probes,sondes
cutlery,couverts
booger,crotte de nez
hasta,hasta
shoelaces,lacets de chaussures
redeemed,racheté
morgana,Morgane
hue,teinte
exterminator,exterminateur
aristocracy,aristocratie
wavelength,longueur d'onde
merry-go-round,manège
replacements,remplaçants
bongo,bongo
fittest,le plus apte
glum,maussade
deanna,Deanna
gloucester,Gloucester
drive-by,passage en voiture
perilous,périlleux
snooze,somnoler
commandos,commandos
wasps,guêpes
abhi,Abhi
jimmie,Jimmie
full-scale,échelle réelle
processor,processeur
pendleton,Pendleton
ascertain,vérifier
deadliest,le plus mortel
reproductive,reproducteur
prophecies,prophéties
