a back answer,逆答え
bold italic,太字斜体
bold-face type,太字
bolt out,ボルトアウト
bolt upright,ボルトアップライト
bolt-action,ボルトアクション
bomb bay,爆弾倉
bomb carrier,爆弾運搬車
bomb damage,爆撃による被害
bomb load,爆弾の積載量
bomb out,爆撃する
bomb rack,爆弾ラック
bomb release,爆弾の放出
bomb run,爆撃
bomb shell,爆弾の砲弾
bomb shelter,防空壕
bomb sight,爆撃照準器
bomb site,爆撃跡地
bomb thrower,爆弾投擲者
bomb up,爆撃
bombing plane,爆撃機
bon jour,ボンジュール
bon soir,こんばんは
bon vivant,美食家
bon voyage,道中ご無事に
bona fide,本物の
bona fides,正当性
bond paper,ボンド紙
bond servant,奴隷
bond service,債券サービス
bonded debt,債券債務
bonded warehouse,保税倉庫
bonded whiskey,ボンドウイスキー
bone ash,骨灰
bone china,ボーンチャイナ
bone dust,骨粉
bone fat,骨脂肪
bone idle,骨のアイドル
bone meal,骨粉
bone of contention,争点
bone of the bone and flesh,骨と肉の骨
bone shaker,ボーンシェイカー
bone up on,勉強する
boneh-ye,ボネイェ
bonin islands,小笠原諸島
bonne amie,ボンヌアミ
bonne bouche,ボンヌブーシュ
bonne fortune,ボン・フォルチュン
bonus stock,ボーナス株
booby prize,ブービー賞
booby trap,ブービートラップ
boogie-woogie,ブギウギ
book account,帳簿勘定
book bank,ブックバンク
book cabinet,本棚
book club,読書会
book concern,書籍に関する懸念
book credit,書籍クレジット
book debt,売掛金
book end,ブックエンド
book fair,ブックフェア
book in,予約する
book jacket,ブックジャケット
book learning,本で学ぶ
book name,本の名前
book of account,会計帳簿
book of books,本の本
book of changes,易経
book of hours,時祷書
book of travels,旅行記
book out,貸出
book review,書評
book slide,ブックスライド
book up,予約する
book value,帳簿価額
book-length,書籍の長さ
booking agent,予約代理店
booking clerk,予約係
booking office,予約窓口
bookmark define,ブックマークの定義
bookmark name,ブックマーク名
boolean calculation,ブール演算
boolean search,ブール検索
boolean variable,ブール変数
boom and slump,好況と不況
boost up,ブーストアップ
boot camp,ブートキャンプ
boot last,ブートラスト
boot out,追い出す
boot record,ブートレコード
boot training,ブートトレーニング
boot tree,ブートツリー
bootable disk,起動可能なディスク
booting system,ブートシステム
boracic acid,ホウ酸
bordeaux mixture,ボルドーミックス
border on,境界線
border paragraphs,境界線のある段落
border upon,境界を接する
border width,枠線の幅
bore from within,内側から穴を開ける
boric acid,ホウ酸
born again,生まれ変わった
born in wedlock,婚姻関係で生まれた
born out of wedlock,婚外子
born to,生まれ
born to the purple,紫色の家に生まれた
born-again,生まれ変わった
borrow trouble,借り物トラブル
borrowed plumes,借り物の羽根
borrowed time,借りた時間
borsod-aba��j-zempl��n,ボルソド・アバ��ジ・ゼンプル��ン
borstal system,少年院制度
bose-einstein,ボーズ・アインシュタイン
bosnia-herzegovina,ボスニア・ヘルツェゴビナ
bosnian-herzegovinian,ボスニア・ヘルツェゴビナ
bosom friend,親友
boston tea party,ボストン茶会事件
boston-based,ボストンを拠点とする
botanical garden,植物園
both …and,両方とも…そして
both ways,両方向
bother about,気にする
bother with,面倒なこと
bottle green,ボトルグリーン
bottle nose,ボトルノーズ
bottle up,ボトルアップ
bottle washer,ボトル洗浄機
bottled gas,ボトル入りガス
bottom border,下部境界線
bottom double border,下部の二重枠線
bottom drawer,一番下の引き出し
bottom margin,下部余白
bottom of page,ページ下部
bottom out,底を打つ
bottom row,最下段
bottom up,ボトムアップ
bottom-dwelling,底生
bottom-up,ボトムアップ
bottoms up.,乾杯。
bouches-du-rh��ne,ブーシュ＝デュ＝ローヌ
boulogne-billancourt,ブローニュ＝ビヤンクール
boulogne-sur-mer,ブローニュ＝シュル＝メール
bound for,行き先
bound form,製本された形式
boundary line,境界線
boundary-tag allocation,境界タグの割り当て
bounding wall,境界壁
bounty hunter,賞金稼ぎ
bourgogne-franche-comt��,ブルゴーニュ・フランシュ・コンテ
boutros-ghali,ブトロス＝ガリ
bovine pest,牛の害虫
bovine vaccine,牛用ワクチン
bow and scrape,お辞儀をする
bow arm,弓の腕
bow bells,弓の鈴
bow compass,弓コンパス
bow down,お辞儀をする
bow hand,弓を引く手
bow in,お辞儀
bow instrument,弓で演奏する楽器
bow oar,弓の櫂
bow one’s thanks,お辞儀をして感謝の意を表す
bow out,辞退する
bow pen,弓ペン
bow saw,弓のこ
bow sb. in,弓 sb. in
bow street,ボウストリート
bow the knee to baal,バアルにひざまずく
bow tie,ちょうネクタイ
bow to necessity,必要に屈する
bow wave,船首波
bow window,出窓
bowed instruments,弓で演奏する楽器
bowing acquaintance,お辞儀をする知り合い
bowl along,ボウルと一緒に
bowl down,ボウルダウン
bowl out,ボウルアウト
bowl over,ボウルオーバー
bowl-shaped,ボウル型
bowler hat,山高帽
bowling alley,ボウリング場
bowling green,ボウリンググリーン
box and needle,箱と針
box bed,ボックスベッド
box camera,ボックスカメラ
box cloth,ボックスクロス
box in,ボックスイン
box iron,ボックスアイアン
box kite,ボックスカイト
box lunch,お弁当
box number,ボックス番号
box off,ボックスオフ
box office,興行収入
box sb.‘s ears,箱のsb.の耳
box score,ボックススコア
box spanner,ボックススパナ
box supper,ボックスディナー
box up,箱詰めする
box-office,興行収入
box-set,ボックスセット
boxer indemnity,ボクサー賠償金
boxing day,ボクシングデー
boxing glove,ボクシンググローブ
boxing match,ボクシングの試合
boxing ring,ボクシングリング
boxing weights,ボクシング用ウェイト
boy friend,彼氏
boy scout,ボーイスカウト
boy scout day,ボーイスカウトの日
boy’s suit,男の子のスーツ
boyer-ahmad,ボイヤー・アフマド
brace and bit,ブレースとビット
brace game,ブレースゲーム
brace oneself up,身構える
brace up,覚悟して
brain box,頭脳ボックス
brain case,脳頭蓋
brain cell,脳細胞
brain drain,頭脳流出
brain fag,脳疲労
brain fever,脳炎
brain storm,ブレインストーミング
brain trust,頭脳集団
brain truster,頭脳の信頼者
brain wave,脳波
brains trust,頭脳集団
brake cable,ブレーキケーブル
brake handle,ブレーキレバー
brake horsepower,ブレーキ馬力
brake pedal,ブレーキペダル
brake rubber,ブレーキゴム
brake shoe,ブレーキシュー
bran pie,ブランパイ
branch off,分岐する
branch out,枝を広げる
branch point,分岐点
branch post office,支局郵便局
brand goose,ブランドグース
brand iron,焼き印
brand name,ブランド名
brand-name,ブランド名
brand-new,真新しい
brandenburg-prussia,ブランデンブルク＝プロイセン
branding iron,焼き印
brant goose,コクガン
brass band,ブラスバンド
brass bound,真鍮の縁取り
brass farthing,真鍮製のファージング
brass founder,真鍮鋳造
brass hat,真鍮の帽子
brass instruments,金管楽器
brass knuckles,メリケンサック
brass plate,真鍮製プレート
brass tacks,要点
brass winds,金管楽器
brass wires,真鍮線
brassed off,怒って
brave it out,勇気を出して
brazen out,厚かましく
breach of contract,契約違反
breach of duty,義務違反
breach of faith,信義違反
breach of the peace,治安紊乱
bread and butter,パンとバター
bread and cheese,パンとチーズ
bread and scrape,パンと削りかす
bread and wine,パンとワイン
bread basket,パンかご
bread board,パンボード
bread buttered on both sides,両面にバターを塗ったパン
bread line,パンの列
bread ticket,パンチケット
break a butterfly on the wheel,車輪の上で蝶を折る
break a fly on the wheel,車輪にハエをぶつける
break a jest,冗談を言う
break a lance with sb.,誰かと槍を折る。
break a new path,新しい道を切り開く
break away,離脱する
break bounds,境界を破る
break bread,パンを分け合う
break bread with,パンを分け合う
break cover,カバーを破る
break dancer,ブレイクダンサー
break down,壊す
break earth,地盤を破る
break even,とんとん
break faith,信頼を裏切る
break forth,突破する
break fresh ground,新たな地平を切り開く
break from,休憩
break ground,着工
break in,押し入る
break in on,侵入する
break into,侵入する
break into pieces,粉々に砕ける
break loose,解放される
break of,休憩
break off,中断する
break one’s fast,断食を破る
break one’s neck,首を折る
break one’s word,約束を破る
break open,破って開ける
break out,起こる
break out in,ブレイクアウト
break priscian’s head,プリシアンの頭を折る
break rank,隊列を崩す
break sanctuary,聖域を破る
break sb. of a habit,習慣を断つ
break sb.‘s back,誰かの背骨を折る
break sb.‘s close,誰かの親密な関係を壊す
break sb.‘s heart,誰かの心を傷つける
break sb.‘s spirit,誰かの精神を打ち砕く
break short,短くする
break silence,沈黙を破る
break step,ブレイクステップ
break stones,石を砕く
break the back of sth.,何かの背骨を折る。
