11 Downing Street,唐寧街11
clothes make the man,服裝塑造男人
clothes maketh the man,服裝塑造人的形象
clothespin vote,衣架投票
cloud nine,極樂
cloud over,雲朵
cloud seven,七彩雲
cloud up,變天
clout list,影響力名單
clout on,影響力
clown about,搞怪
clown around,搞怪
clown college,小丑學校
clown on,小丑
clown school,小丑學校
club out,打高爾夫
club together,共同努力
clue in,線索
clue stick,線索
clue up,提供線索
clump up,聚集
clutch artist,主要藝術家
clutter up,弄亂
coach up,引導
coals to Newcastle,無用
coat up,遮蓋
cobber up,裝腔作樣
cobble together,拼湊
cobble up,拼湊
cock a snook,嘲弄
cock cheese,雞奶
cock in a frock,穿著裙子的女人
cock in the henhouse,雞局
cock it over,翻轉
cock of the roost,領 roost
cock of the walk,領頭羊
cock off,離開
cock on,雞
cock one's toes,踢腳
cock up,搞砸
cock-and-bull story,胡說八道
cocker up,奉承
code up,編碼
coffee money,咖啡錢
coffee talk,咖啡聊天
coffee up,喝咖啡
cog fog,齒輪霧
coil up,捲起
coke dick,可口可樂
Colbert bump,柯伯特彈
cold as ice,冰冷
cold cash,現鈔
cold chills,寒意
cold comfort,令人沮喪的安慰
cold day in Hell,酷熱的一天
cold fish,冷淡的人
cold hand,冰冷的手
cold hard cash,實際現金
cold one,冰啤酒
cold shoulder,冷視
cold snap,寒潮
cold treatment,冷卻處理
cold turkey,突然戒掉
collar up,收緊
collect dust,積灰
collect one's thoughts,整理思緒
collect up,收集
collectively exhaustive,全面性
color in,顏色
color me,將我塗成
color up,變色
colour in,顏色
colour up,變得鮮豔
comb down,梳理
comb out,梳理
comb over,假髮
comb through,仔細檢查
come a cropper,一敗塗地
come a long way,取得了長遠的進展
come about,發生
come across,偶然遇到
come across with,偶然遇到
come after,之後
come again,再見
come alive,活起來
come along,一起來
come and go,來來去去
come apart,分離
come apart at the seams,縫線脫開
come around,改變心意
come as a surprise,出乎意料
come at,攻擊
come away,走開
come back,回來
come back from the dead,從死裡回來
come before,在...之前
come between,中間
come by,光臨
come clean,坦白
come down,下降
come down in stair rods,走樓梯
come down in the last shower,最後一次淋浴
come down on,嚴懲
come down to,歸結於
come down to earth,回到現實
come down to us,向我們來
come down upon,降臨
come down with,生病
come first,優先
come for,來
come forth,出現
come forward,向前
come from,來自
come from a Cracker Jack box,來自克拉克傑克的盒子
come from a good place,來自良好環境
come from behind,逆轉勝
come from below,來自下方
come full circle,回到原點
come hell or high water,無論如何
come here to me,過來
come home by weeping cross,哭泣而歸
come home to roost,回到家
come in,進來
come in for,進來
come in from the cold,從寒冷中回來
come in handy,派上用場
come in hot,猛烈進攻
come into,進入
come into being,出現
come into effect,生效
come into force,生效
come into its own,展現其潛力
come into one's own,展現自我
come into play,發揮作用
come into the world,降生
come into view,逐漸顯現
come knocking,敲門
come of,出身
come of age,成年
come off,脫掉
come off it,別再這樣了
come on,加油
come on in,歡迎光臨
come on over,來一趟
come on strong,加油
come on to,加油
come online,開始使用
come onto,開始
come out,出現
come out in,出現
come out in the wash,被沖洗乾淨
come out of one's shell,走出自己的殻
come out of the broom closet,從儲藏室出來
come out of the closet,公開自己的性傾向
come out of the woodwork,突然出現
come out swinging,猛烈反擊
come out with,提出
come over,來一趟
come right,立刻
come round,拜訪
come the acid,接觸酸
come the old soldier,這位老兵
come thick and fast,一個接一個
come through,順利
come to,來
come to a close,接近尾聲
come to a halt,停止
come to a head,達到頂點
come to a sticky end,以悲慘的結局告終
come to an end,結束
come to blows,發生衝突
come to find out,後來發現
come to fruition,實現
come to grief,遭受不幸
come to grips with,面對
come to Jesus,來到耶穌身邊
come to life,栩栩如生
come to light,顯現
come to mention it,說起來
come to mind,浮現
come to nothing,毫無意義
come to nought,一無所獲
come to one's senses,恢復理智
come to oneself,恢復意識
come to papa,來看看我
come to pass,發生
come to power,上台
come to someone's aid,伸出援手
come to someone's rescue,來幫助某人
come to terms,接受
come to terms with,接受
come to the fore,嶄露頭角
come to think of it,說起來
come to time,到時間了
come together,團結
come true,實現
come under,受到
come under fire,遭受批評
come under pressure,承受壓力
come unhinged,失去理智
come unstuck,擺脫困境
come up,提出
come up against,正面對
come up and bite,走過來咬
come up from behind,從後面追上
come up roses,開花
come up to,走近
come up with,提出
come up with snake eyes,雙眼無色
come up with the goods,提供優質的產品或服務
come upon,偶然發現
come upon the parish,偶然發現
come upon the town,到達這個鎮
come what may,無論如何
come with,一起
come with it,一起帶走
come with the territory,是這件事的一部分
comedy equals tragedy plus time,喜劇等於悲劇加上時間
comedy gold,爆笑
comedy of errors,滑稽悲劇
comfort girl,性伴侶
comfort woman,慰藉婦
comfort zone,舒適區
comfortable in one's own skin,自在
comfortably off,經濟狀況良好
coming and going,來來去去
coming into the world,出生
coming right up,馬上
command performance,任務執行
comme moi,像我一樣
comment out,註解
common ground,共同點
common or garden variety,普通或常見的
common purse,常見的錢包
common run,常見的跑步
common touch,常見接觸
company town,公司鎮
compare and despair,比較與絕望
compare notes,比較筆記
comparison is the thief of joy,比較是奪走快樂的罪魁禍首
compass out,指南針
complete and utter,徹底的, 完全的
completely and utterly,完全地，徹底地
completely metrizable,完全可計數
compliments of the house,免費贈送
computationally secure,在計算上安全的
computer says no,電腦說不行
conclusively presumed,明確認定
concrete jungle,堅硬的都市
condemn to,譴責
condescend upon,輕視
cone off,劃定區域
confide in,向某人傾訴
conflict out,衝突
confront one's demons,面對自己的內心掙扎
conjure up,創造
conk off,結束
conk out,倒下
connect the dots,連接點
connect up,連接
connecting rod,連桿
conscience money,良心
conscious and oriented,有意識且有方向
consenting adult,自願的成年人
conservatively correct,謹慎正確
consider it done,已處理
considering cap,考慮
considering that,考慮到
consist in,由...組成
consist of,由...組成
conspicuous by one's absence,顯而易見的缺席
cont p.94,第94頁
cont. p.94,續，第94頁
cont. p94,續，第94頁
contain multitudes,潛在的可能性
contend with,應對
continued on page 94,繼續，第94頁
continued page 94,繼續至第94頁
contract in,合約
contract out,外包
contract out of,外包
contrary to,與...相反
contrary to popular belief,與普遍認知相反
cook back,重新烹飪
cook off,烹飪
cook out,野餐
cook someone's goose,搞垮某人
cook the books,竄改帳目
cook through,烹飪
cook up,準備
cook up a storm,烹飪得非常出色
cooking on gas,用天然氣烹飪
cooking with gas,用天然氣烹飪
cool cat,酷貓
cool down,冷卻
cool head,冷靜
cool heads must prevail,保持冷靜
cool heads prevail,保持冷靜
cool heads will prevail,保持冷靜，最終會獲勝
cool off,降溫
cool one's heels,逍遙法外
cool one's jets,冷靜下來
cool out,冷靜
cooler heads must prevail,冷靜下來
cooler heads prevail,保持冷靜
cooler heads prevailed,理性取向
cooler heads will prevail,最終會冷靜下來
coon's age,庫恩的年齡
coop in,合作
coop up,關起來
cop off,離開
cop off with,與...合作
cop on,保持冷靜
cop one's whack,搞砸
cop oneself on,自制
cop onto,抓住
cop out,逃避
cope and seethe,應付和悶怒
cope with,應對
copper chopper,銅製切菜器
copy down,複製
copy out,複製
corbel out,懸垂式結構
cordon off,劃分區域
cork off,拔栓
cork out,拔出塞子
cork up,堵住
corner the market,壟斷市場
corner up,向上
corporate ladder,公司晉升
corporate welfare bum,公司福利吸血鬼
corporation pop,公司活動
correct me if I'm wrong,如果我錯了，請糾正我
cost out,估算成本
cost the earth,非常昂貴
cost up,增加成本
cosy along,舒適地度過
cosy up,舒適、親近
cosy up to,親近
cotton on,棉質
cotton on to,察覺
cotton onto,注意到
cotton to,棉
couch down,躺在沙發上
couch potato,懶骨頭
couch up,攤開
cough down,咳嗽
cough out,咳嗽
cough over,咳嗽
cough up,咳嗽
could go all day,可以待一整天
could have fooled me,可能讓你以為
could hear a pin drop,幾乎可以聽到針掉在地上的聲音
could I get the bill,我可以看一下帳單嗎
could not get elected dogcatcher,未能當選
could we get the bill,可以結帳嗎
coulda fooled me,會讓我以為
couldn't be more different,完全不同
couldn't care less,毫不在意
couldn't happen to a nicer,難以置信
couldn't organise a chook raffle,無法組織雞彩票活動
couldn't organise a two-ticket raffle,無法組織兩張門票抽獎
count 'em,數一數
count against,對...不利
count angels on pinheads,數算天使在針尖上
count down,倒數
count in,計算
count noses,數鼻
count off,數數
count on,可以依靠
count one's blessings,珍惜所擁有的
count one's days,數日子
count out,數數
count sheep,數羊
count to five,數到五
count to ten,數到十
count to three,數到三
count towards,計算在
count up,計算
count upon,可以依靠
countably additive,可數且可加
countably infinite,可數無窮
country mile,漫長距離
couple up,開始交往
courage of one's convictions,堅持信念的勇氣
court of public opinion,公眾輿論
covenant of salt,鹽之約
cover one's bases,防患未然
cover one's feet,自保
cover someone's ass,保護某人的名譽
cover up,掩蓋
cow juice,牛奶
cowboy killer,牛仔殺手
cowboy shower,牛仔式淋浴
cowboy up,挺身而出
cowgirl position,牛仔姿勢
Cox and Box,柯克斯與箱
cozy up,舒適
cozy up to,親近
crab mentality,嫉妒心
crack a crust,打破外殼
crack a fat,打破
crack a smile,露出笑容
crack along,逐漸破裂
crack down,嚴厲打壓
crack hardy,堅硬
crack kills,破壞
crack of dawn,黎明時分
crack off,打破
crack on,成功
crack one off,一次成功
crack onto,滲透
crack out,爆破
crack through,突破
crack up,爆笑
cradle robber,竊取幼兒
cradle snatcher,嬰兒殺手
cram together,擠在一起
cramp someone's style,打擊某人的風格
cramp up,痙攣
crank off,啟動
crank one out,製造一批
crank one's hog,操縱
crank out,大量生產
crank the handle,轉動把手
crank up,調高
crap around,混日子
crap on,垃圾
crap out,搞砸
crap up,非常棒
crash course,快速學習
crash dive,猛衝
crash in,發生事故
crash out,結束
crawl before one walks,學習走路之前先爬
crawl into a hole,鑽進一個洞
crawl over each other,互相擠壓
crawl with,爬行
crazy enough to work,足夠瘋狂
crazy up,瘋狂
cream in one's coffee,在咖啡中加入奶油
cream in one's jeans,在牛仔褲上留下污漬
cream of the crop,最好的
cream off,去除奶油
cream the crop,去除雜質
cream up,使變濃
crease up,摺疊起來
creature comfort,舒適
creature feature,怪獸片
creature of habit,習慣性生物
creature of statute,法律規定
creature of the night,夜晚的生物
credit where credit's due,應得的讚揚
creep in,慢慢滲入
creep on,騷擾
creep out,令人不安
creep up,慢慢靠近
creep up on,慢慢靠近
creepy weepy,令人毛骨悚然，令人悲傷
crescent spanner,彎曲扳手
crew up,團結
crime doesn't pay,犯罪不值得
Crimea river,克里米亞河
Crip out,禁用
crip up,偷偷摸摸
criss-cross applesauce,交叉蘋果醬
crit out,批評
critically damped,臨界阻尼
crock of gold,黃金罐
crock off,離開
crock up,出現問題
crocodile tear,鱷魚眼淚
crony capitalism,裙帶資本主義
crop out,裁剪
crop up,突然出現
cross lots,穿過院子
cross my heart,我誠信
cross of gold,黃金十字
cross off,劃掉
cross one's fingers,祈禱
cross one's mind,浮現於腦海
cross out,劃掉
cross over,跨越
cross paths,相遇
cross someone's palm,賄賂
cross someone's path,偶然相遇
cross swords,互相對抗
cross the aisle,跨過隔板
cross the line,越界
cross the Rubicon,越過紅河
cross the Thames,越過泰晤士河
cross the Tiber,越過提伯河
cross to bear,承擔
cross to take up,穿過
cross up,欺騙
crotch down,胯下
crow over,搶奪
crow to pick,鳥啄
crow to pluck,鳥類取羽
crow to pull,鳥類拉
crowd in,人群
crowd in on,湧入
crowd out,擠壓
crowd sail,人群航行
crowd together,擠在一起
crowd up,擁擠
cruel mistress,殘忍的女主人
cruisin' for a bruisin',尋找機會進行打鬥
