you,Sen
rutherford,Rutherford
shovels,kürekler
piers,iskeleler
deprivation,yoksunluk
loren,Loren
landon,Landon
curing,iyileştirme
deluded,aldanmış
wynn,wynn
rumored,söylenti
eject,fırlatmak
banzai,banzai
qc,kalite kontrol
caved,çökmüş
mackey,mackey
binds,bağlar
keating,keating
nailing,çivileme
botched,başarısız
takeshi,takeshi
botox,botoks
pinto,pinto
tinkle,çınlama
nfl,NFL
supplement,takviye
tragedies,trajediler
overcooked,fazla pişmiş
immersed,dalmış
rollo,rollo
crucifix,haç
tamed,evcilleştirilmiş
czar,Çar
withhold,alıkoymak
seismic,sismik
muppet,kukla
asphalt,asfalt
bobbi,Bobbi
charred,kömürleşmiş
bowed,eğildi
floorboards,döşeme tahtaları
tycoon,iş adamı
defects,kusurlar
aristocrat,aristokrat
vocals,vokaller
recurring,tekrarlayan
epilepsy,epilepsi
shakily,titrek bir şekilde
self-centered,bencil
weller,weller
poachers,kaçak avcılar
garments,giysiler
welcomes,hoş geldiniz
balm,balsam
nagasaki,Nagasaki
cooker,ocak
swaying,sallanıyor
georgetown,Georgetown
pardoned,affedildi
mach,makine
moors,bataklıklar
yeong,yeong
yippee,Yaşasın!
sheds,kulübeler
fifi,fifi
quirky,ilginç
steamer,buharlı gemi
ritter,ritter
nim,nim
flunked,başarısız oldu
sparring,antrenman
sabina,Sabina
ceases,sona erer
lexie,Lexie
nesting,yuvalama
blackberry,böğürtlen
fiercely,şiddetle
impound,el koyma işlemi
ucla,UCLA
bengal,Bengal
cache,önbellek
lifeboat,cankurtaran botu
creme,krem
hallie,Hallie
rhine,Ren
consequently,sonuç olarak
revolutions,devrimler
shim,şim
shyam,Şyam
rosewood,gül ağacı
larvae,larvalar
hos,ev
yeti,yeti
fluttering,çırpınma
gregson,Gregson
mandela,Mandela
occupying,işgal etmek
jeanie,Jeanie
aphrodite,Afrodit
cools,soğutur
lasse,lasse
snuggle,sarılmak
riled,sinirlenmiş
turnover,ciro
misleading,yanıltıcı
presiding,başkanlık eden
accessing,erişim
kicker,tekmeleyici
pre,ön
hosted,ev sahipliği yaptı
ordained,atanmış
nassau,Nassau
hombre,adam
brazen,arsız
prof,profesör
stitching,dikiş
nook,kuytu
splashes,sıçramalar
cyclone,siklon
zheng,zheng
lovingly,sevgiyle
colonists,kolonistler
researched,araştırıldı
physicians,doktorlar
hogs,domuzlar
unwise,akıllıca değil
affliction,ızdırap
aspire,arzu etmek
dow,aşağı
hooch,içki
pai,pai
lacerations,yırtıklar
tasteless,tatsız
deirdre,Deirdre
welch,welch
unbreakable,kırılmaz
carnal,cinsel
generic,genel
melodramatic,melodramatik
distressing,üzücü
sentinel,nöbetçi
lifetimes,ömürler
yelping,uluma
projecting,projeksiyon
takahashi,takahashi
nepal,Nepal
bela,bela
unattended,gözetimsiz
hellhole,cehennem çukuru
renault,Renault
efficiently,verimli bir şekilde
gonzales,Gonzales
wobbly,titrek
recruitment,işe alım
lasalle,lasalle
wilhelmina,Wilhelmina
hashtag,başlık etiketi
reek,iğrenç
emphasize,vurgu
melons,kavunlar
dept,bölüm
chore,zevksiz iş
scat,dışkı
aired,yayınlandı
chardonnay,şarap
nigeria,Nijerya
meats,etler
monetary,parasal
lowry,Lowry
tormenting,eziyet eden
combining,birleştirmek
vixen,tilki
napping,uyuklayan
deactivate,devre dışı bırak
goblins,goblinler
merrier,daha neşeli
busts,büstler
regrettable,üzücü
ugliest,en çirkin
tac,tak
evasion,kaçınma
clementine,mandalina
overworked,aşırı çalışmış
pta,pta
waterproof,su geçirmez
alamo,Alamo
salome,salome
halibut,trança balığı
seon,seon
communicator,iletişimci
laced,bağcıklı
fuels,yakıtlar
phi,phi
supervising,denetleme
slogans,sloganlar
garnish,garnitür
kam,kam
mendez,Mendez
spruce,ladin
seducing,baştan çıkarıcı
implicate,ima etmek
leper,cüzzamlı
unpacking,paket açma
germaine,Germaine
ponder,düşünmek
nicknamed,takma adı
femur,uyluk kemiği
detonated,patlatıldı
technicality,teknik detay
double-check,tekrar kontrol edin
situated,konumlandırılmış
vindictive,intikamcı
twit,tweet
obeying,itaat etmek
lutz,lutz
waldorf,Waldorf
larissa,Larissa
gopi,gopi
hypocrites,ikiyüzlüler
shogunate,şogunluk
mural,duvar
enlarged,büyütülmüş
glittering,parıldayan
woven,dokuma
contender,rakip
orpheus,orpheus
illnesses,hastalıklar
captures,yakalar
margaritas,margaritalar
hammock,hamak
prolong,uzatmak
gallop,dörtnala
lieutenants,teğmenler
whistler,ıslıkçı
chihuahua,Çivava
tehran,Tahran
pasadena,Pasadena
stroller,bebek arabası
bs,bs
issuing,yayınlama
ie,yani
foes,düşmanlar
tig,tig
proprietor,işletme sahibi
speciality,uzmanlık
centered,merkezlenmiş
rosita,Rosita
granting,verme
hindus,Hindular
gills,solungaçlar
puyo,puyo
sos,s.o.s
edwina,Edwina
mistresses,metresler
fingernail,tırnak
starry,yıldızlı
hubbard,Hubbard
lolly,lolipop
cardio,kardiyo
sit-down,oturmak
delaying,geciktirmek
savoy,Savoy
fahrenheit,Fahrenheit
chaste,iffetli
night-night,iyi geceler
buttercup,düğünçiçeği
barricades,barikatlar
berth,rıhtım
stoner,esrar bağımlısı
hitter,vurucu
anonymity,anonimlik
clippings,kırpıntılar
mod,mod
dia,dia
dodd,Dodd
insecurity,güvensizlik
contests,yarışmalar
incriminate,suçlamak
variable,değişken
startin,başlangıç
chloroform,kloroform
essays,denemeler
poised,dengeli
abrupt,ani
coworker,iş arkadaşı
hauser,hauser
exodus,çıkış
refinery,rafineri
browns,kahverengiler
gonzo,gonzo
proclaimed,ilan edildi
techs,teknisyenler
kuwait,Kuveyt
rustic,rustik
dislocated,çıkık
celsius,santigrat
intervened,müdahale etti
mane,yele
confessional,itiraf
tagging,etiketleme
pinching,sıkıştırma
sideshow,yan gösteri
allegation,iddia
polio,çocuk felci
hoe,çapa
motorway,otoyol
sayonara,sayonara
lastly,son olarak
duped,kandırılmış
spout,musluk
mun,mun
rupa,rupa
undergoing,devam ediyor
smothered,boğulmuş
sulu,sulu
nowt,hiçbir şey
micro,mikro
garvey,Garvey
teapot,çaydanlık
diplomats,diplomatlar
exhibits,sergiler
confronting,karşı karşıya gelmek
healthcare,sağlık hizmeti
mattresses,şilteler
buick,Buick
toxicology,toksikoloji
liberating,özgürleştirici
climber,dağcı
opal,opal
reba,reba
contend,iddia etmek
built-in,yerleşik
lamont,lamont
switchboard,santral
sana,sana
yap,yap
insights,içgörüler
disoriented,yönünü şaşırmış
meditating,meditasyon yapmak
nightclubs,gece kulüpleri
cater,hizmet etmek
emeralds,zümrütler
facilitate,kolaylaştırmak
vigorous,güçlü
all-american,tam Amerikalı
intervals,aralıklar
excel,Excel
fraulein,kız
reggae,reggae
plastics,plastikler
revere,saygı duymak
lore,efsane
creditors,alacaklılar
resented,kızgın
blossomed,çiçek açtı
activating,etkinleştirme
composite,kompozit
hindsight,gez
mummies,mumyalar
bedding,yatak takımı
craven,korkak
shitless,boktan
first-rate,birinci sınıf
songwriter,şarkı yazarı
scented,kokulu
plankton,plankton
baird,baird
locomotive,lokomotif
ticked,işaretlendi
mapped,haritalanmış
jolt,sarsıntı
reforms,reformlar
gucci,Gucci
overcoat,palto
bishops,piskoposlar
conscientious,vicdanlı
venetian,Venedik
evey,her
calder,Calder
logistics,lojistik
ahmet,ahmet
dieter,diyet yapan
rampant,yaygın
waverly,dalgalı
whitehall,Whitehall
hock,rehin
chrome,krom
sandman,kum adam
balancing,dengeleme
canals,kanallar
oxen,öküzler
superhuman,insanüstü
ein,bir
rogues,haydutlar
dossier,dosya
pikachu,pikaçu
waxed,cilalı
infested,istila edilmiş
benz,benz
folklore,folklor
double-cross,ikili oyun
turban,türban
carriages,vagonlar
warm-up,ısınma
lanka,Lanka
ade,ade
recycled,geri dönüştürülmüş
alden,alden
busiest,en yoğun
courteous,nazik
baptize,vaftiz etmek
bowing,eğilmek
ventura,ventura
pamphlets,broşürler
amiss,yanlış
michaela,Michaela
hex,altıgen
swapping,takas
detergent,deterjan
afflicted,acı çeken
overalls,tulum
reboot,yeniden başlat
pining,özlem
nazareth,Nasıra
insubordination,itaatsizlik
sputters,pürüzler
slammer,hapishane
vices,kötü alışkanlıklar
dungeons,zindanlar
binary,ikili
hesitating,tereddüt eden
attendants,görevliler
fined,para cezası
sanford,Sanford
volkswagen,Volkswagen
excrement,dışkı
dictates,dikte eder
epstein,Epstein
swims,yüzüyor
ethic,etik
boulders,kayalar
lockwood,Lockwood
bucharest,Bükreş
twos,ikiler
cornelia,Cornelia
founders,kurucular
tb,tüberküloz
locksmith,çilingir
circulating,dolaşım
seine,seine
rattlesnake,çıngıraklı yılan
toying,oynamak
cardiff,Cardiff
chitchat,sohbet
chimpanzee,şempanze
envied,kıskanılan
nocturnal,geceleyin
galleries,galeriler
partisan,partizan
cluck,gıdak
falco,falco
hobson,Hobson
clandestine,gizli
doctorate,doktora
blackadder,kara yılan
smudge,leke
bona,bona
pressuring,baskı yapmak
kindest,en nazik
moray,müren
cuddy,küçük çocuk
beastly,vahşi
agile,atik
sodas,gazlı içecekler
visas,vizeler
portia,portia
specter,hayalet
det,det
nabbed,yakalandı
integration,entegrasyon
granville,Granville
bayou,bataklık
sorceress,büyücü
harvesting,hasat
bakers,fırıncılar
litigation,dava
misa,misa
disruption,kesinti
shellfish,kabuklu deniz ürünleri
kerala,Kerala
grasping,kavrama
prakash,prakash
apostles,havariler
kraft,kraft
extermination,imha
arsonist,kundakçı
gathers,toplar
tsui,tsui
tubby,tombul
refreshment,ferahlatıcı
bony,kemikli
fifty-fifty,elli-elli
tuttle,tuttle
diligent,gayretli
handiwork,el işi
disguises,kılık değiştirmeler
sneaks,gizlice
installing,kurulum
betrays,ihanet eder
malhotra,malhotra
transvestite,transvestit
darth,darth
secular,laik
newer,daha yeni
watery,sulu
pecker,penis
surrendering,teslim olmak
intestine,bağırsak
md,doktor
repentance,tövbe
pushups,şınav
burdens,yükler
mont,ay
plums,erikler
sulk,somurtmak
arden,bahçe
cleavage,göğüs dekoltesi
blunder,hata
panty,külot
detox,detoks
thyself,kendin
anticipating,beklemek
scoffing,alaycı bir şekilde
recognizing,tanıma
uptempo,hızlı tempo
judgments,yargılar
headmistress,müdire
goddamnit,kahretsin
telepathic,telepatik
spineless,omurgasız
astrology,astroloji
reza,reza
dopey,aptal
drummond,Drummond
trusty,güvenilir
loveliest,en güzel
ditching,terk etme
reassigned,yeniden atandı
elly,elly
faber,faber
pusher,itici
col,kol
chucky,Chucky
dashed,kesik
cashmere,kaşmir
cams,kameralar
etcetera,falan filân
mistletoe,ökseotu
sorcery,büyücülük
teas,çaylar
innkeeper,han sahibi
maidens,genç kızlar
tranquility,huzur
mais,mais
indicator,gösterge
phaser,fazör
nutritious,besleyici
rb,rb
mutated,mutasyona uğramış
varied,çeşitli
inhouse,şirket içi
heightened,yükseltilmiş
blatant,bariz
proclamation,bildiri
guerrillas,gerillalar
trident,üç dişli mızrak
collin,Collin
corvette,korvet
ticklish,gıdıklanmak
gaping,ağzı açık
ideally,ideal olarak
oars,kürekler
scandals,skandallar
vengeful,intikamcı
widowed,dul
brit,İngiliz
emmanuel,emmanuel
postmortem,otopsi
salted,tuzlu
surpassed,aşıldı
exert,çaba
poorest,en yoksul
systematically,sistematik olarak
evac,tahliye
radically,radikal bir şekilde
purify,arındırmak
vibrate,titreştir
announces,duyuruyor
transgender,transseksüel
lofty,yüce
sequences,diziler
nance,finans
addy,addy
tulips,laleler
illustrated,resimli
unlocking,kilidi açma
shudders,ürperiyor
nurturing,beslemek
merrill,Merrill
generates,üretir
disloyal,vefasız
aggressively,agresif bir şekilde
skywalker,Skywalker
asbestos,asbest
haru,Haru
improv,doğaçlama
ems,ems
hayat,hayat
unpunished,cezasız
displaced,yerinden edilmiş
andersen,andersen
bowen,Bowen
mi5,mi5
thundering,gürleyen
semi,yarı
crutch,koltuk değneği
silo,silo
screw-up,hata yapmak
yokohama,yokohama
rubs,sürtmek
dipshit,aptal
levy,vergi
symmetry,simetri
inflammation,iltihaplanma
unaccounted,hesaba katılmamış
nikola,Nikola
licorice,meyan kökü
applauds,alkışlıyor
homeroom,sınıf
kabaddi,kabaddi
grievous,ağır
counselling,danışmanlık
ortega,ortega
trample,çiğnemek
nani,nani
tipsy,içkili
rigorous,titiz
brewer,bira üreticisi
hurdle,engel
chisel,keski
kiran,kiran
bistro,bistro
hao,hao
wainwright,Wainwright
chests,sandıklar
newkirk,yeni çocuk
bottomless,dipsiz
combustion,yanma
erupted,patladı
autobots,otobotlar
clifton,Clifton
forwarded,iletildi
katrine,Katrine
tidings,müjdeler
stubbornness,inatçılık
dix,on
pelican,pelikan
matchmaker,çöpçatan
howell,Howell
geiger,Geiger
moles,benler
binge,alem
piping,borulama
tiff,tiff
penalties,cezalar
enables,etkinleştirir
irrigation,sulama
hunchback,kambur
margins,kenar boşlukları
relocated,yer değiştirildi
centres,merkezler
pitches,sahalar
vaults,kasalar
hyacinth,sümbül
gable,üçgen çatı
swirling,girdaplı
filly,dişi tay
putty,macun
revisit,tekrar ziyaret et
fanatics,fanatikler
concerto,konçerto
double-crossed,ihanete uğramış
unbeatable,yenilmez
matey,dostum
kemal,Kemal
carthage,Kartaca
loophole,boşluk
replies,yanıtlar
beeper,bip sesi çıkaran cihaz
injure,yaralanmak
cookbook,yemek kitabı
align,hizala
sanctity,kutsallık
spilt,döküldü
whence,nereden
geographic,coğrafi
admirers,hayranlar
mislead,yanıltmak
a-team,A takımı
treadmill,koşu bandı
ferrara,ferrara
fated,kaderi
resurrect,diriltmek
rina,Rina
fetal,fetüs
coca,koka
qaeda,Kaide
nona,nona
hoots,ötüşler
tampons,tamponlar
crept,süründü
mania,mani
unplug,fişi çek
veggie,sebze
keyes,anahtarlar
subordinate,ast
timely,zamanında
telugu,Telugu
proofs,kanıtlar
ivanovich,ivanovich
appropriately,uygun şekilde
vendors,satıcılar
recap,özet
roo,roo
dinky,minik
accountants,muhasebeciler
archaeology,arkeoloji
mikael,Mikael
strangler,boğucu
genghis,Cengiz
freshmen,birinci sınıf öğrencileri
nic,nic
nothingness,hiçlik
katarina,Katarina
authorised,yetkili
brightness,parlaklık
maximus,maksim
payson,payson
bogart,Bogart
urinating,idrar yapmak
dok,dok
violets,menekşeler
compromises,uzlaşmalar
defences,savunmalar
ibm,IBM
scanlon,Scanlon
corp,şirket
compulsory,zorunlu
seasoning,baharat
taft,taft
famously,ünlü bir şekilde
surfaced,yüzeye çıktı
gibraltar,Cebelitarık
cuckold,boynuzlamak
uneven,düzensiz
reopened,yeniden açıldı
blip,kısa bir
valhalla,Valhalla
midori,Midori
similarity,benzerlik
frodo,Frodo
gizmo,alet
swindler,dolandırıcı
indulgence,zevk
wat,su
co-op,kooperatif
topper,üst kısım
alligators,timsahlar
garry,Garry
dives,dalışlar
minneapolis,Minneapolis
reeling,sendeliyor
bene,bene
outlets,satış noktaları
siamese,Siyam
rupee,rupi
unrealistic,gerçekçi olmayan
endangering,tehlikeye atmak
gonzalez,gonzalez
gist,özet
adventurer,maceracı
prosthetic,protez
bayonet,süngü
julianne,Julianne
bismarck,Bismarck
dresden,Dresden
paro,paro
next-door,yan tarafta
encoded,kodlanmış
ruff,yaka
luce,ışık
supermodel,süpermodel
pollock,mezgit balığı
calmer,daha sakin
chestnuts,kestane
parsley,maydanoz
overgrown,aşırı büyümüş
storming,fırtına
run-in,karşılaşma
alfa,alfa
sicker,daha hasta
maru,maru
abbas,Abbas
inge,inge
resilient,dayanıklı
ly,ly
monet,para
abominable,iğrenç
empires,imparatorluklar
revise,tekrar düzeltme yapmak
vets,veterinerler
arches,kemerler
condor,kondor
apaches,apacheler
blackouts,elektrik kesintileri
advertised,reklamı yapıldı
quixote,Don Kişot
labored,emek verdi
yee-haw,yee-haw
excavation,kazı
salud,sağlık
ironed,ütülenmiş
francie,francie
bartholomew,Bartholomew
laboratories,laboratuvarlar
twenty-three,yirmiüç
riddled,delik deşik
flung,fırlatılmış
yanked,çekildi
sadder,daha üzücü
neurons,nöronlar
licenses,lisanslar
dingdong,çetin
communicated,iletildi
nutshell,özetle
scofield,scofield
savor,tadını çıkarın
cbc,cbc
bedrock,temel kaya
tempered,temperlenmiş
bunty,bunty
pol,pol
cleansed,temizlenmiş
favourites,favoriler
rigging,arma
dawned,şafak söktü
inconclusive,sonuçsuz
graph,grafik
twigs,dallar
callous,nasır
tyr,lastik
bosch,Bosch
embezzlement,zimmetine para geçirme
decapitated,başı kesilmiş
seinfeld,Seinfeld
bannister,korkuluk
mccain,McCain
clusters,kümeler
annex,ek
samuels,Samuels
royalties,telif hakları
seville,Sevilla
admittedly,itiraf etmek gerekirse
gimmick,hile
two-thirds,üçte iki
lobos,kurtlar
verb,fiil
mistaking,yanlış anlama
abrasions,aşınmalar
frazer,frazer
stow,istiflemek
unchanged,değişmeden
andes,And Dağları
neglecting,ihmal etmek
daggers,hançerler
hypnotic,hipnotik
distributing,dağıtmak
stonehenge,Stonehenge
hailing,menzil
vapor,buhar
clemens,clemens
blanchard,Blanchard
waive,feragat etmek
lavish,gösterişli
cultivated,yetiştirilmiş
sunscreen,güneş kremi
buffoon,soytarı
hooded,kukuletalı
obstructing,engelleme
bonuses,bonuslar
rapture,coşku
olympia,olimpiyat
grate,ızgara
inconsiderate,düşüncesiz
armchair,koltuk
floppy,disket
loitering,aylaklık
clement,clement
drainage,drenaj
sho,gösteri
mongolia,Moğolistan
woodland,ormanlık alan
looted,yağmalanmış
scruples,vicdan azabı
frisky,neşeli
rubies,yakutlar
sovereignty,egemenlik
recovers,iyileşiyor
betrayer,hain
promoter,organizatör
ugliness,çirkinlik
cancellation,iptal
bribing,rüşvet
merged,birleşti
aggie,aggie
barons,baronlar
regression,regresyon
susana,Susana
punishable,cezalandırılabilir
ganges,çeteler
bachelors,lisans
forgetful,unutkan
asha,Aşa
pilate,pilate
disgruntled,hoşnutsuz
fireflies,ateşböcekleri
deceitful,aldatıcı
splat,sıçrama
movers,nakliyeciler
mended,onarıldı
plating,kaplama
misunderstandings,yanlış anlamalar
cryptic,gizemli
monika,Monika
jefe,şef
marmalade,marmelat
coals,kömürler
ignores,görmezden geliyor
rhythms,ritimler
sculpted,yontulmuş
vicente,Vicente
pounce,pençe
lesley,Lesley
all-star,yıldızlar karması
completes,tamamlar
pim,pim
assert,iddia etmek
ht,ht
favored,tercih edilen
curled,kıvrılmış
pelvic,pelvik
pansy,menekşe
requiring,gerektiren
entities,varlıklar
tenor,tenor
measly,cimri
tino,tino
hoodlums,haydutlar
indie,bağımsız
ladders,merdivenler
tasteful,zevkli
lassiter,lassiter
shaker,shaker
maritime,denizcilik
absorbing,emici
mclaren,McLaren
splendor,ihtişam
sax,saksafon
denounced,kınandı
antics,şakalar
hailed,selamlandı
meanest,en kötü
sprinkles,serpmeler
trampoline,trambolin
swag,yağma
roaches,hamamböcekleri
othello,Othello
profiling,profil oluşturma
lifesaver,hayat kurtarıcı
slurring,geveleme
platonic,platonik
hoi,hoi
cretin,aptal
hyenas,sırtlanlar
harshly,sert bir şekilde
camila,Camila
krypton,kripton
autobiography,otobiyografi
humorous,komik
seamus,Seamus
hussy,şirret
nodding,başını sallayarak
comp,komp
lyman,Lyman
cooperate,işbirliği yapmak
keenan,Keenan
fiscal,mali
baltic,Baltık
hallways,koridorlar
gracefully,zarif bir şekilde
comforted,teselli edildi
promenade,gezinti yolu
champs,şampiyonlar
exorcist,şeytan kovucu
courtesan,fahişe
clubbing,kulüpte
alloy,alaşım
drive-in,araba sineması
right-handed,sağ elini kullanan
guitarist,gitarist
suede,süet
roasting,kavurma
kun,kun
plaid,ekose
rollers,silindirler
nyu,nyu
flannel,pazen
seventy-five,yetmiş beş
niche,niş
census,nüfus sayımı
mata,mata
braver,daha cesur
verona,Verona
hysterically,histerik bir şekilde
shriek,çığlık
klan,klan
bathrobe,bornoz
atrocious,korkunç
borough,ilçe
chalice,kadeh
frazier,frazier
airspace,hava sahası
hesitant,tereddütlü
aborted,iptal edildi
jeweler,kuyumcu
rhetoric,retorik
brice,brice
strickland,Strickland
seamstress,terzi
feverish,ateşli
saffron,safran
storing,depolama
mla,mla
regeneration,rejenerasyon
augusta,Augusta
scorpio,akrep
algiers,Cezayir
forbade,yasakladı
hushed,sessiz
suitors,talipler
governing,yöneten
dotty,dotty
matured,olgunlaşmış
