you,คุณ
impossibility,เป็นไปไม่ได้
petri,เพทรี
vigorously,อย่างแข็งขัน
tomboy,ทอมบอย
persevere,อดทน
bower,ซุ้มไม้เลื้อย
cuppa,ถ้วย
lentils,ถั่วเลนทิล
odour,กลิ่น
continuance,ต่อเนื่อง
incompatible,ไม่เข้ากัน
bootleg,ของเถื่อน
coordinators,ผู้ประสานงาน
arrivederci,ลาก่อน
spinner,สปินเนอร์
pesto,เพสโต้
expressly,โดยชัดแจ้ง
hollister,ฮอลลิสเตอร์
broken-down,พังเสียหาย
brutes,คนป่าเถื่อน
transcend,ก้าวข้าม
infestation,การระบาด
leach,โกรก
kidnappings,การลักพาตัว
whup,วูบ
circumcision,การขลิบ
rearranged,จัดเรียงใหม่
yonkers,ยองเกอร์ส
shashi,ชาชิ
broomstick,ไม้กวาด
stamping,การประทับตรา
discounts,ส่วนลด
templars,อัศวินเทมพลาร์
diffuse,กระจาย
eyeliner,อายไลเนอร์
danton,แดนตัน
reared,เลี้ยงดู
glories,ความรุ่งโรจน์
katana,ดาบคาตานะ
ballgame,เกมบอล
lurks,ซุ่มซ่อน
obsess,ครอบงำ
lar,ลาร์
termite,ปลวก
unraveling,คลี่คลาย
recited,ท่องจำ
noor,นูร์
inept,ไร้ความสามารถ
fyodor,ฟีโอดอร์
parody,ล้อเลียน
trending,กำลังเป็นที่นิยม
amino,อะมิโน
hostilities,สงคราม
hobart,โฮบาร์ต
marsden,มาร์สเดน
futuristic,ล้ำยุค
journeyed,เดินทาง
falsified,ปลอมแปลง
bystanders,ผู้เห็นเหตุการณ์
pierson,เพียร์สัน
shangri-la,แชงกรี-ลา
germain,เยอรมัน
tse,tse
applicant,ผู้สมัคร
packard,แพคการ์ด
cristal,คริสตัล
cyrano,ซีราโน
hussain,ฮุสเซน
guam,กวม
duckling,เป็ด
israelites,ชาวอิสราเอล
patting,การตบเบาๆ
souffle,ซูเฟล่
matias,มาเทียส
gorbachev,กอร์บาเชฟ
rougher,หยาบกว่า
dissent,ความเห็นต่าง
kojak,โคจัค
adoring,ชื่นชม
contracting,การทำสัญญา
baffling,น่าสับสน
dressmaker,ช่างตัดเย็บเสื้อผ้า
annulled,ยกเลิก
mui,มุย
rudimentary,พื้นฐาน
go-between,คนกลาง
shakedown,การตรวจสอบ
sevens,เจ็ด
farsi,ภาษาเปอร์เซีย
dorset,ดอร์เซ็ต
ryland,ไรแลนด์
infusion,การให้ยาทางหลอดเลือดดำ
securely,อย่างปลอดภัย
valera,วาเลรา
mails,อีเมล
croquet,โครเกต์
lottie,ล็อตตี้
fattening,อ้วนขึ้น
bleeder,เลือดออก
upriver,ต้นน้ำ
marti,มาร์ติ
disown,ถูกตัดขาด
incendiary,เพลิงไหม้
groggy,เมา
gliding,การร่อน
santino,ซานติโน
bukowski,บุโคฟสกี
stardom,ดารา
arisen,เกิดขึ้น
dans,แดนส์
collaborating,การทำงานร่วมกัน
flat-out,อย่างสิ้นเชิง
consecrated,ได้รับการอุทิศ
half-breed,ลูกครึ่ง
advent,การมาถึง
rui,รุย
duvet,ผ้านวม
siesta,บ่าย
beanie,หมวกไหมพรม
childless,ไม่มีบุตร
narrow-minded,ใจแคบ
hiromi,ฮิโรมิ
bragged,โอ้อวด
lachlan,ลัคลัน
corsica,คอร์ซิกา
culturally,ในเชิงวัฒนธรรม
rancho,ไร่
looser,หลวมกว่า
dived,ดำน้ำ
bookcase,ชั้นวางหนังสือ
cremate,เผา
translations,การแปล
padma,ปัทมา
magog,มาโกก
akin,คล้ายกัน
sussex,ซัสเซ็กซ์
motionless,นิ่ง
placebo,ยาหลอก
andrey,และเรย์
near-death,เกือบตาย
deviation,การเบี่ยงเบน
kidd,คิด
matilde,มาทิลเด
bonita,โบนิต้า
supervisors,หัวหน้างาน
gaddafi,กัดดาฟี
self-absorbed,หลงตัวเอง
mohamed,โมฮาเหม็ด
grope,ควาน
grandmothers,คุณยาย
odie,โอดี้
welded,เชื่อม
caprice,ความเอาแต่ใจ
parnell,พาร์เนลล์
gerson,เกอร์สัน
rubbers,ยาง
nas,นาส
connery,คอนเนอรี่
womanhood,ความเป็นผู้หญิง
draco,ดราโก้
wimbledon,วิมเบิลดัน
mosley,มอสลีย์
undivided,ไม่แบ่งแยก
deterioration,การเสื่อมสภาพ
detonators,ตัวจุดระเบิด
webcam,เว็บแคม
cypress,ต้นไซเปรส
lbs,ปอนด์
lepers,คนโรคเรื้อน
radioed,วิทยุ
serrano,เซร์ราโน
diligently,ขยันขันแข็ง
kano,คาโน่
lovesick,หลงรักจนหัวปักหัวปั่น
fast-forward,เร่งไปข้างหน้า
likable,น่ารัก
metabolic,เมตาบอลิก
hillman,ฮิลล์แมน
droplets,ละอองฝอย
vigor,พลัง
no-go,ไปไม่ได้
sirius,ซิเรียส
delano,เดลาโน
automotive,ยานยนต์
fema,เฟมา
snowflakes,เกล็ดหิมะ
stabilizing,การทำให้เสถียร
nanna,นันนา
hindenburg,ฮินเดนเบิร์ก
undiscovered,ยังไม่ถูกค้นพบ
hydraulics,ระบบไฮดรอลิก
bossing,หัวหน้า
prelude,บทนำ
oppenheimer,โอปเพนไฮเมอร์
slacker,คนเกียจคร้าน
dio,ดิโอ
resolute,แน่วแน่
avid,มักมาก
miro,มิโร
florentine,ฟลอเรนซ์
unc,ลุง
zimbabwe,ซิมบับเว
respirator,เครื่องช่วยหายใจ
chatters,แชทเตอร์
frantically,เมามัน
lansing,แลนซิง
feasting,การจัดงานเลี้ยง
andros,และรอส
plowing,การไถนา
moro,โมโร
scotia,สโกเทีย
dorks,พวกเนิร์ด
canvases,ผืนผ้าใบ
aluminium,อะลูมิเนียม
eastman,อีสต์แมน
grantham,แกรนแธม
focuses,มุ่งเน้น
wilton,วิลตัน
conveyed,ถ่ายทอด
bask,อาบแดด
frick,ฟริค
cristo,คริสโต
plugging,การเสียบปลั๊ก
toughen,ทำให้แข็งแกร่งขึ้น
gilded,ชุบทอง
clemente,เคลเมนเต้
johannesburg,โจฮันเนสเบิร์ก
chasm,เหว
zev,เซฟ
naoko,นาโอโกะ
mulberry,หม่อน
cheerios,เชียร์ริโอส์
boars,หมูป่า
coldhearted,ใจร้าย
better-looking,ดูดีขึ้น
zeynep,เซย์เนป
chromosomes,โครโมโซม
respite,การพักผ่อน
donaghy,โดนากี
shoreline,ชายฝั่ง
gazed,จ้องมอง
lumbar,เอว
influenza,ไข้หวัดใหญ่
wok,กระทะ
whirrs,เสียงหึ่งๆ
redmond,เรดมอนด์
mahatma,มหาตมะ
sizable,ขนาดใหญ่
colossus,ยักษ์ใหญ่
arif,อาริฟ
macgregor,แมคเกรเกอร์
hacienda,ฮาเซียนดา
heifer,ลูกวัวตัวเมีย
caverns,ถ้ำ
wiretap,การดักฟัง
tch,ชิ
squatters,ผู้บุกรุก
fumble,ทำหล่น
textiles,สิ่งทอ
huns,ฮันส์
indicators,ตัวชี้วัด
cirque,ละครสัตว์
goering,เกอริง
cabbages,กะหล่ำปลี
pedestrians,คนเดินเท้า
aline,อะไลน์
genitalia,อวัยวะเพศ
dialling,การโทรออก
mollie,มอลลี่
peacekeepers,กองกำลังรักษาสันติภาพ
stackhouse,สแต็คเฮาส์
plundered,ปล้นสะดม
payout,การจ่ายเงิน
cur,เคอร์
grasses,หญ้า
odysseus,โอดิสซีอุส
aloft,สูงขึ้นไป
nourish,บำรุง
miyagi,มิยางิ
staggered,เหลื่อมกัน
handout,เอกสารแจก
moll,นางสาว
aortic,หลอดเลือดแดงใหญ่
filial,ลูกหลาน
hightower,ไฮทาวเวอร์
fayed,เฟเยด
pagoda,เจดีย์
stalemate,เสมอภาค
pamper,ปรนนิบัติ
dickheads,ไอ้โง่
androids,แอนดรอยด์
subtext,นัยยะแฝง
profiler,โปรไฟล์เลอร์
ballsy,กล้าหาญ
gleam,แวววาว
trainees,ผู้ฝึกอบรม
