you,ты
gallagher,Галлахер
booking,бронирование
oranges,апельсины
rhodes,Родос
breakup,расставаться
layla,Лейла
purity,чистота
honourable,почетный
militia,ополчение
mechanics,механика
mackenzie,Маккензи
bronx,Бронкс
realizes,реализует
hasty,поспешный
colorful,красочный
ramp,пандус
boulevard,бульвар
xavier,Ксавье
intriguing,интригующий
rook,ладья
papi,папи
callen,каллен
atm,банкомат
acquire,приобретать
necks,шеи
sinners,грешники
gents,джентльмены
episodes,эпизоды
oswald,Освальд
dedicate,посвятить
rests,отдыхает
pi,пи
milord,милорд
debut,дебют
interviewing,интервьюирование
occupy,оккупировать
aimed,направленный
emerged,возник
sloan,Слоан
restraining,сдерживающий
cod,треска
clarity,ясность
daft,глупый
islamic,исламский
calculated,рассчитано
lakes,озера
grumpy,сердитый
ki,ки
picasso,Пикассо
eddy,Эдди
consulting,консалтинг
obstacles,препятствия
pesos,песо
nicolas,Николас
plotting,построение
infirmary,лазарет
sermon,проповедь
manipulated,манипулированный
scratches,царапины
aidan,Эйдан
critic,критик
greasy,жирный
zealand,зеланд
supports,поддерживает
anatomy,анатомия
agreeing,соглашаясь
straightforward,простой
prejudice,предрассудки
placing,размещение
flare,вспышка
milky,молочный
vladimir,Владимир
premiere,премьера
glamorous,гламурный
cinnamon,корица
syd,сид
referee,судья
threshold,порог
civilisation,цивилизация
sensor,датчик
tends,имеет тенденцию
louisa,Луиза
savages,дикари
emil,Эмиль
torpedo,торпеда
ere,здесь
housewife,домохозяйка
tours,туры
fossil,ископаемое
replied,ответил
abdomen,живот
soak,замачивание
contestants,участники
stretching,растягивание
princes,принцы
hoffman,Хоффман
truman,Труман
bumps,шишки
educational,образовательный
outfits,наряды
resurrection,воскресение
latte,латте
huang,хуан
politically,политически
pratt,пратт
whoosh,свист
ds,дс
wiser,мудрее
rejection,отказ
clutch,схватить
fusion,слияние
gloomy,хмурый
madly,безумно
cambridge,Кембридж
cocktails,коктейли
lighthouse,маяк
treatments,лечение
chronic,хронический
fluids,жидкости
deleted,удалено
sustain,поддерживать
stanford,Стэнфорд
ahmed,ахмед
buyers,покупатели
valet,парковщик
darius,дариус
nobel,нобелевская
sank,затонул
southeast,юго-восток
condemn,осуждать
resemblance,сходство
suicidal,суицидальный
wed,обвенчались
packages,пакеты
taped,записано
avatar,аватар
wireless,беспроводной
paddle,весло
lice,вши
tablets,таблетки
spreads,спреды
itch,зуд
gibberish,бессмыслица
ingredient,ингредиент
emilio,Эмилио
prevented,предотвращено
withdrawal,снятие
porno,порно
pry,подзащитный
sexuality,сексуальность
br,бр
vinnie,винни
oh-oh,о-о
considerate,внимательный
sovereign,суверенный
pas,пас
voicemail,голосовая почта
cadet,кадет
clarify,объяснить
immature,незрелый
tshirts,футболки
marguerite,Маргарита
banished,изгнанный
chemo,химиотерапия
nicki,Ники
dairy,молочный
attach,прикреплять
murdock,Мердок
sliding,скользящий
spectacle,зрелище
pushes,толкает
yin,инь
delusional,бредовый
allegiance,верность
slope,склон
pooja,пуджа
awareness,осведомленность
jed,джед
decker,декер
dino,динозавр
roaming,роуминг
shores,берега
competitors,конкуренты
tomas,Томас
overreacting,чрезмерная реакция
observing,наблюдая
paste,вставить
wits,остроумие
fiery,огненный
typically,обычно
eclipse,затмение
produces,производит
oysters,устрицы
scraping,соскабливание
pros,плюсы
impose,навязывать
revenue,доход
alabama,Алабама
