you,Anda
belize,Belize
cheney,Cheney
saltwater,asin
cesspool,tangki septik
salve,pelega
hazing,perpeloncoan
nudist,telanjang bulat
melancholic,melankolik
futon,kasur lipat
westchester,Westchester
bestseller,buku terlaris
hangout,nongkrong bareng
arbor,punjung
thermostat,termostat
picturesque,indah
castrated,dikebiri
ambience,suasana
entirety,keseluruhan
enabling,mengaktifkan
olds,orang tua
leisurely,santai
hella,sangat
deposed,digulingkan
opted,memilih
pickings,pilihan
pivotal,sangat penting
mis,salah
loafer,sepatu kasual
congressmen,anggota kongres
genital,alat kelamin
signaling,memberi sinyal
unis,universitas
flog,mencambuk
austrians,orang Austria
so-and-so,si anu
als,juga
surfboard,papan luncur
sil,sil
preserves,mengawetkan
gripped,mencengkeram
copilot,kopilot
accelerant,akselerator
satya,Satya
incubator,inkubator
nigerian,orang Nigeria
arty,artistik
houseboat,rumah perahu
seminars,seminar
mohawk,gaya rambut mohawk
caressing,membelai
gaz,gas
capricorn,Capricornus
konstantin,Konstantin
vaccinated,divaksinasi
footwork,gerak kaki
promiscuous,kacau
flagpole,tiang bendera
hinge,engsel
alyosha,Alyosha
methinks,menurutku
pave,mengaspal
miko,miko
grouse,menggerutu
clipboard,papan klip
swahili,bahasa Swahili
gennaro,gennaro
jot,mencatat
electrified,dialiri listrik
carlito,Carlito
ders,ders
mugger,perampok
chiropractor,ahli kiropraktik
nutcracker,alat pemecah buah keras
shortened,dipersingkat
hogging,belit
confound,mencampuradukkan
tundra,tundra
chickened,pengecut
megaphone,megafon
ramses,Ramses
blindsided,tiba-tiba
incite,menghasut
caption,keterangan
tackling,mengatasi
iraqis,orang Irak
unjustly,secara tidak adil
turds,kotoran
awkwardly,dengan canggung
dispensary,apotek
demonstrators,demonstran
lock-up,penjara
bod,tubuh
clung,menempel
extracurricular,ekstrakurikuler
renovating,merenovasi
cyst,kista
perchance,barangkali
abbs,perut
illustrations,ilustrasi
dismembered,dipotong-potong
first-degree,tingkat pertama
laughable,menggelikan
lemur,kubung
balances,saldo
cato,kucing
hangers,gantungan baju
unification,penyatuan
civilisations,peradaban
vilma,vilma
porterhouse,kedai bir
prob,kemungkinan
cabana,pondok
leipzig,Leipzig
budgets,anggaran
collarbone,tulang selangka
reeds,buluh
lithuania,Lithuania
somerset,Somerset
fernanda,Fernanda
dynamo,dinamo
jarrod,Jarrod
sponsorship,sponsor
familiarity,keakraban
hakim,hakim
bogged,yg tak dpt bergerak
boudoir,kamar tidur
housemaid,pembantu
crayon,krayon
pfeiffer,Pfeiffer
perrin,perrin
hinted,mengisyaratkan
large-scale,skala besar
pom,pom
frustrations,frustrasi
motif,motif
shipwrecked,kapal karam
transformers,transformator
caligula,caligula
pullman,Pullman
hanne,Hanne
omens,pertanda
suis,Swiss
extremities,ekstremitas
deduce,menyimpulkan
popov,popov
dwells,tinggal
unplugged,dicabut
seaboard,daerah pesisir
nishi,nishi
publications,publikasi
self-help,bantuan diri
druids,para druid
pedicure,pedikur
pym,pym
falcone,burung elang
gul,gul
yui,yui
finalize,menyelesaikan
mounts,dudukan
overdone,berlebihan
assorted,bermacam-macam
varun,varun
tubs,bak mandi
whitley,Whitley
finalized,diselesaikan
superstars,superstar
immaterial,tidak penting
stainless,tahan karat
disinfectant,desinfektan
damning,memberatkan
whitehead,kepala putih
mope,bermuram
anchorage,pelabuhan
loom,mesin tenun
kinetic,kinetis
turnips,lobak
foothold,pijakan
chlamydia,klamidia
fifties,tahun limapuluhan
krystal,kristal
ashby,ashby
umberto,umberto
webs,jaring laba-laba
cavities,rongga
mormons,orang Mormon
postage,ongkos kirim
rothschild,Rothschild
dreading,takut
doolittle,Doolittle
captivated,terpikat
saddened,sedih
trolling,mengolok-olok
capitalists,kapitalis
cyndi,Cyndi
hoes,pelacur
signify,menandakan
myles,Myles
dips,saus celup
dimple,lesung pipi
bannerman,pembawa bendera
holliday,liburan
ascended,naik
tidied,dirapikan
shrouded,diselimuti
alienated,terasing
wop,wop
childs,anak
satoshi,Satoshi
debit,debet
newsstand,kios koran
bodie,badan
lovey,sayang
molding,cetakan
mays,Mei
mouth-to-mouth,mulut ke mulut
harlow,Harlow
monotonous,membosankan
symposium,simposium
grasped,tergenggam
displacement,pemindahan
barnabas,Barnabas
blackburn,Blackburn
competence,kompetensi
sniffed,mengendus
midlife,paruh baya
zit,jerawat
advisable,sebaiknya
suzette,Suzette
sienna,sienna
scribbling,mencoret-coret
skateboarding,bermain skateboard
feats,prestasi
madder,madder
undermined,melemahkan
cinematic,sinematik
overpriced,terlalu mahal
ephraim,Efraim
whimper,merengek
parishioners,jemaat
self-destructive,merusak diri sendiri
hungarians,orang Hungaria
tapioca,tapioka
ry,ry
slumming,tinggal di daerah kumuh
effie,effie
homely,bersahaja
vineyards,kebun anggur
ec,ec
vics,vics
heathcliff,Heathcliff
spartans,orang Sparta
well-dressed,berpakaian rapi
crapper,jamban
enslave,memperbudak
cocked,yg diangkat
bucking,memberontak
repellent,penolak
langford,Langford
perched,bertengger
paraguay,Paraguay
flabby,lembek
defiled,cemar
dolce,manis
choosy,rewel
narcotic,obat bius
battalions,batalion
motorcade,konvoi kendaraan bermotor
kelley,kelley
beaks,paruh
sleek,licin
vividly,dengan jelas
koch,koch
judi,peradilan
classification,klasifikasi
esquire,tuan yg terhormat
nitrous,nitrogen
vouchers,voucher
cascade,riam
frees,membebaskan
shabbat,Shabbat
winona,Winona
walled,berdinding
wagging,mengibaskan
mew,mengeong
regrettably,dgn disesalkan
unsuitable,tidak cocok
esperanza,Esperanza
winger,pemain sayap
injun,orang India
dented,penyok
remodeling,renovasi
heroics,kepahlawanan
rie,rie
evaporate,menguap
cramer,Cramer
withdrawals,penarikan
easton,Easton
economically,secara ekonomis
eloping,kawin lari
gilroy,Gilroy
blogs,blog
dunkirk,Dunkirk
carpenters,tukang kayu
bleeps,bunyi bip
fib,bikinan
hoarse,serak
recognizable,mudah dikenali
oldie,orang tua
pardons,pengampunan
seawater,air laut
dwellers,penduduk
homemade,buatan sendiri
pelham,pelham
fusco,fusco
everglades,rawa-rawa
crowding,kesesakan
wetting,membasahi
fizz,mendesis
manifests,manifestasi
overdid,berlebihan
roomie,teman sekamar
haircuts,potongan rambut
myriad,banyak sekali
confounded,terkutuk
faruk,Faruk
cupboards,lemari
subconsciously,secara bawah sadar
catchphrase,slogan
agility,kelincahan
panzer,panzer
ir,ir
supple,luwes
winery,kilang anggur
filippo,Filippo
inflate,memompa
pane,panel
rodolfo,rodolfo
flamenco,flamenco
trachea,batang tenggorok
rakesh,Rakesh
mph,mph
kinney,Kinney
domesticated,didomestikasi
molded,dicetak
hardball,bola keras
reena,Reena
consenting,menyetujui
reston,Reston
repugnant,menjijikkan
oates,gandum
corrupting,merusak
flocks,kawanan
gunnery,meriam
devotee,pemuja
ails,sakit
stepan,Stepan
ester,ester
entrails,isi perut
keepsake,kenang-kenangan
dahl,dahl
versed,berpengalaman
two-man,dua orang
mycroft,Mycroft
foundry,pengecoran
fido,anjing
wordy,panjang lebar
formaldehyde,formaldehida
prepaid,prabayar
chitchat,basa basi
gesundheit,gesundheit
villager,orang desa
orhan,orhan
reassurance,jaminan
outcomes,hasil
bitte,tolong
trillions,triliun
liquidate,melikuidasi
cheaply,murah
romi,romi
drax,drax
kilt,melipat
judea,Yudea
bigot,fanatik
hayashi,hayashi
autonomous,otonom
unbroken,tak terputus
osbourne,Osbourne
awry,serba salah
radley,Radley
alternating,bergantian
ontario,Ontario
spooks,hantu
detach,melepaskan
coax,membujuk
lorenz,Lorenz
volker,volker
cr,cr
tilted,miring
outnumber,melebihi jumlahnya
preceded,mendahului
morph,morf
bedbugs,kutu kasur
zillion,miliaran
hopin,berharap
batmobile,Batmobile
self-preservation,mempertahankan diri
distinguishing,membedakan
goya,Goya
lashing,cacian
veiled,berkerudung
freshness,kesegaran
matsumoto,matsumoto
commissary,toko komisariat
kalle,kalle
sorrowful,sedih
drab,menjemukan
accommodating,mengakomodasi
springsteen,Springsteen
tweezers,pinset
sternum,tulang dada
debacle,bencana
cellars,gudang bawah tanah
ariadne,ariadne
fastball,lemparan cepat
chopra,Chopra
sown,ditabur
sunsets,matahari terbenam
impractical,tidak praktis
reputations,reputasi
morsel,butir
nymph,peri
god-fearing,taqwa
gleason,Gleason
zora,Zora
manuals,manual
subatomic,subatomik
exonerated,dibebaskan
nawab,nawab
letterman,letterman
roughed,kasar
sima,sima
gutierrez,Gutierrez
musically,secara musikal
ethiopian,Etiopia
self-sufficient,mandiri
junko,junko
samar,samar
satoru,satoru
healey,healey
sandal,sandal
fabrizio,Fabrizio
monterey,Monterey
yada,yada
bapu,Bapu
fletch,anak panah
disillusioned,kecewa
karol,Karol
befriended,berteman
enticing,menarik
gloating,menyombongkan diri
gust,tiupan
lubricant,pelumas
sergeants,sersan
ibn,ibn
overdosed,overdosis
simulations,simulasi
soren,soren
pivot,poros
makings,bakat
insecurities,rasa tidak aman
eldridge,eldridge
martyrdom,kesyahidan
ultron,ultron
apologising,meminta maaf
craves,mendambakan
wilshire,Wilshire
bequeath,mewariskan
clacks,bunyi berderak
halted,dihentikan
irritation,gangguan
som,beberapa
smarty,pintar
cafes,kafe
divides,membagi
uri,uri
apu,apu
pandas,panda
incantation,mantera
compels,memaksa
rams,domba jantan
alphabetical,alfabetis
bavarian,orang Bavaria
amputated,diamputasi
rebelling,memberontak
empties,kosong
ascending,naik
habitable,layak huni
blackened,cemar
kevlar,kevlar
improvising,berimprovisasi
photoshop,Photoshop
tome,jilid
juana,Juana
cami,kamisol
uruguay,Uruguay
leniency,kelonggaran
crepe,kain krep
rendition,interpretasi
margaux,margaux
archimedes,Archimedes
crenshaw,crenshaw
messed-up,kacau
squishing,meremas
fingered,jari
coffers,peti harta karun
offset,mengimbangi
educating,mendidik
slugger,pemukul
gpa,IPK
viscount,viscount
forty-eight,empat puluh delapan
unanimously,bulat
jabbar,jabbar
gentleness,kelemah-lembutan
drizzle,gerimis
pontiac,pontiac
serpents,ular
runner-up,juara kedua
impacted,terdampak
meager,kurus
nappies,popok
insurrection,pemberontakan
ely,ely
replicators,replikator
gargoyle,gargoyle
kerr,kerr
seclusion,pengasingan
reroute,mengubah rute
cyclist,pengendara sepeda
incarnate,menjelmakan
congratulating,mengucapkan selamat
besieged,terkepung
wicket,gawang
incinerator,insinerator
epitome,lambang
cutthroat,kejam
esp,terutama
millimeters,milimeter
tranny,transeksual
moonlit,terang bulan
sor,atau
elin,elin
tano,tano
chica,gadis
impudence,kelancangan
precedence,hak lebih tinggi
heaving,mengembang
shirin,shirin
kala,kala
doa,doa
dominguez,dominguez
diff,perbedaan
basing,dasar
cadence,irama
davide,David
ulrik,ulrik
wesson,Wesson
ied,ied
estrogen,estrogen
guilders,guilder
vermouth,vermouth
obeys,mematuhi
nazir,Nazi
dissolving,melarutkan
ght,terang
trashing,membuang
all-nighter,begadang semalaman
presumption,anggapan
temps,suhu
falk,falk
braves,pemberani
goosebumps,merinding
inhalation,inhalasi
gnawing,perih sekali
economist,ekonom
brung,dibawa
ohm,ohm
tractors,traktor
gohan,Gohan
emp,emp
arduous,sulit
consortium,konsorsium
starred,bintang
ludlow,Ludlow
althea,althea
dandelion,bunga dandelion
raspberries,raspberi
netflix,Netflix
goalkeeper,kiper
seamen,pelaut
impounded,disita
validity,keabsahan
rappers,rapper
desi,desi
sockets,soket
skeeter,nyamuk
realist,realis
iga,iga
households,rumah tangga
masculinity,kejantanan
disappointments,kekecewaan
stiffs,kaku
quiver,gemetar
envisioned,dibayangkan
kwok,kwok
corleone,Corleone
acrobat,akrobat
bubs,bayi
peripheral,periferal
niro,niro
dabble,sedikit
leng,leng
sweatpants,celana olahraga
twine,membelitkan
misinformed,salah informasi
flemish,bahasa Flemish
rpg,RPG
mishra,mishra
ackerman,ackerman
allure,daya tarik
impediment,halangan
malory,Malory
hone,mengasah
assassinations,pembunuhan
cicely,Cicely
disrespecting,tidak menghormati
choy,sayuran
shaq,Shaq
calloway,calloway
spares,suku cadang
psychoanalysis,psikoanalisa
salman,salman
reminisce,mengenang
cajun,Cajun
merlot,anggur merah
nita,Nita
retards,orang bodoh
ulla,ulla
need-to-know,perlu diketahui
televised,disiarkan di televisi
milano,Milan
bestselling,terlaris
doctored,dimanipulasi
scorch,menghanguskan
saskia,Saskia
guzman,Guzman
on-site,di lokasi
pioneering,kepeloporan
pinhead,kepala peniti
flashbacks,kilas balik
anika,Anika
hoard,timbunan
brewed,diseduh
squandered,disia-siakan
predecessors,pendahulu
seward,Seward
telemetry,telemetri
noa,noa
masao,masao
primordial,purba
botany,botani
strategist,penyiasat
fluctuations,fluktuasi
prat,pantat
morten,morten
chucking,melempar
hennessy,Hennessy
allende,Allende
apprehensive,gelisah
highlander,penduduk dataran tinggi
camaraderie,persahabatan
precipice,jurang
caliph,kalif
sodding,menanam rumput
intrigues,intrik
misuse,penyalahgunaan
oj,buah jeruk
tripled,tiga kali lipat
relays,estafet
inherently,secara inheren
violette,ungu
inexpensive,murah
cushy,enak
prozac,prozac
claudine,Klaudina
vandals,perusak
collectively,secara kolektif
munchies,makanan ringan
frolic,bersenda gurau
disorganized,kacau
dispenser,dispenser
fillet,fillet
beyonce,Beyonce
aced,berprestasi
redecorating,mendekorasi ulang
diwali,Diwali
blythe,Blythe
maximilian,Maximilian
optimal,optimal
lasso,laso
recourse,jalan lain
mediator,penengah
apologizes,meminta maaf
tunic,jubah
memorabilia,barang-barang kenangan
caterpillars,ulat
sodomy,liwat
anselmo,Anselmo
photogenic,fotogenik
takeout,dibawa pulang
referral,rujukan
invulnerable,kebal
closeness,kedekatan
koh,koh
bobbing,bergoyang-goyang
bleats,suara kambing
bleu,biru
unwittingly,tanpa disadari
twentieth,keduapuluh
go-ahead,teruskan
turn-on,menyalakan
yuriko,Yuriko
sanctum,tempat suci
mouthwash,obat kumur
copilot,kopilot
picker,pemetik
xian,xian
whirlpool,pusaran air
bombarded,dibombardir
quacking,berkuak
stillness,keheningan
raged,mengamuk
heung,heung
putnam,putnam
applauded,bertepuk tangan
perfectionist,perfeksionis
thwarted,digagalkan
blight,hawar
pitchfork,garpu rumput
oren,oren
glutton,pelahap
arnaud,Arnaud
piotr,piotr
trimming,memangkas
poppin,poppin
fiends,iblis
madsen,madsen
columnist,kolumnis
vadim,Vadim
priory,biara
overdrive,alat penambah kecepatan
innuendo,sindiran
davie,Davie
retina,retina
molotov,bom molotov
lobes,lobus
wheeled,beroda
jian,jian
tireless,tak kenal lelah
feminism,feminisme
tandem,tandem
mather,ibu
angst,kecemasan
allowances,tunjangan
suntan,warna coklat karena berjemur
attest,membuktikan
sluice,pintu air
armitage,Armitage
barrymore,Barrymore
jeepers,Astaga
unresponsive,tidak responsif
inhumane,tidak manusiawi
teleportation,teleportasi
geographical,geografis
loosing,kehilangan
three-year-old,anak berusia tiga tahun
schoolyard,halaman sekolah
gaff,taji
philips,Philips
misinterpreted,disalahartikan
siam,Siam
sutherland,Sutherland
node,simpul
felice,bahagia
hemorrhoids,wasir
renzo,renzo
comer,pendatang
wikileaks,wikileaks
thruster,pendorong
chatsworth,Chatsworth
phipps,phipps
infamy,keburukan
infuriating,menjengkelkan
og,og
swelled,bengkak
rejoicing,kegembiraan
wooster,wooster
groomed,dirawat
res,res
karsten,karsten
grumble,ngomel
bilbo,pedang Spanyol
gim,gim
uzi,Uzi
suspenders,bretel
counterpart,rekanan
sanna,sanna
boozing,minum-minum
workshops,lokakarya
florian,florian
zu,zu
undergone,menjalani
tiptoe,berjinjit
solvent,pelarut
hatcher,induk ayam
soapy,bersabun
gutsy,berani
nath,nath
nordic,Nordik
instinctive,naluriah
martino,Martino
dishonesty,ketidakjujuran
masako,masako
kipling,Kipling
misconception,kesalahpahaman
corday,corday
croatian,orang Kroasia
accountability,akuntabilitas
sleepyhead,si tukang tidur
spoonful,sesendok penuh
heywood,Heywood
sei,sei
saree,sari
impersonal,tidak personal
haji,haji
reinhardt,Reinhardt
figuratively,secara kiasan
biceps,bisep
bluetooth,Bluetooth
trickle,berhamburan
exports,ekspor
caterers,penyedia jasa katering
belittle,meremehkan
chromosome,kromosom
gardeners,tukang kebun
cokes,minuman ringan
classify,menggolongkan
aztecs,suku Aztec
chiaki,chiaki
chews,mengunyah
cog,gigi
ambrosia,ambrosia
batista,batista
sieve,saringan
thang,sesuatu
leda,leda
finney,Finney
gisborne,Gisborne
horne,tanduk
oedipus,oedipus
spasms,kejang
smithy,bengkel pandai besi
tibia,tulang kering
hoyle,hoyle
wooing,merayu
stone-cold,dingin sekali
rockers,rocker
carney,Carney
candlestick,kandil
bolder,lebih berani
gert,gert
lodger,pemondok
unrequited,cinta tak berbalas
poly,poli
flogging,deraan
ong,ong
zimmer,zimmer
capricious,berubah-ubah
sgt,sersan
earpiece,earphone
renounced,melepaskan
zeroes,angka nol
impaled,tertusuk
largo,besar
treaties,perjanjian
bankroll,modal
beowulf,Beowulf
squadrons,skuadron
akiyama,akiyama
nissan,Nissan
nothings,tidak ada apa-apa
glades,padang rumput
biryani,biryani
patrolman,peronda
valjean,Valjean
tamsin,tamsin
editions,edisi
tupperware,Tupperware
combines,menggabungkan
newsroom,ruang wartawan
chemically,secara kimiawi
nara,nara
corcoran,corcoran
fanatical,fanatik
cellmate,teman satu sel
judiciary,pengadilan
imagines,membayangkan
masa,masa
pulsating,berdenyut
richness,kekayaan
sideburns,cambang
goodie,barang bagus
guerilla,gerilya
romana,romana
sprinkled,ditaburi
drape,menggantungkan
rollie,gulung
noggin,piala kecil
smut,jelaga
corbin,corbin
checkin,check-in
illuminating,yg memperjelas
dulcinea,dulcinea
vagrant,gelandangan
springing,melompat
grouchy,pemarah
conn,koneksi
kunta,kunta
fausto,Fausto
thrives,berkembang
maimed,cacat
incurred,terjadi
kerrigan,Kerrigan
kareem,kareem
cong,kongres
pellet,pelet
stools,tinja
evaluations,evaluasi
rotterdam,Rotterdam
kal,kal
imogen,Imogen
invariably,selalu
laos,Laos
stepmom,ibu tiri
pomegranate,delima
flourishing,maju
idiocy,kebodohan
quince,buah quince
compatriots,rekan senegara
bois,kayu
surrey,Surrey
loaves,roti
galore,kelimpahan
maltese,Malta
belch,bersendawa
unguarded,lengah
superfluous,tak berguna
toshio,Toshio
impoverished,miskin
inter,antar
segments,segmen
constellations,rasi bintang
filtered,tersaring
appraisal,penilaian
trinket,perhiasan kecil
attica,Attika
drunkenness,kemabukan
enigmatic,misterius
bayliss,bayliss
grundy,Grundy
toulouse,Toulouse
corals,karang
quacks,dukun
crumbled,hancur
abductions,penculikan
estimation,perkiraan
solly,Solly
plantations,perkebunan
carne,daging
mounds,gundukan
eons,zaman
depravity,kebejatan
drumroll,tabuhan genderang
withers,layu
half-assed,setengah-setengah
do-over,kesempatan kedua
adept,mahir
ensured,dipastikan
paychecks,slip gaji
cully,pemuda
drafting,penyusunan draf
equinox,ekuinoks
ricci,ricci
schoolmaster,guru pria
terrifies,menakutkan
lowlife,orang rendahan
murthy,Murthy
mauled,dicabik-cabik
aeroplanes,pesawat terbang
satire,sindiran
montoya,Montoya
bountiful,berlimpah
splendidly,dengan luar biasa
undue,tidak semestinya
lunchbox,kotak makan siang
ora,ora
rhyming,bersajak
unmistakable,jelas
lauderdale,Lauderdale
fresco,lukisan dinding
strudel,strudel
och,och
busier,lebih sibuk
estonia,Estonia
squirming,menggeliat
colds,pilek
stewed,direbus
absinthe,absinth
replaces,menggantikan
definitively,pasti
mares,kuda betina
psychopathic,psikopat
couriers,kurir
discrepancy,perbedaan
half-sister,saudara tiri
gendarmes,polisi
giraffes,jerapah
unpleasantness,ketidaknyamanan
summarize,meringkaskan
query,pertanyaan
replicator,replikator
undesirable,tidak diinginkan
originality,keaslian
