you,Jij
mavis,mavis
swede,Zweed
intricate,ingewikkeld
nirvana,nirvana
offline,offline
cyprus,Cyprus
selena,Selena
devoured,verslonden
coloring,kleuren
aristotle,Aristoteles
quail,kwartel
suh,suh
cheques,cheques
independently,onafhankelijk
robust,robuust
danke,dankjewel
cannibals,kannibalen
zeb,zeb
deduction,aftrek
fives,vijven
bombings,bombardementen
impolite,onbeleefd
dependable,betrouwbaar
darrell,Darrell
mundane,werelds
extremes,extremen
duran,duran
introductions,introducties
pledges,beloften
pestering,lastigvallen
carlin,carlin
patrice,patrice
injunction,bevel
windmill,windmolen
pebble,kiezelsteen
closets,kasten
relapse,terugval
open-minded,ruimdenkend
char,char
retrieved,opgehaald
jamaican,Jamaicaans
dismantle,demonteren
lingering,blijven hangen
reside,wonen
rachael,Rachael
entrances,ingangen
claustrophobic,claustrofobisch
hick,boer
bison,bizon
barack,barak
chivalry,ridderlijkheid
meena,Meena
judah,Juda
poseidon,Poseidon
bonkers,waanzinnig
surfaces,oppervlakken
jest,grap
teammate,teamgenoot
toddler,peuter
lager,lager
antoinette,Antoinette
high-profile,prominent
incarcerated,gevangengezet
stylist,stilist
propeller,propeller
novice,beginner
scarier,enger
bloodthirsty,bloeddorstig
nightcap,slaapmutsje
entries,inzendingen
curved,gebogen
chants,gezangen
juanita,Juanita
warms,verwarmt
viceroy,onderkoning
cornelius,Cornelius
rustle,geritsel
vertigo,hoogtevrees
communal,gemeenschappelijk
pu,pu
hemorrhaging,bloeding
springtime,lente
avi,avi
puzzled,verbijsterd
syrian,Syrisch
pedestrian,voetganger
marino,marino
blazer,blazer
ballpark,honkbalveld
plagued,geplaagd
consistency,samenhang
bronson,bronson
untraceable,onvindbaar
relativity,relativiteit
grazing,grazen
paging,paginering
regretting,spijt hebben
recharge,opladen
ahhhh,ahhhh
polluted,vervuild
plotted,uitgezet
smoky,rokerig
bertrand,Bertrand
buggers,klootzakken
katia,Katia
revered,vereerd
aman,een man
nandu,nandu
cassius,Cassius
uss,ons
deepak,Deepak
vittorio,Vittorio
bloodbath,bloedbad
psychosis,psychose
mulligan,mulligan
backgrounds,achtergronden
downing,neerhalen
ramesh,Ramesh
affections,aandoeningen
cbi,cbi
finley,Finley
repercussions,gevolgen
krang,krang
humping,neuken
shone,scheen
dietrich,Dietrich
bub,bub
hornet,horzel
emperors,keizers
mme,mevrouw
rhetorical,retorisch
unsettling,verontrustend
wacko,mafkees
famished,uitgehongerd
distortion,vervorming
vishnu,Vishnu
publishers,uitgevers
meek,bescheiden
reunite,herenigen
carotid,halsslagader
chinaman,Chinees
terrance,terras
telephones,telefoons
tock,tock
competitions,wedstrijden
lapse,verval
gayle,gayle
lightyears,lichtjaren
plunder,plunderen
unloaded,uitgeladen
plump,mollig
trendy,trendy
sears,Sears
vasquez,vasquez
bureaucracy,bureaucratie
carlotta,Carlotta
rhode,Rhode
fins,vinnen
intending,van plan zijn
conspiring,samenzwering
sadist,sadist
seminary,seminarie
bicycles,fietsen
sculpting,beeldhouwen
condescending,zelfingenomen
orgasms,orgasmes
lenore,Lenore
moonshine,maneschijn
incurable,ongeneeslijke
pamphlet,brochure
clinics,klinieken
nottingham,Nottingham
nominate,nomineren
wholesome,gezond
termites,termieten
thunderbird,dondervogel
mckenna,McKenna
frigid,ijskoud
aviv,Aviv
occurring,voorkomen
ese,ese
summertime,zomer
skype,Skype
bikers,motorrijders
induced,geïnduceerd
missionaries,missionarissen
arabian,Arabisch
lacrosse,lacrosse
rarity,zeldzaamheid
gaines,gaines
dumpling,knoedel
brood,broeden
creamy,romig
weenie,worstje
goddam,verdomme
supergirl,Supergirl
roadblocks,wegversperringen
lennie,Lennie
seductive,verleidelijk
ornaments,ornamenten
annoys,irriteert
wards,afdelingen
tintin,tintin
dimensional,dimensionaal
reverence,eerbied
charly,Charly
belches,boeren
hooligans,hooligans
lavatory,toilet
cabbie,taxichauffeur
adrien,Adrien
extinguisher,brandblusser
vader,vader
madagascar,Madagascar
breeds,rassen
audacity,durf
cadaver,kadaver
fluff,pluis
yoshida,Yoshida
raina,raina
willpower,wilskracht
sicilian,Siciliaans
bewitched,betoverd
cannonball,kanonskogel
esta,esta
sampson,sampson
aorta,aorta
head-on,frontaal
sidelines,zijlijnen
candies,snoepjes
defeating,verslaan
kruger,Kruger
penetrating,doordringend
aqua,aqua
quitter,opgever
wil,wil
hydraulic,hydraulisch
pulitzer,Pulitzer
trucker,vrachtwagenchauffeur
clinks,klinkt
pooped,poept
calculus,calculus
tau,tau
peeling,peeling
filters,filters
overtake,inhalen
ell,el
kobayashi,kobayashi
transforming,transformeren
cultured,gecultiveerd
magnets,magneten
cartridge,patroon
langston,Langston
choppers,helikopters
sera,sera
nuggets,nuggets
honoring,eren
historians,historici
shanti,Shanti
fainting,flauwvallen
dears,lieve mensen
delights,verrukkingen
soothe,kalmeren
gazette,staatsblad
unhappiness,ongelukkig zijn
bertram,Bertram
continuity,continuïteit
pauly,Pauly
packaging,verpakking
suns,zonnen
sheba,Sheba
enmity,vijandschap
mansfield,Mansfield
scorn,minachting
staple,nietje
sitcom,sitcom
commie,communist
toasted,geroosterd
coyotes,coyotes
vary,variëren
singin,zingen
decorator,decorateur
laird,laird
liner,voering
eggplant,aubergine
alliances,allianties
huts,hutten
appealed,beroep aangetekend
molecule,molecuul
mossad,mossad
petite,klein
synagogue,synagoge
palestinians,Palestijnen
quilt,quilt
gynecologist,gynaecoloog
stutter,stotteren
warhead,kernkop
articulate,articuleren
spacetime,ruimtetijd
giulio,Giulio
nudge,por
os,os
mordecai,Mordechai
bombshell,bom
monaco,Monaco
brooding,piekeren
vertebrae,wervels
therapeutic,therapeutisch
booker,boeker
coordination,coördinatie
atf,atf
mathematician,wiskundige
smeared,besmeurd
mizuki,mizuki
uncontrollable,oncontroleerbaar
stampede,paniek
giselle,Giselle
amor,liefde
prospective,toekomstig
limestone,kalksteen
conduit,leiding
kabul,Kaboel
modern-day,moderne
dipper,lepel
willoughby,willoughby
avenger,wreker
orbits,banen
sentry,schildwacht
scrapes,schaafwonden
mishap,ongeluk
lyric,lyrisch
disapprove,afkeuren
intimidation,intimidatie
doubling,verdubbeling
impending,dreigend
sachin,Sachin
shootin,schieten
shrinks,krimpt
themes,thema's
shamed,beschaamd
indications,indicaties
senora,señora
crumb,kruimel
limitless,onbegrensd
ahmad,Ahmad
tiberius,tiberius
caveman,holbewoner
bonny,bonny
faintest,zwakste
hawkes,haviken
grandeur,grootsheid
deke,deke
prasad,prasad
showering,douchen
dildo,dildo
executions,executies
corroborate,bevestigen
contingency,onvoorspelbaarheid
suri,suri
avenged,gewroken
defenders,verdedigers
translates,vertaalt
mila,Mila
primo,primo
bestow,schenken
combinations,combinaties
godforsaken,godverlaten
pedestal,voetstuk
stout,stout
glaciers,gletsjers
mahal,mahal
moby,moby
valentino,Valentino
dishonor,onteren
otter,otter
eminent,eminent
supernova,supernova
weir,stuw
java,Java
seasick,zeeziek
populations,populaties
flips,flips
mooing,loeien
mani,mani
cabins,hutten
pang,pijn
presumptuous,aanmatigend
subversive,subversief
tokugawa,tokugawa
elastic,elastisch
libya,Libië
single-handedly,eigenhandig
pristine,onschuldig
width,breedte
sweats,zweet
accomplishments,prestaties
remainder,rest
resides,verblijft
impaired,verzwakt
yellowstone,Yellowstone
retreated,teruggetrokken
lateral,lateraal
remembrance,herinnering
smelt,spiering
biased,bevooroordeeld
strangulation,verstikking
prying,nieuwsgierig
hermes,Hermes
two-way,tweeweg
sphinx,sfinx
self-defence,zelfverdediging
internally,intern
rhoda,Rhoda
fisk,vis
sympathies,medeleven
nickels,stuivers
galloping,galopperend
lamar,Lamar
dara,dara
never-ending,eindeloos
downloading,downloaden
douchebag,klootzak
lotto,lotto
danvers,danvers
rephrase,herformuleren
casablanca,Casablanca
ventilator,ventilator
kraut,zuurkool
sanitation,sanitaire voorzieningen
ekg,ekg
diseased,ziek
eskimo,Eskimo
confessor,biechtvader
aladdin,Aladdin
rutledge,rutledge
ruddy,roodachtig
brodie,brodie
flashback,flashback
caged,gekooid
imperfect,onvolmaakt
routines,routines
reconnect,opnieuw verbinding maken
plymouth,Plymouth
quantico,quantico
sanctioned,gesanctioneerd
vulnerability,kwetsbaarheid
rearrange,herschikken
synced,gesynchroniseerd
citadel,citadel
guillermo,Guillermo
nibble,knabbelen
forcibly,met geweld
world-famous,wereldberoemd
insinuating,insinuerend
malignant,kwaadaardig
enslaved,tot slaaf gemaakt
canister,bus
intersect,snijden
zeros,nullen
undefeated,ongeslagen
gunned,beschoten
candlelight,kaarslicht
clancy,Clancy
big-ass,grote kont
meng,meng
salesmen,verkopers
britta,Britta
daisies,madeliefjes
maxie,maxie
thad,thad
hairdo,kapsel
oblivious,onoplettend
yoda,Yoda
criticizing,kritiek
truffle,truffel
vie,vie
crisps,chips
strangling,verstikking
petit,klein
shootout,vuurgevecht
abduct,ontvoeren
cloning,klonen
ranked,gerangschikt
dazzle,verblinden
stork,ooievaar
coronary,coronaire
jive,jive
mathieu,Mathieu
lard,vet
shedding,afstoten
massages,massages
poaching,stroperij
immaculate,vlekkeloos
hefty,fors
stocked,voorraad
buddhism,Boeddhisme
monologue,monoloog
mehmet,mehmet
satanic,satanisch
linear,lineair
swami,swami
blackmailer,chanteur
bora,bora
endorse,aanbevelen
enid,enid
liege,leenheer
looky,kijk
subsequent,volgend
madden,gek
snip,knip
hernia,hernia
philosophers,filosofen
rapists,verkrachters
recommending,aanbevelen
highways,snelwegen
bloodline,bloedlijn
septic,septisch
categories,categorieën
graces,genaden
hammers,hamers
yeast,gist
mueller,mueller
cummings,cummings
avocado,avocado
logically,logischerwijs
oaf,lomperd
corbett,Corbett
prompt,snel
alonzo,Alonzo
mushy,papperig
ei,ei
campsite,camping
eels,palingen
safeguard,beschermen
bling,bling
farted,scheet
auf,auf
flex,buigen
fruitcake,vruchtencake
danes,Denen
fulton,Fulton
heiress,erfgename
beets,bieten
izzie,Izzie
racetrack,racebaan
ganesh,Ganesh
escorts,escortes
leaps,sprongen
rajesh,Rajesh
parson,dominee
gazing,staren
pap,pap
imprint,afdruk
jigsaw,puzzel
coven,heksenkring
palin,palin
ach,ach
discourage,ontmoedigen
recycle,recycle
constantinople,Constantinopel
sheesh,jeetje
appalled,geschokt
lisbeth,Lisbeth
unlawful,onwettig
birthplace,geboorteplaats
wank,masturberen
thriller,thriller
hepatitis,hepatitis
clutches,koppelingen
yves,yves
publicist,publicist
briscoe,briscoe
insistent,aandringend
hires,huurt
tentacles,tentakels
archangel,aartsengel
schiller,schiller
submerged,ondergedompeld
brianna,Brianna
manuela,Manuela
rd,rd
intoxicating,bedwelmend
crock,pot
hither,herwaarts
cliche,cliché
castor,castor
forty-five,vijfenveertig
anastasia,anastasie
timeless,tijdloos
enquiries,vragen
occurrence,voorkomen
pilates,pilates
hypocritical,hypocriet
sharper,scherper
healy,gezond
manufacturers,fabrikanten
governed,geregeerd
proteins,eiwitten
resurrected,herrezen
hearst,Hearst
cushions,kussens
psychiatrists,psychiaters
halves,helften
menopause,menopauze
butchers,slagers
preserving,bewaren
environments,omgevingen
ponytail,paardenstaart
all-out,voluit
louse,luis
dilated,verwijd
garbled,onverstaanbaar
prognosis,prognose
neutron,neutron
airtight,luchtdicht
yo-yo,jojo
jazzy,jazzy
ufos,ufo's
compounds,verbindingen
blazes,vlammen
bulgarian,Bulgaars
lebeau,lebeau
coney,konijn
bulgaria,Bulgarije
armageddon,Armageddon
contributing,bijdragen
sinbad,Sinbad
inauguration,inhuldiging
slicing,snijden
restraints,dwangmiddelen
accents,accenten
frederic,Frederik
cavern,grot
kremlin,Kremlin
warship,oorlogsschip
olly,Olly
militant,strijdbare
objectives,doelstellingen
newscaster,nieuwslezer
verne,Verne
calculator,rekenmachine
nicknames,bijnamen
kiddie,kindje
replay,opnieuw afspelen
tibetan,Tibetaans
daycare,kinderopvang
abuses,mishandelingen
zee,zee
righto,oké
programmes,programma's
yung,jonge
snout,snuit
rein,heer
dwarfs,dwergen
mono,mono
darned,verdomd
embryo,embryo
frosting,glazuur
obituary,overlijdensbericht
tickled,gekieteld
truffles,truffels
susceptible,gevoelig
heaps,bergen
tingling,tintelingen
canvass,werven
brits,Britten
cherokee,Cherokee
tov,tov
twenties,twintigers
neanderthals,neanderthalers
perk,voordeel
pebbles,kiezelstenen
braid,vlecht
fleece,fleece
sensory,zintuiglijk
chirp,tjirp
assaults,aanvallen
pheasant,fazant
variables,variabelen
mas,mas
moping,treuren
docked,aangemeerd
websites,websites
bj,bj
popeye,Popeye
minefield,mijnenveld
sp,sp
histories,geschiedenissen
distrust,wantrouwen
yapping,blaffen
vigil,wake
problematic,problematisch
conventions,conventies
smitten,verliefd
craps,craps
invoke,aanroepen
unconventional,onconventioneel
barnett,Barnett
rundown,overzicht
oily,olieachtig
giacomo,Giacomo
coordinated,gecoördineerd
prejudiced,bevooroordeeld
scrambling,haasten
seams,naden
eyelashes,wimpers
frannie,Frannie
arose,ontstond
corky,kurkachtig
discard,weggooien
purchasing,aankoop
ignacio,ignacio
hijack,kaping
yam,yam
masquerade,maskerade
logging,logboek
arises,ontstaat
dempsey,Dempsey
michiko,Michiko
settlements,nederzettingen
fetching,ophalen
goebbels,Goebbels
eagerly,gretig
wring,wringen
orbital,orbitaal
janeway,janeway
maggot,made
umbrellas,paraplu's
nationality,nationaliteit
cheddar,Cheddar
mana,mana
keel,kiel
meryl,Meryl
alignment,uitlijning
heterosexual,heteroseksueel
fats,vetten
narrows,vernauwingen
heinz,Heinz
irritate,irriteren
emissary,afgezant
taunting,spotten
hangman,beul
bjorn,bjorn
cunts,kutten
comma,komma
whimsical,grillig
format,formaat
peachy,perzikachtig
godspeed,veel succes
sony,Sony
hitman,huurmoordenaar
bleeping,piepen
demonstrating,demonstreren
jove,Jupiter
overflowing,overstromend
tully,tully
censorship,censuur
hispanic,Spaanse
rizzo,rizzo
bestowed,geschonken
shuddering,rillen
fitch,fitch
pathological,pathologisch
silhouette,silhouet
mccann,McCann
obsessing,geobsedeerd zijn
sugars,suikers
bachelorette,vrijgezellenfeest
bonaparte,Bonaparte
impartial,onpartijdig
metabolism,metabolisme
astronomical,astronomisch
newcomers,nieuwkomers
tabloid,tabloid
vanquish,overwinnen
zorro,zorro
willa,wil
slurps,slurpen
preschool,peuter-
remake,remake
heresy,ketterij
homeboy,maatje
ag,ag
ravishing,betoverend
finesse,finesse
ticktock,tiktak
minimize,minimaliseren
boca,boca
woodrow,Woodrow
nigh,nabij
nil,nul
astronomer,astronoom
selective,selectief
choo,tsjoe
arraignment,voorgeleiding
crawley,kruiper
superpowers,superkrachten
springer,springer
impenetrable,ondoordringbaar
underdog,underdog
gossiping,roddelen
jig,mal
poached,gepocheerd
sculpt,beeldhouwen
hokkaido,Hokkaido
daniela,daniela
equator,evenaar
sexier,sexyer
incorporate,opnemen
cath,kat
shivers,rillingen
vinyl,vinyl
long-range,lange afstand
accumulated,geaccumuleerd
malpractice,wanpraktijken
ascend,stijgen
ecosystem,ecosysteem
vs,vs
forefathers,voorouders
grit,korrel
etienne,etienne
emilie,Emilie
soles,zolen
determines,bepaalt
nylon,nylon
blob,klodder
snug,knus
gladiators,gladiatoren
valentin,Valentin
collaborate,samenwerken
clothed,gekleed
uproar,opschudding
avail,beschikbaar
gentry,adel
defied,getrotseerd
parkinson,parkinson
prune,snoeien
hem,zoom
ellison,ellison
ning,ning
hide-and-seek,verstoppertje spelen
lawfully,wettelijk
fairfax,Fairfax
tumors,tumoren
hots,hots
cade,cade
ver,ver
mimic,nabootsen
nacho,nacho
gordo,gordo
thoughtless,onnadenkend
shitload,shitload
thrice,driemaal
schoolboy,schooljongen
dusting,stof afstoffen
ori,ori
tabloids,roddelbladen
mermaids,zeemeerminnen
residual,restant
sancho,sancho
striped,gestreept
dod,ontwijken
blisters,blaren
aftermath,nasleep
stems,stengels
inhaler,inhalator
reinforce,versterken
qualifies,kwalificeert
lube,smeermiddel
provoking,provocerend
continuum,continuüm
guan,guan
uma,uma
observant,oplettend
peng,peng
peppermint,pepermunt
fused,versmolten
csu,csu
neanderthal,neanderthal
dukes,hertogen
pierrot,pierrot
measurement,meting
prima,prima
sergey,sergeant
authenticity,authenticiteit
swagger,branie
soundtrack,soundtrack
taipei,Taipei
forman,voorman
strut,stut
ensemble,ensemble
duval,duval
tantrum,woedeaanval
motivate,motiveren
annihilate,vernietigen
signore,heer
disrupted,verstoord
divorcing,scheiden
medics,medici
confided,vertrouwde
beale,beale
brandi,Brandi
wreath,lauwerkrans
maui,Maui
bale,baal
clergy,geestelijkheid
aida,aida
bieber,Bieber
retaliate,wraak nemen
genome,genoom
vacancy,vacature
tranquilizer,kalmeringsmiddel
diligence,zorgvuldigheid
loops,lussen
impertinent,onbeschaamd
hwan,hwan
advancement,vooruitgang
armpit,oksel
districts,districten
cavalier,ridder
specializes,specialiseert
chong,chong
combing,kammen
self-control,zelfbeheersing
mascara,mascara
massa,massa
revised,beoordeeld
compulsion,dwang
bran,zemelen
buoy,boei
criticized,bekritiseerd
adversity,moeilijkheden
beneficiary,begunstigde
punjabi,Punjabi
openings,openingen
arne,arne
graphics,grafische
huntsmen,jagers
ozone,ozon
interpreted,geïnterpreteerd
incomprehensible,onbegrijpelijk
kaoru,kaoru
lenient,welwillend
perky,parmantig
herod,Herodes
unavoidable,onvermijdelijk
retract,intrekken
flowed,stroomde
compression,compressie
demolish,slopen
prodigal,kwistig
generously,royaal
anonymously,anoniem
peabody,Peabody
crocker,aardewerk
amid,te midden van
youths,jongeren
dispense,uitdelen
roe,kuit
telepathy,telepathie
occupational,beroepsmatig
osgood,osgood
roxie,Roxie
loudspeaker,luidspreker
torched,verbrand
yawn,gaap
hyena,hyena
reiko,reiko
milkman,melkboer
dal,dal
hillside,helling
transcripts,transcripten
prevention,preventie
tout,tol
toenails,teennagels
mazel,mazel
imaginative,fantasierijk
heretic,ketter
hives,bijenkorven
squawk,gekrijs
repression,repressie
arithmetic,rekenkundig
dramas,drama's
subsequently,vervolgens
cardassian,Cardassiaans
clanks,gekletter
renewal,vernieuwing
shocker,schokkend
spectacles,bril
interval,interval
quickie,snel
proceeded,verder
prometheus,Prometheus
performs,voert uit
senorita,señorita
deadbeat,wanbetaler
burbank,Burbank
mooney,maan
geology,geologie
withdrawing,terugtrekking
nav,nav
thi,dit
sinus,sinus
kennel,kennel
feldman,feldman
sixpack,sixpack
millennia,millennia
subscription,abonnement
marquise,markiezin
warlord,krijgsheer
zed,zed
governors,gouverneurs
unintelligible,onbegrijpelijk
dag,dag
gaia,gaia
withheld,achtergehouden
involuntary,onvrijwillig
reciting,reciteren
massacred,afgeslacht
rosetta,rosetta
boa,boa
oils,oliën
pelt,vacht
brittle,bros
unprepared,onvoorbereid
willingness,bereidheid
cutters,snijders
ins,ins
coarse,ruw
frieda,Frieda
mala,mala
walrus,walrus
portrayed,afgebeeld
contemplating,in overweging nemend
blaster,blaster
tricia,Tricia
scrubs,scrubs
bebe,baby
defeats,nederlagen
hollering,schreeuwen
simmer,sudderen
valencia,Valencia
annihilation,vernietiging
textbooks,leerboeken
filipino,Filipijns
filmmakers,filmmakers
tennyson,Tennyson
ps,ps
luv,liefde
firewall,firewall
lyons,leeuwen
weld,lassen
facade,facade
conserve,behouden
stepdad,stiefvader
khanna,Khanna
divulge,onthullen
gab,kletsen
kieran,kieran
ravens,raven
ta-ta,ta-ta
wiley,listig
weirdos,rare snuiters
quartet,kwartet
kickass,geweldig
conferences,conferenties
dusted,afgestoft
silicone,siliconen
clocked,geklokt
tanning,bruinen
breathless,buiten adem
smacking,slaan
mantra,mantra
vests,vesten
epiphany,openbaring
motherhood,moederschap
decor,decor
perch,baars
