you,너
filming,촬영
dunno,모르겠어
cursed,저주 받은
twin,쌍
sorrow,슬픔
vault,둥근 천장
defeated,패배한
watson,왓슨
quote,인용하다
penalty,패널티
bargain,매매
pepper,후추
speaker,스피커
compare,비교하다
satan,사탄
helmet,헬멧
scar,흉터
copies,사본
fuss,야단법석
envelope,봉투
perry,페리
stinks,냄새가 난다
african,아프리카 사람
arrangements,준비
wished,바랐다
honored,영광스러운
believing,믿는
discussed,논의됨
assigned,할당된
rosa,로사
oven,오븐
jenna,제나
attacking,공격하다
tin,주석
sonic,음파
collar,칼라
mere,호수
romeo,로미오
belief,믿음
storage,저장
rusty,녹슨
psycho,정신과
climbing,등반
melissa,여자 이름
fears,두려움
sum,합집합
dedicated,헌신적인
ladder,사다리
alternative,대안
raid,습격
dining,식사
ms,ms
corporate,기업
folk,사람들
jon,존
replaced,교체됨
bailey,외벽
un,언
heels,뒷굽
duties,직장
smarter,더 똑똑하게
existed,존재했다
surprising,놀라운
chess,체스
requested,요청됨
cruise,순항
primary,주요한
rhythm,율
drum,북
models,모델
motorcycle,오토바이
adopted,입양됨
barrel,통
cargo,뱃짐
planets,행성들
shove,밀다
wha,뭐
surprises,놀라움
rosie,로지
dings,딩스
trailer,트레일러
cannon,대포
tables,테이블
arse,나귀
ally,동맹국
lawrence,로렌스
wee,쉬
tapes,테이프
dull,따분한
sandra,산드라
teenage,십대
kent,켄트
cooperate,맞잡다
risks,위험
dug,젖퉁이
worthless,가치 없는
arriving,도착
kindness,친절
ties,의
items,품목
and—,그리고-
grip,손잡이
relations,처지
rumor,소문
skirt,치마
frog,개구리
paige,페이지
lloyd,로이드
claimed,주장됨
perfume,향수
instrumental,조격
flames,불꽃
association,협회
loses,패배하다
january,1월
spike,스파이크
israel,이스라엘
eleven,열하나
gallery,갱도
ginger,생강
activities,활동
iraq,이라크
boarding,탑승
fist,주먹
stuffed,채워진 것
improve,개선하다
creation,창조
connie,코니
infection,전염병
strikes,파업
wiped,지워졌다
tension,긴장
whistles,휘파람
kindly,친절한
certificate,자격증
curtis,커티스
bold,용감한
threats,위협
claudia,클라우디아
sid,시드
twisted,꼬인
suspended,정지된
affected,체하는
envy,부러움
whale,고래
dial,다이얼
cameron,카메론
martial,용감한
controlled,제어됨
lung,폐
nigga,니가
coal,석탄
upside,위
imperial,장엄한
pam,팸
paranoid,편집증
signing,서명
congress,대회
villa,별장
candles,양초
filling,충전재
becky,베키
comic,만화 잡지
faint,희미한
recovery,회복
volunteer,자원 봉사자
tech,기술
bleed,출혈하다
positions,직위
cindy,신디
narrow,좁은
forbid,금지하다
stuart,스튜어트
perspective,관점
faced,마주했다
neat,정돈된
pierce,내뚫다
observe,관찰하다
cycle,주기
psychic,무당
handling,손질
goose,거위
accidentally,우연히
conclusion,결론
designer,디자이너
sits,앉다
importance,중요성
spots,점
francs,프랑
sweep,스위프
destroying,파괴하다
communist,공산주의자
blackmail,약탈
pacific,태평양
risky,위험한
glorious,거룩한
filed,더럽히는
hatred,증오
cam,캠
deals,거래
pos,포스
fooling,속이다
persons,명
scotch,스카치
executed,실행
brakes,브레이크
blank,공백
tender,부드러운
kurt,커트
turner,돌리는 사람
tub,통
sucker,빨판
slight,근소한
addition,덧셈
campus,교정
ritual,의례
prey,먹이
so-called,소위
graduate,졸업하다
anyways,어쨌든
ew,ew
fry,튀김
genuine,진실한
ned,네드
judging,심사하다
doubts,의심
warden,파수꾼
ceiling,천장
practicing,연습
somewhat,약간
established,확립된
attempted,시도했다
zombie,좀비
generations,세대
gathering,모임
warriors,전사들
mick,믹
electrical,전기 같은
collins,콜린스
sobs,흐느낌
couples,커플
depend,의존하다
institute,학회
miranda,미란다
principle,원칙
fixing,고정
therapist,치료사
compete,경쟁하다
compliment,칭찬
worship,예배
residence,거주
democracy,민주주의
joel,조엘
published,출판됨
myth,신화
helpless,어찌할 수 없는
screwing,나사
kennedy,케네디
execution,실행
appetite,식욕
formal,공식적인
strictly,엄격하게
sucked,형편없었다
tanks,탱크
chickens,닭
gwen,그웬
technical,인위적인
stella,스텔라
rod,막대
meets,만나다
shepherd,목자
brazil,브라질
brutal,잔인한
alison,앨리슨
vain,헛된
switched,스위치됨
chi,치
deer,사슴
brooklyn,브루클린
dresses,드레스
retire,은퇴하다
overcome,극복하다
inspiration,영감
cunt,여성 성기
benjamin,베냐민
nicky,니키
thrilled,신나다
tae,태
suggestion,제안
dummy,더미
sailor,선원
destination,목적지
bass,베이스
picnic,피크닉
assholes,개자식들
idol,우상
trucks,트럭
rank,계급
denise,데니스
yu,유
veronica,베로니카
blocked,막힌
strict,엄격한
hiya,안녕하세요
formula,공식
clerk,사무원
samurai,사무라이
disturbed,방해받다
vera,베라
cafe,카페
wandering,방랑
consciousness,의식
val,발
nikki,니키
min,최소
bare,없는
hans,한스
caleb,케일럽
butcher,푸주한
arrangement,준비
chased,쫓았다
ministry,내각
brandy,브랜디
sweater,스웨터
boobs,가슴
locate,위치하고 있다
apologise,사과하다
nazi,나치
parole,맹세
examine,조사하다
trains,기차
candle,양초
prior,이전의
stream,개울
passage,통로
reaching,도달하다
organ,오르간
directions,지도
asses,평가하다
outer,밖의
proves,증명하다
morris,모리스
luxury,사치
pistol,권총
v,다섯
losers,패배자들
funds,자금
sunset,일몰
strings,문자열
fortunately,다행스럽게도
gotcha,알았어
tomb,무덤
freddie,프레디
engineering,공학
element,요소
balloon,풍선
ty,감사합니다
broadcast,방송
spray,스프레이
ninja,닌자
eternity,영원
handy,능숙한
crawl,기다
slice,일부분
nations,민족 국가
behaviour,행동
pace,속도
stiff,뻣뻣한
lick,핥다
concrete,콘크리트
allah,알라
vegetables,채소
euros,유로
sausage,소시지
constable,순경
spinning,제사
rolls,롤
genetic,유전적인
loudly,크게
old-fashioned,구식의
marvelous,기이
subway,지하철
creep,살금살금 기다
scheme,계획
performed,수행됨
ex-wife,전처
plug,플러그
rejected,거부됨
brenda,브렌다
respected,존경받는
backs,등
protocol,규약
muscles,근육
kidney,신장
finishing,마무리 손질
products,제품
im,나는
wu,우
invasion,침입
affection,애정
woody,나무
endless,끝없는
discipline,규율
horns,어느 한 쪽
absence,결석
waking,깨어 있는
dudes,남자들
philosophy,철학
cracked,깨진
nicholas,니콜라스
reed,갈대
verdict,평결
drake,드레이크
connections,사이
privilege,특권
anyhow,아무리 해도
scent,향기
naive,순진한
daylight,일광
controls,통제 수단
airplane,비행기
values,값
jolly,즐거운
swore,맹세했다
blaring,시끄럽게 울려 퍼지는
consent,동의
puzzle,퍼즐
disagree,맞지 않다
winds,바람
vanished,사라졌다
wizard,마법사
ranger,레인저
celebrity,유명 인사
sniffles,콧물
stores,백화점
aha,아하
intentions,의도
plague,역병
farmers,농부들
breeze,미풍
rascal,악당
convenient,편리한
bonus,보너스
dong,동
hush,쉿
instinct,본능
entitled,제목
porter,문지기
maurice,모리츠
wrist,손목
originally,원래
coins,동전
drain,물을 빼다
physics,물리학
phoebe,달
furious,맹렬한
sniffs,코를 킁킁거린다
vampires,뱀파이어
defending,방어하다
sector,부문
income,소득
finn,핀 사람
offended,기분 상했다
decides,결정하다
laser,원자 램프
fled,도망쳤다
beers,맥주
boxing,권투
accurate,정확한
kung,쿵
snakes,뱀
thumb,무지
bald,노골적인
sharon,샤론
suspicion,의심
convicted,유죄 판결을 받은
roots,뿌리
shares,주식
bernard,남자 이름
jessie,제시
wang,왕
harrison,해리슨
blues,블루스
confusing,혼란스러운
lobby,로비
recipe,레시피
las,라스
winston,윈스턴
generally,일반적으로
seeking,찾고 있는
secretly,남몰래
declare,선언하다
freaked,얼룩진
missile,미사일
ensure,보장하다
tricky,교활한
pointed,뾰족한
hockey,하키
bubble,거품
contacts,콘택트 렌즈
maximum,최고
reminded,상기시켜주었다
carriage,마차
curtain,커튼
clues,단서
hostages,인질들
circles,원
author,작가
wallace,월리스
receiving,전수
debts,빚
cellar,지하실
tortured,고문당하다
tips,팁
mates,친구들
mortal,치명적인
reporters,기자들
associate,연관짓다
honesty,정직
laptop,랩탑
jung,정
katherine,캐서린
rainbow,무지개
seed,씨앗
mature,성숙한
deed,증서
kay,케이
expenses,경비
discussing,논의하다
pirate,해적
meals,식사
performing,실행할 수 있는
remained,남아있는
prostitute,매춘부
adams,아담스
retirement,퇴직
platform,플랫폼
claus,조항
erica,에리카
beds,침대
writes,쓰다
illusion,환각
mill,밀
dealt,처리됨
hears,듣다
tryin,노력 중
manhattan,맨해튼
mole,두더지
rang,울렸다
prosecution,기소
fatal,치명적인
copper,구리
troubled,문제가 있는
heir,후계자
traces,흔적
owners,소유자
length,길이
dentist,치과 의사
zach,잭
lesbian,레즈비언
enterprise,기업
tournament,토너먼트
travelling,여행
confessed,자백했다
roast,구운
website,웹사이트
ja,야
mikey,마이키
flood,홍수
harbor,항구
lola,롤라
rory,로리
richie,리치
mansion,맨션
mademoiselle,프랑스 여자 교사
auction,경매
desires,욕망
bachelor,미혼 남자
haunted,귀신이 나오는
distracted,빗나간
smashed,박살났다
rodney,로드니
scheduled,예정된
negotiate,협상하다
champ,챔피언
allows,허용합니다
shotgun,산탄총
nigger,검둥이
cocktail,칵테일
donkey,당나귀
pointing,가리키는
butler,집사
dizzy,어지러운
methods,행동 양식
reference,참조
georgia,그루지야
bully,괴롭히는 사람
lydia,리디아
collapse,무너지다
alfred,알프레드
ana,어록
minimum,최저한의
chairs,의자
hee,히
patty,패티
owes,빚지다
included,포함된
carmen,카르멘
civilization,문명
prices,물가
wealthy,풍부한
bart,바트
depression,우울증
tide,조류
rented,임대됨
bra,브래지어
lin,린
fellows,한패
rot,썩음
password,비밀번호
th,그
kirk,교회
pedro,페드로
spill,엎지르다
cured,치료됨
naomi,나오미
hardest,가장 어려운
deceased,고인
sleepy,졸린
static,공전
hawaii,하와이
almighty,전능자
murray,머레이
offers,제안합니다
bruno,브루노
phrase,구절
disgrace,불명예
sources,출처
approval,승인
turtles,거북이
screech,진한 럼주
snack,간식
collected,모은
ding,땡땡
fur,털
jewels,보석
jan,1월
cheek,볼
legally,법적으로
ditch,도랑
benefits,이익
roars,포효
arnold,아놀드
dime,단돈 한 닢
domestic,국내의
chuckle,킬킬 웃음
hack,마구 자르기
ransom,몸값
chang,창
bore,구경
muslim,무슬림
loads,잔뜩
waitress,웨이트리스
nurses,간호사
glenn,글렌
spite,악의
rebel,반역자
clearing,청산
andre,안드레
fortunate,운이 좋은
survivors,생존자들
reply,회신하다
disappoint,어긋나게 하다
orbit,궤도
expose,폭로하다
gin,진
austin,오스틴
toe,발가락
sympathy,동정
intel,인텔
growth,성장
psychiatrist,정신과 의사
slams,슬램
encounter,맞닥뜨리다
daphne,다프네
passenger,승객
monkeys,원숭이
accompany,따르게 하다
hats,모자
column,열
sigh,한숨을 쉬다
pounding,두드리는
economic,간결한
tales,이야기들
theirs,그들의 것
brat,애새끼
follows,팔로우
spreading,확산
sister-in-law,시누이
burt,버트
hilarious,아주 웃긴
hallway,현관
hamilton,해밀턴
exclusive,독점적인
chimes,차임벨
greet,환영하다
decades,수십 년
bowling,볼링
buttons,버튼
confusion,착란
thud,쿵
hooker,매춘부
ruining,망치다
dreadful,무서운
collecting,수집
lions,사자
sheila,쉴라
douglas,더글라스
february,2월
elvis,엘비스
forty,사십
sleeps,잠
sung,노래했다
brass,놋쇠
shrink,수축
zack,잭
whimpers,훌쩍거림
sworn,맹세하다
email,이메일
proven,입증됨
tasty,맛있는
covers,표지
sandwiches,샌드위치
rarely,드물게
wyatt,와이어트
programme,프로그램
irene,아이린
dee,디
contacted,연락했습니다
chemistry,화학
assured,자신 있는
applied,적용된
elected,선출된
subjects,주제
lust,색욕
label,상표
shakespeare,셰익스피어
tan,탠 껍질
ego,자아
forgiven,용서받았다
phoenix,피닉스
companion,동반자
lottery,운
worm,벌레
publicity,널리 알려짐
butterfly,나비
dialogue,대화
cal,칼
2nd,2번째
tremendous,엄청난
pervert,변태
establish,설립하다
dearest,사랑하는
intimate,친밀한
eager,열렬한
se,세
cathy,캐시
atlantic,거인 아틀라스
contains,포함됨
thompson,톰슨
shirley,셜리
bets,내기
inhales,숨을 들이쉬다
presentation,프레젠테이션
allergic,알레르기
den,굴
wells,우물
spoiled,버릇없는
chen,첸
accomplished,뛰어난
repay,갚다
politicians,정치인들
logic,논리
gratitude,고마움
afghanistan,아프가니스탄
exception,예외
ultimately,궁극적으로
pablo,파블로
compromise,타협
majority,다수
journal,신문
signals,신호
bent,굽은
dock,독
meg,메그
essential,필수적인
campbell,캠벨
climate,기후
experiments,실험
ink,잉크
magazines,잡지
rivers,강하
teresa,테레사
administration,관리
passionate,열렬한
precise,정밀한
lawn,잔디
via,~을 통해
jeans,청바지
murmuring,중얼거림
resort,의지
announced,발표됨
buddha,불
fries,감자튀김
capacity,용량
lena,레나
opponent,상대
chains,쇠사슬
minus,마이너스
apples,사과
angie,앤지
seattle,시애틀
aww,아유
instrument,기구
healing,치유
convention,협약
messenger,전령
explore,탐구하다
sonia,소니아
versus,~ 대
survivor,살아남은 사람
ruled,지배하다
boyd,보이드
clarence,클래런스
madison,매디슨
cough,기침
experts,전문가
disguise,위장하다
archer,궁수
bicycle,자전거
noises,소음
inviting,초대하는
pregnancy,임신
declared,선언됨
yi,이
vicky,비키
drums,드럼
wooden,멍청한
innocence,무죄
mouths,입
bees,벌
creaking,삐걱거리는 소리
cloth,옷감
sasha,사샤
unh,unh
skies,하늘
painter,화가
allies,동맹국
miguel,미겔
pond,연못
runway,통로
robbie,로비
assist,돕다
lana,라나
presented,제시됨
mona,모나
sickness,병
civilian,일반 민간인
fighters,전투기
facebook,페이스북
customs,세관
florence,피렌체
remembers,기억하다
sharks,상어
juliet,줄리엣
shrimp,새우
tore,찢어졌다
seventh,제칠
ou,당신
avoiding,피하다
dawson,도슨
isaac,아이작
rolled,말아서
championship,선수권 대회
household,가정
float,뜨다
chad,차드
ballet,발레
cracking,열분해
raj,주권
possessed,소유하다
harmless,무해한
curiosity,호기심
vicious,나쁜
officials,공무원들
