you,आप
मजबूत,agnes
एग्नेस,transmission
संचरण,panel
पैनल,sole
अकेला,sequence
अनुक्रम,sexually
यौन,georgie
जोर्जी,hugo
ह्यूगो,denny
डेनी,smack
एक प्रकार का जहाज़,congratulate
बधाई,anxiety
चिंता,choking
घुटन,tolerate
सहन करना,mode
तरीका,communications
संचार,welfare
कल्याण,dice
पासा,orphan
अनाथ,locks
ताले,settlement
समझौता,advertising
विज्ञापन देना,uniforms
वर्दी,mcgee
मैकगी,devoted
समर्पित,shoots
गोली मारता है,principles
सिद्धांतों,circuit
सर्किट,nickname
उपनाम,dot
डॉट,scenario
परिदृश्य,choir
गाना बजानेवालों,stunt
करतब,smoked
स्मोक्ड,isolated
एकाकी,equally
समान रूप से,statements
कथन,gil
गिल,shaw
शॉ,lipstick
लिपस्टिक,courtesy
शिष्टाचार,hobby
शौक,hesitate
संकोच करना,hatch
हैच,luis
लुइस,sylvia
सिल्विया,phoned
फोन किया,experiences
अनुभव,popped
पॉपअप,quid
रुपये,fragile
कमज़ोर,husbands
पति,fiction
कल्पना,persuade
राज़ी करना,pastor
पादरी,dolls
गुड़िया,pose
खड़ा करना,ji
जी,ming
मिंग,rupees
रुपये,tricked
धोखा दिया,ruins
खंडहर,sadly
दुर्भाग्य से,owed
बकाया,importantly
महत्वपूर्ण बात,louie
लुई,industrial
औद्योगिक,musician
संगीतकार,labour
श्रम,evolution
विकास,salute
सलाम,ba
बी ० ए,cent
प्रतिशत,bartender
भौजनशाला का नौकर,calendar
कैलेंडर,hal
एचएएल,miracles
चमत्कार,balcony
बालकनी,horny
सींग का बना,regard
संबद्ध,valerie
वैलेरी,fold
तह करना,organs
अंग,nigel
निगेल,theo
थियो,einstein
आइंस्टीन,boris
बोरिस,suitable
उपयुक्त,inaudible
अश्राव्य,son-in-law
दामाद,melody
राग,phillip
फिलिप,movements
आंदोलनों,differences
मतभेद,barbecue
बारबेक्यू,trading
व्यापार,strongly
दृढ़ता से,fluid
तरल पदार्थ,scholarship
छात्रवृत्ति,translation
अनुवाद,cricket
क्रिकेट,shuttle
शटल,moans
कराह,quicker
तेज,picks
उठाता है,murderers
हत्यारे,videos
वीडियो,initial
प्रारंभिक,perimeter
परिधि,questioned
पर सवाल उठाया,yea
हाँ,cousins
चचेरे भाई-बहन,divided
विभाजित,linked
लिंक किया गया,laboratory
प्रयोगशाला,crab
केकड़ा,pulls
खींचतान,landlord
मकान मालिक,reggie
रेगी,hostile
शत्रुतापूर्ण,classified
वर्गीकृत,cultural
सांस्कृतिक,measures
पैमाने,update
अद्यतन,cottage
झोपड़ी,backyard
पिछवाड़े,amateur
शौकिया,chopper
चोपर,rash
खरोंच,despair
निराशा,honorable
माननीय,shiny
चमकदार,hawk
बाज़,shorts
शॉर्ट्स,ni
नी,representative
प्रतिनिधि,wong
वोंग,pouring
डालने का कार्य,distress
तनाव,tanner
चमड़ा,telegram
टेलीग्राम,pimp
दलाल,dip
डुबोना,trophy
ट्रॉफी,marilyn
मर्लिन,hallelujah
हलिलुय,neal
नील,es
तों,howdy
कैसे हो,misses
छूट जाए,flush
लालिमा,magician
जादूगर,dynamite
बारूद,cuba
क्यूबा,conquer
जीतना,unpleasant
अप्रिय,jealousy
डाह करना,regrets
पछतावा नहीं,lifted
उठा लिया,increased
बढ़ा हुआ,toxic
विषाक्त,broadway
ब्रॉडवे,sakes
खातिर,pudding
पुडिंग,rally
रैली,needing
की आवश्यकता होगी,,bloom
खिलना,corporation
निगम,buys
खरीदता,disorder
विकार,interrupting
दखल,sadness
दुख,cease
रोकना,barnes
बार्न्स,scoundrel
दुष्ट,sensible
समझदार,evans
इवांस,specialist
SPECIALIST,dragging
खींच,bribe
रिश्वत,burke
मना करना,bothers
परेशान,interrogation
पूछताछ,prescription
नुस्खा,referring
चर्चा करते हुए,knives
चाकू,graduation
स्नातक,t-shirt
टी शर्ट,liking
पसंद,bubbles
बबल,grid
ग्रिड,haircut
बाल काटना,regardless
ध्यान दिए बगैर,lodge
लॉज,poisoning
जहर,feathers
पंख,edgar
एडगर,software
सॉफ़्टवेयर,marina
मरीना,sophia
सोफिया,queens
क्वींस,oak
ओक,trips
ट्रिप्स,scaring
scarring,avery
एवरी,awhile
कुछ समय,sofa
सोफ़ा,conscious
सचेत,swords
तलवार,instincts
सहज ज्ञान,deliberately
जान-बूझकर,starve
भूखा,venus
शुक्र,olive
जैतून,maniac
पागल,psychological
मनोवैज्ञानिक,robinson
रॉबिंसन,soo
सू,belle
रंगीली,landscape
परिदृश्य,straw
घास,dam
बाँध,mandy
मैंडी,accuse
आरोप,rehab
पुनर्वसन,switzerland
स्विट्ज़रलैंड,agenda
कार्यसूची,glue
गोंद,salesman
विक्रेता,diner
डायनर,projects
परियोजनाओं,floors
फर्श,mainly
मुख्य रूप से,biological
जैविक,sincere
ईमानदार,weigh
तौलना,pad
पैड,swiss
स्विस,cue
संकेत,witches
चुड़ैलों,opposed
विरोध,brand-new
बिल्कुल नया,tourists
पर्यटकों,sneaking
चापलूस,harvard
हार्वर्ड,spying
जासूसी,sketch
रेखाचित्र,parliament
संसद,behold
देखो,blamed
को दोषी ठहराया,topic
विषय,offices
कार्यालयों,sacrificed
बलिदान,loop
कुंडली,drivers
ड्राइवरों,battles
लड़ाई,blond
गोरा,plead
निवेदन,races
दौड़,tanya
तान्या,salmon
सैमन,bizarre
विचित्र,rico
रिको,isabel
इसाबेल,wig
विग,reaches
पहुँचता है,heights
ऊंचाइयों,possibilities
संभावनाएं,wax
मोम,travels
ट्रेवल्स,confidential
गोपनीय,pursuit
काम,herd
झुंड,scissors
कैंची,cd
सीडी,spies
जासूस,exams
परीक्षाएँ,invention
आविष्कार,explaining
की व्याख्या,replacement
प्रतिस्थापन,bombing
बम विस्फोट,erik
एरिक,springs
स्प्रिंग्स,chelsea
चेल्सी,sabrina
