you,Ty
joker,żartowniś
spilled,rozlany
opposition,sprzeciw
jang,janga
haley,Haley
hose,wąż gumowy
partnership,współpraca
usa,USA
timmy,Timmy
breathes,oddycha
whoops,ups
astronaut,astronauta
porch,ganek
leonardo,Leonardo
responding,odpowiadając
wishing,pragnąc
boil,gotować
kneel,klęczeć
tammy,tammy
clumsy,niezdarny
rapid,szybki
xiao,xiao
stevens,Stevens
invested,zainwestowany
janice,Janice
roller,wałek
thai,tajski
justify,uzasadniać
garlic,czosnek
yelled,krzyknął
simone,Simone
ammunition,amunicja
sushi,sushi
shaft,wał
definition,definicja
gardens,ogród botaniczny
chandler,kupiec
ne,nie
notify,notyfikować
brady,Brady
beasts,bestie
setup,organizować coś
greed,chciwość
dared,odważył się
unlucky,pechowy
classroom,klasa
treaty,traktat
hike,wycieczka
dagger,sztylet
spine,kręgosłup
detect,wykryć
chow,chow
des,des
teenagers,nastolatki
handwriting,pismo
mock,kpina
challenging,wyzywający
salon,salon
virtue,cnota
lawsuit,proces sądowy
shelly,muszla
clap,klaskać
mustache,wąsy
offence,wykroczenie
med,Med
sultan,sułtan
attraction,atrakcja
franco,Franco
courts,sądy
fortress,twierdza
peel,obierać
petrol,benzyna
disappears,znika
asset,zaleta
warp,osnowa
workshop,warsztat
traps,majdan
jeannie,Jeannie
appreciated,doceniony
condemned,skazany
garrett,Garrett
muttering,mamroczący
shook,potrząsnął
naval,morski
egyptian,Egipcjanin
expand,zwiększać
sunrise,wschód słońca
swine,wieprz
jingle,brzęk
lordship,panowanie
peach,brzoskwinia
filmed,sfilmowany
pakistan,Pakistan
oughta,powinien
selection,wybór
squeaking,skrzypienie
condom,prezerwatywa
sadie,Sadie
barbie,lalka Barbie
alongside,wzdłuż
risking,ryzykując
democratic,demokratyczny
nerd,kujon
dancers,tancerze
crook,oszust
mack,mack
grasp,chwyt
translate,tłumaczyć
behaving,zachowujący się
humiliating,poniżający
quarrel,kłócić się
lively,pełen życia
fury,furia
policemen,policjanci
sensei,sensi
elders,starsi
battlefield,pole bitwy
sticky,lepki
glen,dolina górska
liu,Liu
primitive,prymitywny
reign,królować
eugene,Eugeniusz
stash,chować na potem
evolved,ewoluował
shifts,zmiany
unlock,odblokować
devices,urządzenia
peculiar,osobliwy
talents,talenty
anita,Anita
foreigners,cudzoziemcy
snacks,przekąski
mint,mennica
pissing,sikanie
fuse,bezpiecznik
manuel,podręcznik
towers,wieże
freezer,zamrażarka
inheritance,dziedzictwo
villages,wioski
beckett,Beckett
jewel,klejnot
bollocks,bzdury
shells,muszle
swept,zmieciony
recognition,uznanie
shovel,łopata
artistic,artystyczny
qualities,cechy
ferry,prom
darren,Darren
misunderstood,niezrozumiany
portal,portal
atomic,atomowy
javier,Javier
ava,ava
claiming,roszczenie
examined,badany
defensive,obronny
kenneth,Kenneth
kat,kot
sensation,uczucie
5th,5.
increasing,wzrastający
fugitive,zbieg
urban,miejski
visions,wizje
bathing,kąpielowy
gregory,Grzegorz
delight,rozkosz
iot,internet rzeczy
genes,geny
boundaries,granice
caution,ostrożność
ellis,Ellis
strangled,uduszony
thorough,dokładny
ike,ike
bites,ugryzienia
nude,nagi
tidy,czysty
patricia,Patrycja
tate,Tate
obligation,obowiązek
ari,ari
clearance,luz
reserved,skryty
nasa,NASA
spock,Spock
marion,Marion
reflect,odbijać
jammed,zacięty
sleeve,rękaw
classy,elegancki
fag,papieros
angelo,Anioł
bradley,bradley
bananas,banany
ex-husband,były mąż
saints,święci
longest,najdłuższy
confirmation,potwierdzenie
mushrooms,grzyby
cyrus,Cyrus
toni,Toni
finals,egzaminy końcowe
millionaire,milioner
adoption,przyjęcie
wired,przewodowy
comet,kometa
handing,wręczanie
cheerful,wesoły
deb,Deb
acceptable,do przyjęcia
realistic,realistyczny
waits,czeka
sufficient,wystarczający
cosmic,kosmiczny
nolan,Nolan
gabe,Gabe
intellectual,intelektualny
vomit,wymiotować
warmth,ciepło
magnum,magnum
associated,powiązany
alas,Niestety
engineers,inżynierowie
offend,obrazić
overwhelming,przytłaczający
sherry,sherry
inherited,dziedziczny
antoine,Antoni
whooping,krztusić się
scars,blizny
sheldon,Sheldon
purposes,cele
robbing,okradanie
refrigerator,lodówka
instructor,instruktor
darrin,darrin
moms,mamy
overtime,nadgodziny
percy,Percy
laurel,laur
females,samice
sacrifices,ofiary
representing,reprezentujący
drift,dryf
ruthless,bezwzględny
po,po
arguments,argumenty
crappy,kiepski
musicians,muzycy
sidney,Sidney
depressing,przygnębiający
lasts,trwa
doom,los
milo,milo
cant,żargon
backpack,plecak
aisle,nawa
insulting,obraźliwy
edition,wydanie
losses,straty
sh,cii
preacher,kaznodzieja
schmidt,Schmidt
swinging,wahadłowy
managing,zarządzający
sinking,tonący
lacey,koronkowy
casting,odlew
trials,próby
demonstrate,wykazać
diseases,choroby
beggar,żebrak
amounts,kwoty
traced,śledzony
raven,kruk
activate,aktywować
slapped,uderzył
heroic,heroiczny
roar,ryk
queer,queer
uk,Wielka Brytania
matching,dopasowanie
trump,atut
resignation,rezygnacja
newton,niuton
sincerely,z poważaniem
stacy,Stacy
saul,Szaweł
madman,szaleniec
jenkins,Jenkins
poke,grzebać
spicy,pikantny
swap,zamieniać
programs,programy
sheer,zwykły
spaceship,statek kosmiczny
schultz,Schultz
blink,migać
steer,sterować
males,samce
injection,zastrzyk
ant,mrówka
reform,reforma
motherin-law,teściowa
properties,właściwości
virtually,prawie
camps,obozy
tapping,stukający
tequila,tequila
inquiry,zapytanie
fainted,zemdlał
formation,tworzenie
shields,tarcze
escaping,ucieczka
unemployed,bezrobotni
murdering,morderstwo
interviewed,przeprowadzono wywiad
striking,uderzający
vows,śluby
donovan,Donovan
antique,antyczny
il,zły
sherlock,Sherlock
puke,rzygać
hysterical,histeryczny
taller,wyższy
employment,zatrudnienie
agrees,zgadza się
dodge,unik
unite,zjednoczyć
mumbling,mamroczący
rabbits,króliki
repeating,powtórzenie
mule,muł
locals,miejscowi
neighbourhood,sąsiedztwo
hayes,Hayes
bats,nietoperze
beliefs,wierzenia
spared,oszczędzony
vegetable,warzywo
liv,żyć
bunker,bunkier
channels,kanały
phenomenon,zjawisko
hips,biodra
grayson,Grayson
expelled,wydalony
camille,Kamila
languages,języki
iv,dożylnie
premises,lokal
pronounce,wymawiać
ng,ng
bridges,mosty
ape,małpa
julius,Juliusz
bruises,siniaki
convict,skazać
prettier,ładniejszy
elections,wybory
annoyed,zirytowany
hometown,miasto rodzinne
earrings,kolczyki
discreet,dyskretny
poured,wylany
morphine,morfina
henderson,Henderson
jun,czerwiec
narrating,opowiadanie
rookie,rekrut
peanuts,orzeszki ziemne
camel,wielbłąd
abe,abe
chewing,żucie
imagining,wyobrażanie sobie
runner,biegacz
tomatoes,pomidory
sponsor,sponsor
fulfilled,spełniony
probe,sonda
karate,karate
grease,smar
dinosaurs,dinozaury
rebellion,bunt
marta,Marta
lone,samotny
nan,babcia
underestimate,zbagatelizować
acres,włości
carlton,Carlton
hacked,zhakowany
barber,fryzjer
mining,górnictwo
aged,w wieku
designs,projekty
preferred,preferowany
onions,cebula
stray,zabłąkany
void,próżnia
sixteen,szesnaście
slower,wolniej
hannibal,Hannibal
sabotage,sabotaż
rabbi,rabin
concerning,dotyczący
dixon,Dixon
holt,holt
mannix,mannix
noted,znakomity
peterson,Peterson
dental,dentystyczny
obama,Obama
squirrel,wiewiórka
committing,zobowiązanie się
werewolf,wilkołak
slipping,potknięcie się
matthews,Mateusz
explosions,eksplozje
seo,SEO
russ,rosyjski
whitney,Whitney
ignoring,ignorowanie
infinite,nieskończony
cavalry,kawaleria
lam,chłostać
suzanne,Zuzanna
bomber,bombowiec
ruling,rządzący
boiling,wrzenie
needles,igły
semester,semestr
irrelevant,nieistotny
savior,Zbawiciel
veil,welon
tramp,tramp
roberto,Roberto
deepest,najgłębszy
perfection,doskonałość
shutting,zamykający
iii,iii
tiffany,muślin
mentor,mentor
branches,gałęzie
enthusiasm,entuzjazm
arena,arena
listens,słucha
hardware,sprzęt komputerowy
greatly,bardzo
battalion,batalion
moustache,wąsy
irresponsible,nieodpowiedzialny
audio,audio
ga,ga
initiative,inicjatywa
sweaty,spocony
noel,Noel
requests,upraszanie
distraction,roztargnienie
parrot,papuga
steed,rumak
entertaining,rozrywkowy
whipped,bity
proving,udowadnianie
assaulted,zaatakowany
piggy,świnka
pause,pauza
surviving,przetrwanie
funding,finansowanie
dinosaur,dinozaur
acquaintance,znajomy
bedtime,pora snu
rail,kolej
rooster,kogut
cowards,tchórze
hastings,Hastings
container,pojemnik
lori,Lori
secured,zabezpieczone
tossed,rzucony
stripper,spychacz
steele,stal
waving,falowanie
clamoring,wrzeszcząc
banker,bankier
bacteria,bakteria
indicates,wskazuje
assassination,zamach
starring,występujący w rolach głównych
drawings,rysunki
cupboard,szafka
sanctuary,sanktuarium
surgical,chirurgiczny
pairs,pary
purely,czysto
temptation,pokusa
elderly,osoby starsze
geoffrey,Geoffrey
vibe,wibracja
profound,głęboki
gong,gong
transformed,przekształcony
crop,przyciąć
detailed,szczegółowy
scrap,skrawek
abigail,Abigail
careless,niedbały
dove,gołąb
sloppy,niechlujny
atlanta,Atlanta
hideous,ohydny
lizard,jaszczurka
separation,rozdzielenie
intern,stażysta
tab,patka
psych,psych
ranks,szeregi
parish,parafialny
booty,łup
peasant,chłop
squeal,pisk
comb,grzebień
bash,grzmotnąć
restored,odrestaurowany
platoon,pluton żołnierzy
junkie,ćpun
involves,obejmuje
rupert,Rupert
norm,norma
carrier,przewoźnik
fatty,tłuszczowy
difficulties,trudności
producers,producenci
superb,wspaniały
tha,tha
candidates,kandydaci
summoned,wezwany
refuge,schronienie
righteous,sprawiedliwy
carolina,Karolina
onion,cebula
natasha,Natasza
pickup,ulec poprawie
spells,zaklęcia
wesley,Wesley
carrington,Carrington
armies,armie
seasons,pory roku
senor,pan
billie,Billie
specialty,specjalność
thirst,pragnienie
select,wybierać
rendezvous,spotkanie
smiled,uśmiechnął się
colorado,Kolorado
visa,wiza
spice,przyprawa
caller,gość
foods,żywność
rational,racjonalny
scottish,szkocki
cunning,podstępny
grunt,chrząknięcie
knot,węzeł
hairs,owłosienie
payments,płatności
granddad,dziadunio
massacre,masakra
competitive,konkurencyjny
herb,ziele
mae,mae
immune,odporny
grenade,granat
regularly,regularnie
stakes,pula
kilos,kilogramy
monks,mnisi
gail,gail
guinea,Gwinea
invent,wynaleźć
nursery,żłobek
protein,białko
elbow,łokieć
keller,Keller
clowns,klauni
thirteen,trzynaście
tattoos,tatuaże
flown,latał
mustard,musztarda
7th,7.
terrace,taras
alter,zmieniać
franz,Franciszek
transportation,transport
lens,obiektyw
alaska,Alaska
interference,ingerencja
wont,przyzwyczajenie
weep,płakać
clive,Clive
mourning,żałoba
crooked,krzywy
trainer,trener
janitor,dozorca
gradually,stopniowo
immigration,imigracja
filth,brud
momma,mama
fatherin-law,teść
jackass,osioł
cho,cho
reminder,przypomnienie
culprit,winowajca
gabrielle,Gabriela
innit,prawda?
magistrate,sędzia
jasmine,jaśmin
womb,łono
texting,pisanie SMS-ów
injustice,niesprawiedliwość
figuring,zastanawianie się
fracture,złamanie
insanity,niepoczytalność
peasants,chłopi
blossom,kwiat
etc,itp
agony,agonia
sounding,sondaż
oz,uncja
elementary,podstawowy
seized,zajęty
teaches,uczy
lovejoy,lovejoy
phillips,Phillips
eighteen,osiemnaście
shack,buda
teen,nastolatek
definite,określony
scrub,szorować
ruler,linijka
mold,pleśń
contents,zawartość
bitten,ugryziony
antidote,antidotum
saves,zapisuje
bunk,łóżko
thor,Thor
republican,republikański
graveyard,cmentarz
attempts,próbowanie
poirot,Poirot
aspect,aspekt
relate,odnieść się
lemonade,lemoniada
flour,mąka
nypd,nowojorska policja
biology,biologia
dusty,zakurzony
felony,przestępstwo
jax,Jax
fundamental,podstawowy
jai,jai
successfully,skutecznie
potentially,potencjalnie
donnie,Donnie
strangely,dziwnie
condoms,prezerwatywy
quantum,kwant
utter,zupełny
activated,aktywowany
installed,zainstalowany
interrupted,przerwany
discharge,wypisać
devastated,zdewastowany
substitute,zastąpić
splash,pluśnięcie
julio,Julio
exile,wygnanie
aspirin,aspiryna
authentic,autentyczny
summit,szczyt
beck,skinienie
addiction,uzależnienie
lent,pożyczony
drone,warkot
involving,obejmujący
boyfriends,chłopaków
tango,tango
permanently,na stałe
province,województwo
attempting,próba
deceived,oszukany
triangle,trójkąt
skipped,pominięte
strawberry,truskawka
mirrors,lustra
self-defense,samoobrona
preston,Preston
overwhelmed,przytłoczony
swift,szybki
creeps,gęsia skórka
token,znak
temporarily,tymczasowo
poisonous,trujący
heidi,Heidi
diagnosis,diagnoza
ninth,dziewiąty
locations,lokalizacje
retrieve,odzyskać
robbers,rabusie
conclusions,wnioski
joanna,Joanna
disabled,wyłączony
ira,ira
extension,rozszerzenie
lining,podkład
yuri,Jurij
hip-hop,hip-hop
freeman,obywatel
scoop,szufelka
merlin,merlin
bridget,Brygida
revving,przyspieszanie
transform,przekształcać
shelby,Shelby
hospitality,gościnność
brooks,potoki
survey,ankieta
hunted,ścigany
cozy,przytulny
recommendation,zalecenie
providing,że
microphone,mikrofon
skeleton,szkielet
muslims,muzułmanie
toll,myto
reconsider,zrewidować
creaks,skrzypi
extended,rozszerzony
spear,włócznia
overboard,za burtę
ai,sztuczna inteligencja
clinton,Clinton
petition,petycja
baggage,bagaż
scumbag,łajdak
tribute,hołd
weddings,śluby
facilities,udogodnienia
bangs,grzywka
claw,pazur
donation,darowizna
isabelle,Izabela
traitors,zdrajcy
mei,maj
jasper,jaspis
borders,granice
australian,australijski
colby,Colby
boxer,bokser
whilst,podczas gdy
misfortune,nieszczęście
elaborate,wyszukany
sights,osobliwości miasta
maestro,maestro
mysteries,arkana
loosen,poluzować
gifted,utalentowany
involvement,uwikłanie
affects,wpływa
summon,wezwać
sherman,Sherman
churchill,Churchill
theresa,Teresa
solitary,samotny
wilderness,pustynia
baltimore,Baltimore
olympic,olimpijski
undo,anulować
mechanism,mechanizm
vietnamese,wietnamski
vanish,znikać
dome,kopuła
biting,szczypiący
ronald,Ronald
texted,wysłał SMS-a
sage,szałwia
yummy,pyszny
tactics,taktyka
slack,luźny
snapped,pękł
weekly,tygodnik
bushes,krzewy
grandparents,dziadkowie
henri,Henryk
obtain,uzyskać
hart,jeleń
flights,loty
adventures,przygody
hottest,najgorętszy
grownup,dorosły
eden,eden
mild,łagodny
dom,dom
fourteen,czternaście
smuggling,przemyt
blend,mieszanka
chancellor,kanclerz
biscuits,ciasteczka
gorilla,goryl
dynasty,dynastia
acquired,nabyty
businesses,firmy
countless,niezliczony
fritz,frytek
brent,Brent
gardener,ogrodnik
barracks,koszary
flirt,flirt
cooks,kucharze
distorted,zniekształcony
carved,rzeźbiony
jumps,skoki
superhero,superbohater
forests,lasy
clapping,klaskanie
psychiatric,psychiatryczny
snuck,skraść się
roughly,mniej więcej
screamed,krzyczał
raja,radża
disappearing,znikający
establishment,ustanowienie
whales,wieloryby
lump,bryła
dwarf,karzeł
environmental,środowiskowy
mam,mama
pint,pół kwarty
loading,załadunek
diplomatic,dyplomatyczny
exclaims,wykrzykuje
context,kontekst
volunteered,zgłosił się na ochotnika
risked,zaryzykował
gangs,gangi
boost,zwiększyć
fax,faks
dante,Dante
partial,częściowy
refusing,odmawianie
gaze,spojrzenie
rene,René
nuisance,niedogodność
terrorism,terroryzm
jerome,Jerome
ungrateful,niewdzięczny
donate,podarować
relieve,łagodzić : uśmierzać
grandchildren,wnuki
felicity,szczęście
maureen,Maureen
represented,reprezentowany
co,współ
neutral,neutralny
philippe,Filip
workin,praca
steering,sterowniczy
rm,pokój
presidential,prezydencki
rental,dzierżawa
challenged,wyzwany
julien,Julian
feeds,kanały
je,je
vegetarian,wegetariański
teasing,przekomarzanie się
surprisingly,zaskakująco
iran,Iran
shrine,świątynia
automatically,automatycznie
timer,regulator czasowy
gasoline,benzyna
juliette,Julia
scouts,zwiadowcy
millie,Millie
google,Google
dorm,sala sypialna
athlete,sportowiec
shiva,Sziwa
robber,bandyta
convent,klasztor
balloons,balony
crawford,Crawford
barb,kolec
enters,wchodzi
maps,mapy
meth,metamfetamina
fruits,owoce
colored,kolorowy
poppy,mak roślina
metro,metro
clarke,Clarke
fernando,Fernando
scully,Scully
resolved,rozwiązany
sessions,sesje
conservative,konserwatywny
rates,stawki
forged,podrobiony
legends,legendy
arrows,strzałki
charley,Charlie
dismiss,odrzucać
authorized,upoważniony
slavery,niewolnictwo
attended,uczęszczany
flows,przepływa
employed,zatrudniony
decorated,ozdobiony
parallel,równoległy
detected,wykryto
grove,gaj
coverage,zasięg
hen,kura
pyramid,piramida
overall,Ogólnie
hum,szum
specially,specjalnie
rebuild,odbudować
exclaiming,wykrzykując
producing,produkujący
sewing,szycie
occasions,okazje
boards,deski
trumpet,trąbka
shaped,ukształtowany
matched,dopasowane
daughter-in-law,synowa
ammo,amunicja
typing,pisanie na maszynie
macgyver,MacGyver
blades,ostrza
thailand,Tajlandia
becca,Becca
wo,co
debris,gruz
luca,Luca
cement,cement
hamlet,mała wioska
nat,nat
communists,komuniści
showers,prysznice
tougher,twardszy
sailors,żeglarze
kitt,kotek
comedian,komik
harassment,molestowanie
missus,żona
monitoring,monitorowanie
smashing,druzgocący
shaved,ogolony
inventory,spis
housekeeper,gospodyni domowa
tribes,plemiona
long-term,długofalowy
vile,podły
gotham,Gotham
imaginary,wyimaginowany
artillery,artyleria
ping,świst
cereal,zboże
zoom,brzęczenie
portion,część
irony,ironia
exceptional,wyjątkowy
slit,szczelina
ss,SS
despise,pogardzać
waltz,walc
humour,humor
crashes,awarie
gu,gu
stammering,jąkający się
coaches,trenerzy
joo,joo
await,czekać na
bryan,Bryan
celebrated,słynny
encouraged,zachęcał
devils,diabły
gag,knebel
telescope,teleskop
verse,werset
stalin,Stalin
e-mails,e-maile
iet,iet
babysitter,opiekunka do dziecka
pr,pr
distinguished,wybitny
licence,licencja
addicted,uzależniony
bauer,Bauer
speeches,przemówienia
wit,dowcip
programmed,zaprogramowany
bliss,rozkosz
donny,Donny
elsa,Elza
com,com
recorder,rejestrator
hides,ukrywa
shameless,bezwstydny
apartments,mieszkanie
tipped,przechylony
turf,darń
tang,posmak
tu,ty
discharged,zwolniony
psychologist,psycholog
duh,no jasne
delete,usuwać
jock,sportowiec
wrath,gniew
estimate,oszacować
tutor,korepetytor
jurisdiction,jurysdykcja
impulse,impuls
penguin,pingwin
tubes,rurki
playground,plac gier i zabaw
sew,szyć
nickel,nikiel
claws,pazury
giants,olbrzymy
daring,śmiały
posters,plakaty
peacefully,pokojowo
rag,szmata
caves,jaskinie
nikita,Nikita
stern,rufowy
condolences,kondolencje
dearly,drogo
humiliation,upokorzenie
worldwide,na całym świecie
cartoon,rysunek
disrespect,brak szacunku
underworld,męt
marble,marmur
lilly,lilia
chun,chun
curly,kręcony
judged,osądzony
bidding,licytacja
erased,wymazany
confuse,pomylić
masterpiece,arcydzieło
pentagon,pięciokąt
oppa,oppa
tow,holowniczy
seduce,uwieść
bathtub,wanna
pets,zwierzęta domowe
bricks,cegły
goa,Goa
hotter,gorętszy
regime,reżim
contempt,pogarda
batch,seria
ramsay,Ramsay
speeding,przyśpieszenie
compartment,przedział
tackle,przybory
wage,płaca
shines,świeci
lifting,podnoszenie
hustle,gwar
inmates,więźniowie
km,kilometrów
psst,psst
scooter,skuter
relatively,stosunkowo
stoned,naćpany
supernatural,nadprzyrodzony
