you,du
distinguished,fornem
licence,licens
addicted,afhængig
bauer,bauer
speeches,taler
wit,vid
programmed,programmeret
bliss,lyksalighed
donny,donny
elsa,Elsa
com,com
recorder,optager
hides,huder
shameless,skamløs
apartments,lejligheder
tipped,tippet
turf,græstørv
tang,tang
tu,ti
discharged,udskrevet
psychologist,psykolog
duh,duh
delete,slet
jock,sportsmand
wrath,vrede
estimate,skøn
tutor,vejleder
jurisdiction,jurisdiktion
impulse,impuls
penguin,pingvin
tubes,rør
playground,legeplads
sew,sy
nickel,nikkel
claws,kløer
giants,giganter
daring,dristig
posters,plakater
peacefully,fredeligt
rag,klud
caves,huler
nikita,Nikita
stern,agterstavn
condolences,kondolence
dearly,kært
humiliation,ydmygelse
worldwide,verden over
cartoon,tegneserie
disrespect,respektløshed
underworld,underverdenen
marble,marmor
lilly,Lilly
chun,chun
curly,krøllet
judged,bedømt
bidding,budgivning
erased,slettet
confuse,forvirre
masterpiece,mesterværk
pentagon,femkant
oppa,opa
tow,bugsere
seduce,forføre
bathtub,badekar
pets,kæledyr
bricks,mursten
goa,Goa
hotter,varmere
regime,regime
contempt,foragt
batch,parti
ramsay,Ramsay
speeding,fartoverskridelser
compartment,rum
tackle,tackle
wage,løn
shines,skinner
lifting,løft
hustle,trængsel
inmates,indsatte
km,km
psst,psst
scooter,løbehjul
relatively,forholdsvis
stoned,stenet
supernatural,overnaturlig
darwin,Darwin
viewers,seere
lorenzo,Lorenzo
treasures,skatte
yankee,Yankee
lang,lang
taco,taco
charts,diagrammer
brigade,brigade
bankrupt,bankerot
marianne,Marianne
bikes,cykler
lookout,udkig
merchandise,varer
slippery,glat
duchess,hertuginde
gulf,afgrund
foam,skum
steals,stjæler
numerous,talrige
ripping,rivning
trusts,trusts
flock,flok
potion,eliksir
fiance,forlovede
glimpse,glimt
invincible,uovervindelig
compensation,kompensation
kettle,kedel
stroll,slentretur
trish,Trish
brendan,Brendan
cafeteria,kantinen
sane,fornuftig
currency,valuta
amsterdam,Amsterdam
radius,radius
verify,verificere
founded,grundlagt
medic,læge
peek,kig
sewer,kloak
vernon,Vernon
callie,Callie
bbc,BBC
hull,skrog
solomon,Salomon
madonna,madonna
toad,tudse
powell,Powell
maxwell,Maxwell
moose,elg
souvenir,souvenir
stitch,sting
compass,kompas
mercury,kviksølv
locking,låsning
edwards,Edwards
frederick,Frederik
dislike,ikke lide
stu,stu
rib,ribben
pamela,Pamela
brace,bøjle
ban,forbyde
gracias,tak
stitches,sting
thrust,fremstød
referred,henvist
achievement,præstation
links,links
denying,benægte
monastery,kloster
newly,nyligt
impatient,utålmodig
recruit,rekruttere
sunk,sunket
ignorance,uvidenhed
drugged,bedøvet
predicted,forudsagt
floyd,Floyd
creator,skaberen
mississippi,Mississippi
civilized,civiliseret
artery,pulsåre
dynamic,dynamisk
competing,konkurrerende
buffy,buffy
distribution,fordeling
turk,tyrker
voiceover,voiceover
stereo,stereoanlæg
ethel,Ethel
ark,arken
carpenter,tømrer
warner,warner
industries,industrier
melted,smeltet
upsetting,forstyrrende
cruz,krus
labs,laboratorier
bluff,bluff
bender,bøjer
unbearable,uudholdelig
narcotics,narkotika
juicy,saftig
eerie,uhyggelig
ingrid,Ingrid
mwah,mwah
slippers,hjemmesko
freaky,skør
vip,VIP
troop,troppe
footprints,fodspor
dani,dani
pact,pagt
apparent,tilsyneladende
repeated,gentaget
foreigner,udlænding
journalists,journalister
employer,arbejdsgiver
penelope,Penelope
grim,barsk
medieval,middelalderlig
damien,Damien
frustrating,frustrerende
rehearse,indstudere
travelled,rejste
preparation,forberedelse
microwave,mikrobølgeovn
denial,afslag
flute,fløjte
juvenile,ung
paddy,rismark
retarded,retarderet
memo,notat
canvas,lærred
fa,fa
symbols,symboler
mccoy,McCoy
daly,daglig
driveway,indkørsel
funky,funky
kitten,killing
nicest,pæneste
deceive,bedrage
negro,neger
chopped,hakket
consultant,konsulent
rifles,rifler
heating,opvarmning
rays,stråler
architecture,arkitektur
gideon,Gideon
butch,slagter
warmer,varmere
contribution,bidrag
advisor,rådgiver
peoples,folkeslag
groceries,dagligvarer
behaved,opførte sig
experiencing,oplever
settling,bosættelse
tractor,traktor
unacceptable,uacceptabel
imitating,efterligne
squadron,eskadrille
briggs,Briggs
smallest,mindste
ethics,etik
gibson,Gibson
devotion,hengivenhed
plumber,blikkenslager
burgers,burgere
knots,knuder
broom,kost
briefing,briefing
curve,kurve
informant,informant
applauding,applauderer
whites,hvide
app,app
andrews,andrews
blog,blog
ox,okse
vase,vase
glance,blik
collective,kollektiv
poles,poler
sixty,tres
fantasies,fantasier
heritage,arv
motherfucking,fucking
fisherman,fisker
armstrong,Armstrong
complained,klagede
nightclub,natklub
willow,pil
preliminary,indledende
server,server
provides,giver
mat,måtte
appreciation,påskønnelse
historic,historisk
jorge,Jorge
promote,fremme
processing,forarbejdning
naples,Napoli
high-pitched,højfrekvent
pumping,pumpning
stalker,forfølger
goats,geder
francine,Francine
smokes,ryger
introduction,indledning
valid,gyldig
portuguese,portugisisk
negotiations,forhandlinger
wheeler,hjulmand
overheard,overhørt
breeding,avl
part-time,deltid
barge,pram
refugees,flygtninge
wah,wah
observed,observeret
tigers,tigre
brothel,bordel
missions,missioner
ashore,i land
panda,panda
discretion,skøn
yale,Yale
disappointing,skuffende
insect,insekt
prophecy,profeti
wanda,Wanda
absent,fraværende
machinery,maskineri
generals,generaler
carrot,gulerod
ferrari,Ferrari
wrecked,ødelagt
gestapo,gestapo
greene,grøn
suggestions,forslag
puff,pust
supportive,støttende
punching,stansning
lulu,lulu
intervention,intervention
layers,lag
hughes,Hughes
scholar,lærd
libby,Libby
predators,rovdyr
accusations,beskyldninger
8th,8.
olympics,OL
accounting,regnskab
jj,jj
expertise,ekspertise
strap,rem
fitz,fitz
darryl,Darryl
butts,numser
approaches,tilgange
flags,flag
embarrassment,forlegenhed
faking,falsk
jamal,Jamal
vanilla,vanilje
grapes,druer
dominic,dominic
beacon,fyrtårn
handkerchief,lommetørklæde
rubbing,gnidning
mallory,Mallory
rustling,raslen
lighten,lysne
flora,floraen
cuban,cubansk
polar,polær
translator,oversætter
congrats,tillykke
passports,pas
grabbing,gribe fat
alf,alf
brotherhood,broderskab
ernest,Ernest
professionals,professionelle
yuan,yuan
understandable,forståelig
banner,banner
academic,akademisk
thuds,bump
sa,lør
publicly,offentligt
orphans,forældreløse
pearls,perler
predator,rovdyr
frances,Frances
addison,Addison
syrup,sirup
cartel,kartel
nash,nash
walsh,Walsh
norma,norma
bluffing,bluffe
permitted,tilladt
unpredictable,uforudsigelig
wagner,Wagner
suspension,affjedring
addresses,adresser
stamps,frimærker
category,kategori
transition,overgang
peas,ærter
cautious,forsigtig
isabella,isabella
comparison,sammenligning
coats,frakker
islam,islam
thugs,bøller
grams,gram
freshman,førsteårsstuderende
toilets,toiletter
banquet,banket
coup,kup
shaken,rystet
investigations,undersøgelser
toothbrush,tandbørste
expressed,udtrykt
vulgar,vulgær
haunt,hjemsøge
improvement,forbedring
zeus,Zeus
murdoch,Murdoch
smelling,lugte
kirby,Kirby
repairs,reparationer
jeong,Jeong
conducted,udført
ollie,ollie
bakery,bageri
busting,sprængende
investigated,undersøgt
admission,adgang
essay,essay
twitter,Twitter
depths,dybder
fewer,færre
guarding,bevogtning
altered,ændret
filing,arkivering
ecstasy,ekstase
snatch,snuppe
stored,gemt
tropical,tropisk
pharmacy,apotek
dalton,dalton
altitude,højde
admired,beundret
dickhead,idiot
priya,Priya
mamma,mor
moe,moe
grind,male
bombay,Bombay
lowest,laveste
makin,gør
sentences,sætninger
mute,stum
fulltime,fuldtid
scratching,kradse
imprisoned,fængslet
danish,dansk
glowing,glødende
zhang,Zhang
martini,martini
leah,Leah
empress,kejserinde
equipped,udstyret
finale,finale
tarzan,Tarzan
storms,storme
sniff,snuse
slick,glat
unarmed,ubevæbnet
violated,overtrådt
vent,aftræk
dd,dd
breakthrough,gennembrud
stud,hingst
addressed,adresseret
tactical,taktisk
vessels,fartøjer
procedures,procedurer
ching,ching
dine,spise
draws,trækker
crowds,folkemængder
limb,lem
wool,uld
montana,Montana
giovanni,Giovanni
jerks,idioter
numb,følelsesløs
oceans,oceaner
priceless,uvurderlig
rocking,gyngende
commanding,kommanderende
relaxing,afslappende
clatters,klaprende
merci,tak
gerard,Gerard
packs,pakker
parlor,salon
cabbage,kål
intruder,ubuden gæst
considerable,betydelig
argued,argumenterede
paladin,paladin
tellin,fortæller
pupils,elever
inspire,inspirere
positively,positivt
igor,Igor
traded,handlet
shipped,afsendt
feminine,feminin
vague,uklar
partly,delvist
6th,6.
insight,indsigt
lucia,Lucia
stages,etaper
screenplay,manuskript
marquis,markis
rahul,Rahul
ripe,moden
awaiting,venter
pigeons,duer
clayton,Clayton
tempted,fristet
inherit,arve
decline,nedgang
pennsylvania,Pennsylvania
fang,hugtand
shitting,skide
tens,tiere
gigantic,gigantisk
guv,chef
readings,aflæsninger
headmaster,rektor
tenth,tiende
seals,sæler
peyton,Peyton
avoided,undgået
blankets,tæpper
overlapping,overlappende
flipped,vendt
yield,udbytte
ads,annoncer
backstage,bag scenen
quiz,quiz
mosque,moske
weaver,væver
puppies,hvalpe
stated,angivet
vicki,Vicki
weirdo,særling
belongings,ejendele
functions,funktioner
reservations,reservationer
chilly,kølig
betsy,betsy
eldest,ældste
traditions,traditioner
factories,fabrikker
feedback,feedback
repeatedly,gentagne gange
exquisite,udsøgt
pickle,syltede agurker
masses,masser
pauline,Pauline
frogs,frøer
crosses,krydser
headaches,hovedpine
arctic,arktisk
reinforcements,forstærkninger
secondary,sekundær
pajamas,pyjamas
roles,roller
asteroid,asteroide
unsub,unsub
mixing,blanding
courier,kurér
jeanne,Jeanne
carrots,gulerødder
fuckers,røvhuller
translated,oversat
longing,længsel
cigars,cigarer
manipulate,manipulere
liberal,liberal
investors,investorer
bun,bolle
sly,snu
pickles,syltede agurker
temperatures,temperaturer
sweetest,sødeste
motto,mottoet
moss,mos
yum,mums
melting,smeltning
yan,yan
requesting,anmodende
lava,lava
kris,Kris
monthly,månedlig
noses,næser
tickle,kildre
ufo,ufo
timothy,Timotheus
stacey,Stacey
midst,midt i
herbert,Herbert
purchased,købt
tis,dette
convenience,bekvemmelighed
flashlight,lommelygte
dewey,Dewey
tripped,udløst
easiest,nemmeste
shouted,råbte
splitting,opdeling
bryce,Bryce
commands,kommandoer
demanded,krævede
cuff,manchet
cosmos,kosmos
curfew,udgangsforbud
instructed,instrueret
notorious,berygtet
prague,Prag
q,q
streak,stribe
equivalent,tilsvarende
pitiful,ynkelig
fin,finne
greeting,hilsen
propaganda,propaganda
doorstep,dørtrin
hilda,Hilda
butterflies,sommerfugle
fascinated,fascineret
jude,Judas
beatrice,Beatrice
miriam,Miriam
dumping,dumpning
karan,karan
condo,ejerlejlighed
fearless,frygtløs
cripple,krøbling
errand,ærinde
halls,haller
imitates,efterligner
harley,Harley
ravi,ravi
gretchen,Gretchen
sailed,sejlede
nico,Nico
baking,bagning
connecting,forbinder
bourbon,bourbon
cathedral,katedral
malone,Malone
bong,bong
tying,binding
lists,lister
strangle,kvæle
stripped,strippet
loans,lån
manchester,Manchester
briefly,kort
tessa,Tessa
unfinished,ufærdige
experimental,eksperimentel
greeks,grækere
lil,lille
mainland,fastland
judgement,dom
stammers,stammer
pike,gedde
liars,løgnere
slot,plads
amazon,Amazon
flooded,oversvømmet
torment,pine
mermaid,havfrue
rapist,voldtægtsforbryder
sanders,slibemaskiner
triggered,udløst
expects,forventer
lisbon,Lissabon
reader,læser
keyboard,tastatur
roam,strejfe
seventeen,sytten
openly,åbent
deacon,diakon
olga,Olga
jackpot,jackpotten
soaked,gennemblødt
printing,trykning
yuck,adr
shorty,lille
extract,ekstrakt
prostitutes,prostituerede
cherish,værdsætte
logs,logfiler
takin,tage
sponge,svamp
bates,bates
cuffs,manchetter
virginity,mødom
torturing,torturering
unity,enhed
coop,hønsehus
forge,smedje
morse,morse
guru,guruen
tai,tai
skilled,dygtig
dev,udvikler
insists,insisterer
calf,kalv
oof,av
allowance,godtgørelse
homosexual,homoseksuel
vijay,Vijay
shapes,former
rosemary,rosmarin
idle,ledig
slaughtered,slagtet
resent,harmes over
cassandra,Kassandra
leaking,utæt
likewise,ligeledes
riddle,gåde
ghetto,ghettoen
sunglasses,solbriller
vega,vega
newest,nyeste
valve,ventil
geek,nørd
fucks,knepper
gangsters,gangstere
pies,tærter
publisher,forlægger
troubling,foruroligende
trembling,rystelser
marathon,maraton
douche,bruser
conducting,dirigerer
sundays,søndage
shrieks,skrig
fiancee,forlovede
frankenstein,frankenstein
summers,somre
wei,wei
liang,liang
burglar,indbrudstyv
spiders,edderkopper
norway,Norge
crops,afgrøder
infant,spædbarn
falcon,falk
pursuing,forfølge
humiliate,ydmyge
hydrogen,brint
karaoke,karaoke
encountered,stødt på
alberto,alberto
corey,Corey
scope,omfang
cultures,kulturer
speakers,højttalere
superstar,superstjerne
orgasm,orgasme
byron,Byron
gravy,sovs
calculations,beregninger
vocal,vokal
severely,alvorligt
hating,hader
novels,romaner
mindy,mindy
boiled,kogt
metaphor,metafor
kindergarten,børnehave
fades,falmer
anders,Anders
fi,fi
brazilian,brasiliansk
devastating,ødelæggende
bea,bea
interfering,forstyrrende
dripping,dryppende
ops,operationer
cuz,fordi
holden,holden
suited,egnet
merciful,barmhjertig
hayley,hayley
affirmative,bekræftende
runaway,løbsk
shoo,sjo
italians,italienere
wales,Wales
santiago,Santiago
adapt,tilpasse
renee,Renée
mal,dårlig
smartest,klogeste
blacks,sorte
struggled,kæmpede
prostitution,prostitution
payback,tilbagebetaling
buenos,godt
vintage,årgang
diapers,bleer
killings,drab
courthouse,retsbygningen
tong,tang
cubs,unger
surfing,surfing
indiana,Indiana
spotlight,rampelyset
frontier,grænse
monte,bjerg
stocks,aktier
patterson,Patterson
holiness,hellighed
denmark,Danmark
isolation,isolation
starters,forretter
resigned,fratrådte
acquainted,bekendt
meow,miav
appearances,optrædener
loft,loft
snitch,stikker
ribbon,bånd
dares,tør
greatness,storhed
fallon,Fallon
coolest,sejeste
decency,anstændighed
mayday,majdag
michigan,michigan
reactor,reaktor
buckle,spænde
vanity,forfængelighed
simmons,Simmons
earning,optjening
marriages,ægteskaber
docks,dokker
lopez,López
alleged,påstået
asap,hurtigst muligt
preparations,forberedelser
bugging,aflytning
conquered,erobret
cuckoo,gøg
crib,krybbe
yogurt,yoghurt
secondly,for det andet
nixon,Nixon
portland,Portland
fishy,fisket
flick,svirp
scratched,ridset
muffin,muffin
hale,sund
tailor,skrædder
chimney,skorsten
nuns,nonner
ezra,Ezra
packet,pakke
homemade,hjemmelavet
farming,landbrug
genuinely,oprigtigt
rumours,rygter
daniels,Daniels
blouse,bluse
kite,glente
buses,busser
hassan,hassan
rhyme,rim
invaded,invaderede
quentin,Quentin
equation,ligning
transmitter,sender
morons,idioter
lime,kalk
rotting,rådner
remorse,anger
otis,Otis
marker,markør
aiming,sigte
adds,tilføjer
chores,pligter
gem,perle
blasted,sprængt
grabs,griber
courageous,modig
determination,bestemmelse
beaver,bæver
publishing,forlagsvirksomhed
crickets,fårekyllinger
well-known,velkendt
exercises,øvelser
testament,testamente
apocalypse,apokalypse
phew,pyha
dicks,pikke
paralyzed,lammet
headlines,overskrifter
stripes,striber
santos,santos
breaths,åndedrag
abort,afbryde
heap,bunke
ketchup,ketchup
responded,svarede
edmund,Edmund
gracie,Gracie
protects,beskytter
tummy,mave
hog,gris
yakuza,yakuza
weeping,gråd
fragments,fragmenter
catastrophe,katastrofe
bp,bp
churches,kirker
pins,nåle
shaving,barbering
legit,legitim
yoo,yoo
targeted,målrettet
simpler,enklere
noticing,bemærker
rover,rover
lars,Lars
moreover,desuden
releasing,frigivelse
fascist,fascist
greta,Greta
spitting,spytte
colt,hingst
tristan,Tristan
hardy,hårdfør
truce,våbenstilstand
plaza,pladsen
bronze,bronze
guarded,bevogtet
airline,flyselskab
ramon,Ramon
incapable,ude af stand til
punches,slag
sanchez,Sánchez
hq,hovedkvarter
privately,privat
vatican,Vatikanet
surround,omgive
barrett,Barrett
edna,Edna
alvin,Alvin
consolation,trøst
gutter,tagrende
lan,lan
astonishing,forbavsende
broker,mægler
seizure,anfald
fright,forskrækkelse
leaning,læner sig
mic,mikrofon
scarlett,Scarlett
berry,bær
paulie,Paulie
lacking,mangler
verge,randen
lucifer,Lucifer
contribute,bidrage
jewellery,smykker
richards,Richards
erotic,erotisk
feng,feng
siblings,søskende
est,est
dre,dre
cass,kasse
disk,disk
op,op
comics,tegneserier
obstacle,hindring
ale,øl
coral,koral
hamburger,hamburger
biscuit,kiks
redemption,forløsning
thug,bølle
concussion,hjernerystelse
martinez,martinez
disgust,afsky
wright,Wright
nsa,NSA
arise,opstå
celebrities,berømtheder
kev,kev
dolphins,delfiner
kidneys,nyrer
leaked,lækket
solving,løsning
plasma,plasma
singapore,Singapore
scram,skramle
regain,genvinde
conductor,leder
ministers,ministre
gender,køn
removing,fjernelse
cocky,selvsikker
richest,rigeste
deciding,beslutte
poo,afføring
dispute,bestride
brute,brutal
incidents,hændelser
telly,fjernsyn
capsule,kapsel
chefs,kokke
psychopath,psykopat
dumpster,container
lire,lire
jarod,Jarod
bind,binde
chops,koteletter
crust,skorpe
poorly,dårligt
weighs,vejer
bundle,bundt
vibrating,vibrerende
ricardo,Ricardo
encouraging,opmuntrende
dwayne,Dwayne
polo,polo
singers,sangere
ada,ada
meteor,meteor
firmly,fast
prettiest,smukkeste
hormones,hormoner
starboard,styrbord
chauffeur,chauffør
download,downloade
garrison,garnisonen
recovering,bedring
heated,opvarmet
hillary,Hillary
cctv,videoovervågning
postcard,postkort
darlin,skat
convert,konvertere
celia,Celia
abi,abi
sissy,tøsedreng
reef,rev
treasury,statskassen
calmly,roligt
mathematics,matematik
ar,år
ups,op
shameful,skammeligt
abbey,kloster
strategic,strategisk
wrists,håndled
payroll,lønningsliste
beethoven,Beethoven
immense,umådelig
heartless,hjerteløs
magnus,magnus
banged,kneppet
montgomery,Montgomery
protector,protektor
michelangelo,michelangelo
teller,kasserer
raging,rasende
applying,anvender
mop,mop
sol,sol
atom,atom
paolo,Paolo
unload,losse
detector,detektor
switching,skift
handles,håndtag
favorites,favoritter
stinky,stinkende
lina,lina
norton,Norton
regional,regional
heil,heil
richer,rigere
secrecy,hemmelighed
thighs,lår
rigged,rigget
thesis,afhandling
zeke,Zeke
consumed,forbrugt
ahold,hold
tuned,tunet
atlantis,Atlantis
repaired,repareret
leverage,gearing
winnie,Winnie
weary,træt
costa,costa
rue,fortrydelse
cowboys,cowboys
employ,beskæftige
provoke,provokere
stool,afføring
postpone,udsætte
