you,Du
forrest,Wald
shaun,Shaun
continental,kontinental
bookstore,Buchhandlung
balanced,ausgewogen
workplace,Arbeitsplatz
theta,Theta
ramsey,Ramsey
dixie,Dixie
bankers,Banker
dumbass,Dummkopf
superstitious,abergläubisch
clause,Klausel
fudge,Fudge
bennet,Bennet
assignments,Aufgaben
councilman,Stadtrat
slogan,Slogan
trinity,Dreieinigkeit
quadrant,Quadrant
boarded,verbarrikadiert
ivory,Elfenbein
velocity,Geschwindigkeit
composer,Komponist
mccarthy,McCarthy
initiated,initiiert
covert,verdeckt
builder,Bauherr
insignificant,unbedeutend
dire,schrecklich
gears,Getriebe
comply,einhalten
credentials,Zugangsdaten
organizations,Organisationen
applaud,applaudieren
trend,Trend
providence,Vorsehung
sparkle,funkeln
chump,Trottel
derrick,Bohrturm
donations,Spenden
flooding,Überschwemmung
maintained,gepflegt
snowing,Schnee
shaolin,Shaolin
ladyship,Ehrwürdige
artifacts,Artefakte
allegedly,angeblich
howl,heulen
deploy,einsetzen
showtime,Show Time
thornton,Thornton
deposition,Ablagerung
fractures,Frakturen
handshake,Händedruck
neglect,Vernachlässigung
adapted,angepasst
patrols,Patrouillen
bess,Bess
cyber,Cyber
hetty,Hetty
protocols,Protokolle
overdue,überfällig
slayer,Mörder
headphones,Kopfhörer
identities,Identitäten
appoint,ernennen
rotation,Drehung
solely,nur
tasha,Tasha
aging,Altern
pitching,Werfen
examining,Untersuchung
viewing,Ansicht
memorize,auswendig lernen
freshen,erfrischen
mango,Mango
valued,geschätzt
sonar,Sonar
crichton,Crichton
decay,Verfall
eu,EU
nightfall,Einbruch der Dunkelheit
olives,Oliven
miniature,Miniatur
omen,Omen
kristin,Kristin
bai,bai
chum,Kumpel
posse,Bande
mutiny,Meuterei
toaster,Toaster
span,Spanne
jumbo,Jumbo
blames,Schuldzuweisungen
mystical,mystisch
researchers,Forscher
exposing,Enthüllung
dung,Dung
welsh,Walisisch
frat,Studentenverbindung
waterfall,Wasserfall
lifts,Aufzüge
disgusted,angewidert
yikes,Autsch!
windshield,Windschutzscheibe
akira,Akira
maintaining,Aufrechterhaltung
receives,empfängt
plantation,Plantage
antenna,Antenne
bodyguards,Leibwächter
havana,Havanna
anya,Anya
edit,bearbeiten
superficial,oberflächlich
allergies,Allergien
invites,Einladungen
comparing,Vergleich
dirk,Dolch
cartoons,Cartoons
mexicans,Mexikaner
timber,Holz
supervision,Aufsicht
siberia,Sibirien
winding,Aufwicklung
rust,Rost
intensity,Intensität
hiccup,Schluckauf
francois,François
johan,Johan
jogging,Jogging
confrontation,Konfrontation
flyers,Flyer
trustworthy,vertrauenswürdig
jarvis,Jarvis
coaster,Achterbahn
paragraph,Absatz
mosquitoes,Mücken
adios,adios
lovin,lovin
unexpectedly,unerwartet
russo,Russo
amuse,amüsieren
splashing,spritzend
soviets,Sowjets
lorry,LKW
dominate,dominieren
bundy,Bundy
howie,Howie
jp,jp
unreal,unwirklich
screens,Bildschirme
mouthing,Mundbewegungen
failures,Ausfälle
commanded,befahl
recon,Aufklärung
representation,Darstellung
bending,Biegung
gallant,galant
satisfying,befriedigend
cheater,Betrüger
pornography,Pornographie
urn,Urne
assign,zuordnen
uncles,Onkel
vine,Rebe
auspicious,glückverheißend
tripping,Stolpern
seafood,Meeresfrüchte
mellow,weich
announcing,Ankündigung
resumes,Lebensläufe
hawaiian,hawaiisch
ac,Klimaanlage
centers,Zentren
adultery,Ehebruch
scatter,streuen
lotion,Lotion
opposing,Gegner
dominated,dominierte
unpack,auspacken
violate,verletzen
transmit,übertragen
testicles,Hoden
zhao,zhao
ames,Ames
kayla,Kayla
hungary,Ungarn
albums,Alben
wellbeing,Wohlbefinden
porridge,Haferbrei
gavel,Hammer
prem,prem
rattles,Rasseln
eliot,Eliot
titties,Titten
strengthen,stärken
sensitivity,Empfindlichkeit
fitzgerald,Fitzgerald
tamara,Tamara
removal,Entfernung
sacks,Säcke
downloaded,heruntergeladen
morocco,Marokko
sniffling,Schniefen
crowns,Kronen
saddam,Saddam
nerds,Nerds
accepts,akzeptiert
hive,Bienenstock
radha,Radha
outdoor,im Freien
raquel,Raquel
dew,Tau
ing,ing
mt,Berg
currents,Ströme
explanations,Erklärungen
soaking,Einweichen
tanaka,Tanaka
vitals,Vitalfunktionen
navigation,Navigation
joins,tritt bei
intrigued,fasziniert
harp,Harfe
margin,Marge
everett,Everett
anthem,Hymne
aa,aa
kylie,Kylie
distracting,ablenkend
fertility,Fruchtbarkeit
amazingly,erstaunlich
horrific,entsetzlich
indictment,Anklage
superstition,Aberglaube
ultrasound,Ultraschall
shifted,verschoben
sincerity,Aufrichtigkeit
hamburg,Hamburg
davy,Davy
trashed,zerstört
casper,Casper
dumplings,Teigtaschen
digest,verdauen
whacked,gerädert
jacks,Buchsen
casualty,Opfer
bethany,Bethany
thump,Schlag
proportion,Anteil
quantity,Menge
janine,Janine
deceiving,täuschend
weave,weben
hikaru,hikaru
sdh,sdh
corrupted,beschädigt
gallows,Galgen
budge,Budget
fraction,Fraktion
afar,in der Ferne
hiroshi,Hiroshi
leela,Leela
measurements,Messungen
landlady,Wirtin
certified,zertifiziert
dusk,Dämmerung
luisa,Luisa
insisting,darauf bestehen
hilton,Hilton
indoors,drinnen
hawkeye,Falkenauge
saliva,Speichel
homey,gemütlich
whispered,flüsterte
maura,Maura
cyanide,Zyanid
marched,marschierten
accounted,berücksichtigt
diver,Taucher
eligible,berechtigt
robbins,Robbins
messes,Chaos
abandoning,Aufgabe
blossoms,Blüten
wiggle,wackeln
awaken,wecken
cid,cid
stained,befleckt
ballard,Ballade
elevated,erhöht
ryo,ryo
transparent,transparent
unclear,unklar
strokes,Striche
aria,Arie
hwa,hwa
solidarity,Solidarität
sidekick,Sidekick
starter,Anlasser
regarded,betrachtet
corinne,Corinne
vulcan,Vulkan
bradford,Bradford
godzilla,Godzilla
belgian,Belgier
seemingly,scheinbar
cling,haften
components,Komponenten
vibrates,vibriert
missouri,Missouri
constance,Konstanz
batting,Schlag
chanel,Chanel
sap,Saft
marbles,Murmeln
shifting,Verschiebung
wiping,Abwischen
refill,Nachfüllung
famine,Hungersnot
sneeze,niesen
puzzles,Rätsel
provisions,Bestimmungen
shite,Scheiße
walkin,begehbar
syringe,Spritze
platinum,Platin
preferably,vorzugsweise
oyster,Auster
exhaust,Auspuff
electromagnetic,elektromagnetische
consumer,Verbraucher
lasagna,Lasagne
barnaby,Barnaby
catastrophic,katastrophal
winchester,Winchester
evacuated,evakuiert
serge,Serge
relic,Relikt
describes,beschreibt
merger,Fusion
muck,Dreck
buds,Knospen
socially,sozial
enlisted,eingezogen
deposits,Einlagen
philippines,Philippinen
archbishop,Erzbischof
smuggle,schmuggeln
climax,Höhepunkt
progressive,progressiv
wheezing,Keuchen
singles,Einzel
pillar,Säule
fearful,ängstlich
spade,Spaten
saucer,Untertasse
ratio,Verhältnis
craving,Verlangen
addicts,Süchtige
clifford,Clifford
orson,Orson
nashville,Nashville
beauties,Schönheiten
obscure,obskur
signora,Signora
troublesome,lästig
rubble,Schutt
largely,weitgehend
fong,fong
irina,Irina
ahn,ahn
admiration,Bewunderung
lizzy,Lizzy
flap,Klappe
brutality,Brutalität
mariana,Mariana
prevail,sich durchsetzen
tattooed,tätowiert
brats,Gören
anguish,Pein
whim,Laune
nada,nada
leaks,Lecks
cum,Sperma
cupid,Amor
hana,Hana
colonial,Kolonialzeit
frau,Frau
speeds,Geschwindigkeiten
perpetrator,Täter
watermelon,Wassermelone
emptied,geleert
sponsored,gesponsert
rooftop,Dach
athena,Athene
managers,Manager
extraction,Extraktion
stat,Statistik
rhino,Nashorn
diarrhea,Durchfall
disregard,ignorieren
warmed,erwärmt
goggles,Brille
colombia,Kolumbien
struggles,Schwierigkeiten
fitness,Fitness
scalp,Kopfhaut
veterans,Veteranen
suitcases,Koffer
watchman,Wächter
caress,streicheln
devlin,Devlin
exclusively,ausschließlich
disciple,Schüler
misty,neblig
aura,Aura
helm,Helm
crockett,Krocket
inhale,einatmen
buckets,Eimer
adored,verehrt
shillings,Schillinge
kari,Kari
tents,Zelte
revoir,revoir
hedge,Hecke
snorting,Schnauben
viper,Viper
digger,Bagger
breaker,Unterbrecher
meatballs,Fleischbällchen
suppress,unterdrücken
witty,witzig
wonderfully,wunderbar
shogun,Shogun
encouragement,Ermutigung
intercepted,abgefangen
goddamned,verdammt
posting,Beitrag
cleanse,reinigen
competitor,Wettbewerber
abbot,Abt
trenches,Schützengräben
sizzling,brutzelnd
lyon,Lyon
mustang,Mustang
kg,kg
rested,ausgeruht
reflected,reflektiert
standup,Stand-up
habitat,Lebensraum
molecular,molekular
obnoxious,unausstehlich
wraith,Gespenst
sarcasm,Sarkasmus
tung,Tung
renowned,renommierte
tofu,Tofu
wildly,wild
blondie,Blondine
refund,Erstattung
goon,Idiot
pulp,Zellstoff
exaggerated,übertrieben
embedded,eingebettet
chateau,Chateau
harlan,Harlan
provoked,provoziert
antony,Antonius
guido,Guido
nile,Nil
alfie,Alfie
cages,Käfige
skates,Schlittschuhe
resemble,ähneln
sticker,Aufkleber
lennox,Lennox
unstoppable,unaufhaltsam
veal,Kalbfleisch
fe,fe
isle,Insel
characteristics,Eigenschaften
earthquakes,Erdbeben
coldblooded,kaltblütig
ambushed,Hinterhalt
zap,zapp
reaper,Schnitter
deployed,bereitgestellt
biblical,biblische
puck,Puck
mystic,Mystiker
aya,Aya
gaby,Gaby
intends,beabsichtigt
muffins,Muffins
speedy,schnell
republicans,Republikaner
bolts,Bolzen
enrique,Enrique
hoax,Falschmeldung
raided,durchsucht
intersection,Überschneidung
presently,gegenwärtig
supplier,Anbieter
shuffle,Shuffle
edited,bearbeitet
rubbed,gerieben
vegan,vegan
outdoors,draußen
distinctive,unverwechselbar
upcoming,demnächst
brighton,Brighton
wagons,Wagen
granger,Granger
peeing,Urinieren
oracle,Orakel
glitter,funkeln
amulet,Amulett
suspend,aussetzen
guild,Gilde
convertible,Cabriolet
squared,kariert
battling,kämpfen
steward,Steward
weston,Weston
gateway,Tor
rites,Riten
distributed,verteilt
pavement,Gehweg
projector,Projektor
rugby,Rugby
jt,jt
fragment,Fragment
baldwin,Baldwin
obscene,obszön
zebra,Zebra
raping,Vergewaltigung
analyst,Analytiker
eta,eta
elbows,Ellbogen
detonator,Zünder
disneyland,Disneyland
rails,Schienen
earthly,irdisch
modesty,Bescheidenheit
assess,bewerten
vinci,Vinci
librarian,Bibliothekar
moran,Moran
suffice,genügen
gravitational,gravitative
crowley,Crowley
slumber,schlummern
homie,Kumpel
bribes,Bestechungsgelder
aces,Asse
sodium,Natrium
hubert,Hubert
trajectory,Flugbahn
credible,glaubwürdig
declined,abgelehnt
canary,Kanarienvogel
eyesight,Sehvermögen
jug,Krug
duplicate,Duplikat
developments,Entwicklungen
capitalism,Kapitalismus
polished,poliert
defenses,Verteidigung
xi,xi
crates,Kisten
fences,Zäune
differ,abweichen
hodgins,Hodgins
enzo,Enzo
chaotic,chaotisch
gardening,Gartenarbeit
gram,Gramm
tinker,basteln
forecast,Vorhersage
ti,ti
pinched,gekniffen
tangled,verwickelt
macy,Macy
plunge,stürzen
bulletproof,kugelsicher
module,Modul
firewood,Brennholz
pizzas,Pizzen
overly,übermäßig
retail,Einzelhandel
novak,Novak
grover,Grover
arturo,Arturo
appalling,entsetzlich
rows,Zeilen
felicia,Felicia
concentrating,Konzentration
transferring,Übertragung
mash,Maische
growl,knurren
sliced,in Scheiben geschnitten
rewards,Belohnungen
braces,Zahnspange
livestock,Vieh
users,Nutzer
recruiting,Rekrutierung
gunman,Bewaffneter
dictate,diktieren
bathrooms,Badezimmer
nobles,Adelige
picky,wählerisch
linus,Linus
platter,Teller
vultures,Geier
organism,Organismus
sweeter,süßer
scarecrow,Vogelscheuche
manufacturing,Herstellung
pup,Welpe
mitzvah,Mizwa
crackles,Knistern
proudly,stolz
interpreter,Interpreter
leigh,Leigh
genetically,genetisch
frying,Braten
redeem,tilgen
cara,Cara
ledge,Leiste
qing,Qing
tyranny,Tyrannei
charleston,Charleston
cutest,süßesten
skins,Skins
rosy,rosig
nomination,Nominierung
textbook,Lehrbuch
descendants,Nachkommen
sabine,Sabine
saunders,Saunders
hast,hast
dubois,Dubois
finland,Finnland
loretta,Loretta
unsolved,ungelöst
pioneer,Pionier
ramirez,Ramírez
suzie,Suzie
hugged,umarmte
angelica,Engelwurz
cesare,Cesare
throttle,Gaspedal
powered,angetrieben
carving,Carving
thrive,gedeihen
allergy,Allergie
icu,Intensivstation
suzy,Suzy
pong,Pong
squares,Quadrate
alphabet,Alphabet
threesome,Dreier
accordingly,entsprechend
sect,Sekte
maternity,Mutterschaft
scarce,spärlich
internship,Praktikum
morty,Morty
tones,Töne
sirs,meine Herren
unwell,unwohl
nellie,Nellie
import,Import
temporal,zeitlich
mohammed,Mohammed
anticipate,antizipieren
democrats,Demokraten
pfft,pfft
terminated,beendet
spree,Spree
ami,ami
interviewer,Interviewer
respectfully,respektvoll
futile,zwecklos
dictator,Diktator
stuffy,stickig
wai,wari
mammals,Säugetiere
fasten,befestigen
neptune,Neptun
giggle,kichern
grandchild,Enkel
pharmaceutical,pharmazeutisch
persian,persisch
tactic,Taktik
itching,Juckreiz
observer,Beobachter
tesla,Tesla
wallpaper,Tapete
thorne,Thorne
jiang,Jiang
austrian,österreichisch
output,Ausgabe
goliath,Goliath
trophies,Trophäen
joyful,froh
spouse,Ehepartner
giorgio,Giorgio
rightly,zu Recht
hobbies,Hobbys
vito,Vito
naming,Benennung
yates,Yates
stale,abgestanden
teamwork,Teamarbeit
obedient,gehorsam
switches,Schalter
rating,Bewertung
regulation,Verordnung
raving,rasend
dioxide,Kohlendioxid
boner,Erektion
bc,bc
implant,implantieren
mari,Mari
satisfactory,zufriedenstellend
espresso,Espresso
bach,Bach
sleeper,Schläfer
construct,Konstrukt
rations,Verpflegung
munch,mampfen
anjali,Anjali
coordinate,koordinieren
stag,Hirsch
dominique,Dominique
backseat,Rücksitz
chrissy,Chrissy
analyzed,analysiert
reschedule,neu terminieren
uphold,aufrechterhalten
sorority,Schwesternschaft
bono,Bono
princeton,Princeton
inconvenient,unbequem
crumbs,Krümel
reconstruction,Wiederaufbau
pipeline,Pipeline
reunited,wiedervereint
confidentiality,Vertraulichkeit
embraced,umarmt
overruled,aufgehoben
enlightenment,Aufklärung
puddle,Pfütze
mortals,Sterbliche
comfortably,bequem
vlad,Vlad
misha,Misha
ukraine,Ukraine
swam,schwamm
annette,Annette
demonic,dämonisch
sora,Sora
demise,Untergang
donatello,Donatello
fungus,Pilz
barefoot,barfuß
tacos,Tacos
skeletons,Skelette
beak,Schnabel
fanfare,Fanfare
maryland,Maryland
felipe,Felipe
picard,Picard
mascot,Maskottchen
drastic,drastisch
proceeding,Fortsetzung
presidents,Präsidenten
intrude,eindringen
stiles,Stollen
sums,Summen
deprived,beraubt
advertisement,Werbung
farting,Furzen
straightened,begradigt
foremost,in erster Linie
adjustment,Einstellung
charade,Farce
blanks,Leerzeichen
stig,Stigma
puncture,Punktion
spank,Spanking
utah,Utah
booing,Buhrufe
abs,Bauchmuskeln
minimal,minimal
gals,Mädchen
flashes,Blitze
andrei,Andrei
requirements,Anforderungen
greenhouse,Gewächshaus
marx,Marx
vermont,Vermont
comprehend,begreifen
canoe,Kanu
baton,Taktstock
arsehole,Arschloch
graduating,Abschluss
partially,teilweise
sensing,Wahrnehmung
kinky,pervers
titans,Titanen
microscope,Mikroskop
intimidating,einschüchternd
ren,ren
babu,Babu
territories,Gebiete
vaguely,vage
geese,Gänse
hardship,Not
karin,Karin
exceptions,Ausnahmen
jing,Jing
gramps,Opa
doubles,Doppel
knitting,Stricken
slowed,verlangsamt
administrator,Administrator
blacksmith,Schmied
ctu,ctu
tolling,Maut
correspondence,Korrespondenz
fashionable,modisch
overlooked,übersehen
siobhan,Siobhan
matron,Matrone
arcade,Arkade
gestures,Gesten
lonnie,Lonnie
quits,quitt
outnumbered,zahlenmäßig unterlegen
lockhart,Lockhart
verbal,verbal
mc,mc
terminate,beenden
hosts,Gastgeber
rye,Roggen
chirps,Zirpen
presidency,Präsidentschaft
roberta,Roberta
devote,widmen
dumps,Müllhalden
hallo,Hallo
improvise,improvisieren
monique,Monique
pooh,Puuh
starship,Raumschiff
spades,Pik
fumes,Dämpfe
cawing,krächzen
aluminum,Aluminium
squeak,quietschen
drafted,entworfen
ssh,ssh
everest,Everest
michaels,Michaels
commonwealth,Commonwealth
candace,Candace
cappuccino,Cappuccino
cucumber,Gurke
inventor,Erfinder
folder,Ordner
slamming,slammen
favours,Gefallen
peppers,Paprika
appeals,Berufungen
walton,Walton
reasoning,Argumentation
adequate,angemessen
snickers,Snickers
glued,geklebt
ifs,wenn
nets,Netze
hangar,Hangar
godmother,Patin
empty-handed,mit leeren Händen
forum,Forum
joys,Freuden
foolishness,Torheit
sybil,Sybil
crest,Kamm
playful,spielerisch
peers,Gleichaltrige
horrors,Horrors
grownups,Erwachsene
bleach,bleichen
disastrous,katastrophal
lineup,ausrichten
glamour,Glanz
coronation,Krönung
halo,Halo
highlight,Highlight
ziva,Ziva
ponies,Ponys
errors,Fehler
viv,viv
alvarez,Álvarez
pluto,Pluto
weights,Gewichte
arabia,Arabien
imperative,Imperativ
trader,Händler
galileo,Galileo
tainted,verdorben
drugstore,Drogerie
lenses,Linsen
obstruction,Obstruktion
segment,Segment
envious,neidisch
gertrude,Gertrude
twisting,verdrehen
nikolai,Nikolai
insured,versichert
overlook,übersehen
icon,Symbol
rollin,rollin
commentator,Kommentator
pitt,Pitt
camilla,Camilla
cerebral,zerebral
qin,Qin
zelda,Zelda
spoiling,Verderben
tsar,Zar
frames,Rahmen
cushion,Kissen
divers,Taucher
hallowed,geheiligt
chute,Rutsche
cavity,Hohlraum
reds,Rot
volcanoes,Vulkane
angelina,Angelina
sahib,Sahib
strung,bespannt
watts,Watt
monopoly,Monopol
bros,Brüder
immigrant,Immigrant
back-up,Backup
apache,Apache
caffeine,Koffein
squeezing,Quetschen
postponed,verschoben
encounters,Begegnungen
stuttering,Stottern
rut,Furche
calmed,beruhigt
opener,Öffner
baek,Baek
impotent,impotent
tabs,Registerkarten
franchise,Franchise
entity,juristische Person
slimy,schleimig
hygiene,Hygiene
andi,andi
containment,Eindämmung
knickers,Schlüpfer
jumpy,nervös
pistols,Pistolen
irregular,irregulär
lowly,niedrig
controller,Regler
rung,Sprosse
hades,Hades
anarchy,Anarchie
wisely,weise
blackmailed,erpresst
dudley,Dudley
dramatically,dramatisch
researching,recherchieren
borg,borg
touchy,empfindlich
fay,Fay
seventy,siebzig
bullies,Mobber
stealth,Tarnung
divisions,Abteilungen
yearbook,Jahrbuch
abdul,Abdul
poll,Umfrage
blinds,Jalousie
sneezes,Niesen
bigfoot,Bigfoot
ninety,neunzig
dharma,Dharma
cramp,Krampf
cockpit,Cockpit
truthful,wahrheitsgemäß
lilith,Lilith
ghastly,grässlich
edwin,Edwin
whines,jammert
corrections,Korrekturen
missionary,Missionar
infinity,Unendlichkeit
cola,Cola
penance,Buße
moist,feucht
sham,Schein
investor,Investor
founding,Gründung
caldwell,Caldwell
orientation,Orientierung
captains,Kapitäne
flop,Flop
columbo,Columbo
jamming,Blockierung
yoo-hoo,Juhu!
crossroads,Kreuzung
infrared,Infrarot
pleading,Bitten
sven,Sven
carroll,Carroll
flushed,gespült
magda,Magda
gaming,Spiele
gurgling,Glucksen
vinny,Vinny
prairie,Prärie
component,Komponente
saudi,Saudi-Arabien
slapping,Ohrfeigen
gases,Gase
aching,schmerzen
lau,Lau
abusive,missbräuchlich
vermin,Ungeziefer
bracelets,Armbänder
tyre,Reifen
rift,Riss
wiring,Verdrahtung
gauge,Messgerät
robby,Robby
lifelong,lebenslange
abstract,Abstrakt
pilgrimage,Wallfahrt
theoretically,theoretisch
mythology,Mythologie
johnnie,Johnnie
photographers,Fotografen
wilma,Wilma
render,machen
rocked,gerockt
iq,IQ
licked,abgeleckt
android,Android
rhythmic,rhythmisch
pianist,Pianist
clover,Klee
unwanted,unerwünscht
salvador,Salvador
troupe,Truppe
feat,feat
primarily,in erster Linie
preposterous,absurd
drying,Trocknung
unseen,ungesehen
raoul,Raoul
vulture,Geier
constantine,Konstantin
outlet,Outlet
git,git
pictured,abgebildet
functional,funktional
nitrogen,Stickstoff
cc,cc
lest,damit
right-hand,rechte Hand
speechless,sprachlos
delusions,Wahnvorstellungen
peeping,Spanner
follow-up,nachverfolgen
refrain,Refrain
jerking,zucken
engaging,fesselnd
accountable,verantwortlich
piles,Pfähle
ch,ch
intro,Einleitung
rescuing,Rettung
orgy,Orgie
zane,zane
jaguar,Jaguar
prue,prue
concerts,Konzerte
schemes,Programme
abusing,Missbrauch
fatigue,Ermüdung
taj,Taj Mahal
charitable,wohltätig
lili,Lili
attracts,zieht an
stirred,gerührt
invaders,Eindringlinge
wench,Weibsbild
kittens,Kätzchen
riggs,Takelage
gras,Gras
heartbroken,untröstlich
suffocating,erstickend
youse,du
underage,minderjährig
amar,Amar
bugged,verbuggt
dimitri,Dimitri
klinger,Klinger
metropolitan,Metropolitan-
unions,Gewerkschaften
worf,Worf
cds,CDs
hamster,Hamster
omelet,Omelett
humility,Demut
grad,Absolvent
obedience,Gehorsam
grub,roden
victorian,viktorianisch
lassie,Mädchen
posed,gestellt
conway,Conway
resentment,Ressentiment
didi,didi
locke,Locke
dat,Daten
booming,boomend
aunts,Tanten
shay,Shay
brigadier,Brigadegeneral
intrusion,Intrusion
hedgehog,Igel
recipes,Rezepte
tacky,klebrig
hk,hk
saviour,Retter
physicist,Physiker
yonder,drüben
admiring,bewundernd
anyplace,überall
forfeit,verlieren
lullaby,Wiegenlied
oasis,Oase
unleash,entfesseln
avengers,Avengers
indifferent,gleichgültig
boxers,Boxer
truthfully,wahrheitsgemäß
organise,organisieren
actresses,Schauspielerinnen
grin,Grinsen
arranging,arrangieren
voila,voilà
hydra,Hydra
shutters,Fensterläden
pearson,Pearson
genesis,Genesis
daria,Daria
energetic,energisch
postal,Post-
henrik,Henrik
