you,אַתָה
alarms,אַזעָקָה
gaining,זְכִיָה
quarterback,קוורטרבק
maxine,מקסין
eminence,בְּלִיטָה
willingly,בְּחֵפֶץ לֵב
investigators,חוקרים
speculation,ספֵּקוּלָצִיָה
clearer,ברור יותר
gino,ג'ינו
cheeky,חָצוּף
powerless,חֲסַר אוֹנִים
lapd,lapd
cruelty,אַכְזָרִיוּת
external,חִיצוֹנִי
arjun,ארג'ון
quarantine,בידוד
shush,לְהַשְׁתִיק
allegations,האשמות
tito,טיטו
sands,חולות
spelling,אִיוּת
che,צ'ה
headline,כּוֹתֶרֶת
taliban,טליבאן
tablet,לוּחַ
founder,מְיַסֵד
gandhi,גנדי
squash,סקווֹשׁ
josie,ג'וזי
jets,מטוסי סילון
saloon,מִסְבָּאָה
tuition,הוֹרָאָה
tame,מְאוּלָף
occasional,מִקרִי
apologized,התנצל
clinical,קליני
serpent,נָחָשׁ
criticism,בִּקוֹרֶת
sawyer,נַסָר
fading,דוֹהֶה
viktor,ויקטור
prop,לִתְמוֹך
shoved,דחף
mend,לְתַקֵן
lonesome,גַלמוּד
separately,לְחוּד
reg,רג
evie,איווי
legion,לִגִיוֹן
tsk,טסק
arabs,ערבים
accompanied,מְלוּוֶה
tread,לִדרוֹך
findings,ממצאים
toronto,טורונטו
exploit,לְנַצֵל
proposing,מציע
shi,שי
scorpion,עַקרָב
zoey,זואי
curb,לְרַסֵן
opium,אוֹפִּיוּם
athletic,אַתלֵטִי
bombed,הופגז
jumper,קַפצָן
weaker,חלש יותר
suing,תביעה
bianca,ביאנקה
seminar,סֵמִינָר
confirms,מאשר
commence,לְהַתְחִיל
plains,מישורים
debra,דברה
readers,קוראים
neglected,מוּזנָח
tavern,מִסְבָּאָה
worthwhile,כְּדַאי
morale,מוֹרָל
cleaners,חומרי ניקוי
caviar,קַוויָאר
welcoming,קבלת פנים
kimberly,קימברלי
evaluation,הַעֲרָכָה
occurs,מתרחש
rituals,טקסים
morton,מורטון
disguised,מְחוּפָּשׂ
precision,דִיוּק
cube,קוּבִּיָה
revelation,הִתגַלוּת
titanic,כַּבִּיר
realizing,להבין
doggy,כלבלב
babbling,ממלמל
cheung,צ'ונג
dora,דורה
tenant,שׂוֹכֵר
riches,עוֹשֶׁר
diabetes,סוּכֶּרֶת
alternate,לְהַחלִיף
diversion,הַסָחָה
effectively,ביעילות
dedication,הַקדָשָׁה
wager,לְהַמֵר
companions,בני לוויה
sinclair,סינקלייר
bailed,בערבות
smelly,מַסרִיחַ
ratings,דירוגים
trench,חֲפִירָה
cameraman,צַלָם
dillon,דילון
hawkins,הוקינס
stanton,סטנטון
ajay,אג'אי
edison,אדיסון
batter,לַהֲלוֹם
dye,צֶבַע
abduction,חֲטִיפָה
prospect,סיכוי
morrison,מוריסון
brighter,בהיר יותר
wider,רחב יותר
alma,אלמה
manslaughter,הריגה
remedy,תְרוּפָה
damp,לַח
thigh,יָרֵך
cologne,קולון
accusation,הַאֲשָׁמָה
outsider,זָר
serum,נַסיוֹב
spaces,רווחים
oral,שֶׁבְּעַל פֶּה
shades,מִשְׁקפֵי שֶׁמֶשׁ
woe,צָרָה
elise,אליס
receipts,קבלות
alias,שם בדוי
notified,הודיע
apron,סִינוֹר
kentucky,קנטאקי
vein,וָרִיד
tonic,טוֹנִיק
squeaks,חריקות
dim,עָמוּם
steep,תָלוּל
sod,טִפֵּשׁ
presenting,מציג
cinderella,לִכלוּכִית
cub,גוּר
chung,צ'ונג
eyewitness,עֵד רְאָיָה
flattering,מַחמִיא
overdose,מנת יתר
kathleen,קתלין
doubled,מוּכפָּל
della,דלה
suckers,פראיירים
automobile,מְכוֹנִית
cain,קַיִן
loo,לוּ
brittany,בריטני
bullied,בריונות
spiderman,ספיידרמן
humphrey,האמפרי
tyson,טייסון
kidnapper,חוֹטֵף
dispose,להיפטר
margarita,מרגריטה
hash,בְּלִיל
grieving,מתאבל
initials,ראשי תיבות
hound,לִרְדוֹף
boogie,בוגי
dawg,בן זוג
perp,עבריין
cloak,גְלִימָה
crabs,סרטנים
pastry,מַאֲפֶה
successor,יוֹרֵשׁ
hola,הולה
michele,מישל
cheerleader,מעודדת
slips,מחליק
critics,מבקרים
recruited,גויס
macho,מאצ'ו
stunned,הָמוּם
fuller,מלא יותר
mornings,בקרים
accidental,מִקרִי
lara,לארה
convey,לְהַעֲבִיר
prototype,אַב טִיפּוּס
superiors,ממונים
barcelona,ברצלונה
fling,לְהַשְׁלִיך
froze,קפא
atoms,אטומים
kidnappers,חוטפים
cupcake,קאפקייק
athletes,ספורטאים
warsaw,ורשה
pleasures,תענוגות
ax,גַרזֶן
kumar,קומאר
uptight,עַצבָּנִי
inclined,נוֹטֶה
stockings,גרביים
scrooge,סקרוג'
fingerprint,טְבִיעַת אֶצבָּעוֹת
harmed,נפגע
sensational,סֶנסַצִיוֹנִי
jockey,רוֹכֵב
mourn,לְהִתְאַבֵּל
intercom,אינטרקום
tory,שַׁמְרָן
penthouse,פֶּנטהָאוּז
eileen,איילין
ginny,ג'יני
quack,לְגַעגֵעַ
peck,פֵּק
gospel,בְּשׂוֹרָה
presumably,כַּנִראֶה
signatures,חתימות
aspects,היבטים
assumption,הַנָחָה
rumbles,רועם
hugging,חִבּוּק
sideways,הַצִידָה
theodore,תיאודור
organisation,אִרגוּן
lowered,מוּשׁפָל
youtube,יוטיוב
ct,ct
jaws,לסתות
troll,גַמָד
squid,דְיוֹנוֹן
designers,מעצבים
mushroom,פִּטרִיָה
freeway,כְּבִישׁ מָהִיר
believer,מַאֲמִין
possessions,רכוש
tunes,מנגינות
tornado,טוֹרנָדוֹ
cowardly,פַּחדָנִי
notch,לַחֲרוֹץ
routes,מסלולים
winters,חורפים
elijah,אליהו
annoy,לְהַרְגִיז
loaf,לְהִתְבַּטֵל
commercials,פרסומות
idiotic,אִידיוֹטִי
inconvenience,אִי נוֹחוּת
plum,שָׁזִיף
solicitor,עוֹרֵך דִין
amnesia,שִׁכחָה
deborah,דבורה
distinct,מוּבהָק
sweeping,סוֹחֵף
arson,הַצָתָה
doubted,פקפק
furthermore,יֶתֶר עַל כֵּן
quarry,מַחצָבָה
puss,חָתוּל
farts,פלוצים
guo,גואו
depot,מַחסָן
evenings,ערבים
ole,אולה
circulation,מַחזוֹר
socialist,סוֹצִיאָלִיסט
melinda,מלינדה
dryer,מְיַבֵּשׁ
mutters,ממלמל
vomiting,הֲקָאָה
brock,ברוק
fei,פיי
moody,מְצוּבּרָח
donated,תרם
reich,רייך
receiver,מַקְלֵט
semen,זֶרַע
converted,המרה
rags,סְחָבוֹת
harness,לִרְתוֹם
slate,צִפחָה
padre,כּוֹמֶר
sonya,סוניה
necessity,כּוֹרַח
emails,אימיילים
rumpole,רמפול
orderly,מְסוּדָר
dinners,ארוחות ערב
assassins,מתנקשים
scold,לִנְזוֹף
certainty,וַדָאוּת
marian,מריאן
knox,נוקס
upright,זָקוּף
trek,מַסָע
patron,פַּטרוֹן
reborn,נולד מחדש
reel,סְלִיל
typewriter,מְכוֹנַת כְּתִיבָה
babes,בנות
sorrows,צער
utmost,מְלוֹא
havin,שיש
patsy,פטסי
governments,ממשלות
bhai,בהאי
privileges,הרשאות
throats,גרונות
remotely,מרחוק
glee,שִׂמְחָה
revolver,אֶקדָח תוּפִּי
lockdown,סגר
woof,ווף
brunch,בראנץ'
dwell,לִשְׁכּוֹן
coyote,זְאֵב עֲרָבוֹת
squat,שָׁפוּף
manic,שִׁגָעוֹנִי
groove,חָרִיץ
bangkok,בנגקוק
uncovered,חָשׂוּף
mailbox,תיבת דואר
objections,התנגדויות
lynch,לִינץ'
scrape,לְגַרֵד
commandant,מְפַקֵד
swings,נַדְנֵדָה
conventional,מוּסכָּם
stockholm,שטוקהולם
raises,העלאות
transaction,עִסקָה
iced,קָפוּא
oy,אוי
paulo,פאולו
ignition,הַצָתָה
beaches,חופים
interpol,האינטרפול
epidemic,מגפה
honoured,מכובד
shaggy,שָׂעִיר
policies,מדיניות
statistics,סטָטִיסטִיקָה
shattering,הִתנַפְּצוּת
bah,בה
intercourse,יַחֲסֵי מִין
charms,קמעות
flashing,הַברָקָה
destructive,הַרסָנִי
grilled,עַל הָאֵשׁ
oregon,אורגון
copied,מוּעֲתָק
hookers,זונות
paycheck,משכורת
solitude,בְּדִידוּת
panther,פַּנתֵר
performances,הופעות
maids,עוזרות בית
exhausting,מַתִישׁ
lambert,למברט
omega,אוֹמֶגָה
belgium,בלגיה
stationed,מוּצָב
yankees,יאנקיז
liability,אַחֲרָיוּת
x-rays,צילומי רנטגן
whichever,לא משנה מה
hunk,חֲתִיך
trout,פוֹרֶל
crystals,גבישים
learns,לומד
repent,לְהִתְחַרֵט
prosperity,שִׂגשׂוּג
literary,סִפְרוּתִי
assembled,מורכב
ounces,אונקיות
martyr,קָדוֹשׁ מְעוּנֶה
northwest,צְפוֹן מַעֲרָב
connecticut,קונטיקט
privileged,חָסוּי
webster,וובסטר
excess,עוֹדֶף
unemployment,אַבטָלָה
viking,וִיקִינג
blackmailing,סחיטה
munich,מינכן
install,לְהַתְקִין
arrogance,יְהִירוּת
jeopardy,סַכָּנָה
hacker,האקר
tongues,לשונות
pleases,משמח
reset,אִתחוּל
risen,קם
dependent,תָלוּי
sued,תבע
perkins,פרקינס
goons,בריונים
macleod,מקלאוד
milady,גְבִירתִי
wolfe,וולף
abnormal,לֹא נוֹרמָלִי
bandage,תַחְבּוֹשֶׁת
heed,תְשׁוּמַת לֵב
mabel,מייבל
pronounced,מְבוּטָא
bullying,הַצָקָה
charter,שֶׂכֶר
shelley,שלי
turks,טורקים
litter,אַשׁפָּה
standby,המתנה
izzy,איזי
ltd,בע"מ
peaches,אפרסקים
angles,זוויות
kerry,קרי
baths,אמבטיות
generate,לִיצוֹר
cobb,קוב
residue,מִשׁקָע
composed,מוּרכָּב
paco,פאקו
kilo,קִילוֹ
immigrants,מהגרים
probable,מִסתַבֵּר
enjoys,נהנה
seeks,מחפש
newman,ניומן
vicinity,סְבִיבָה
flank,לְאַגֵף
der,דר
clint,קלינט
functioning,תִפקוּד
horatio,הורציו
predictable,צָפוּי
jedi,ג'דיי
scrambled,טָרוּף
expansion,הַרחָבָה
pittsburgh,פיטסבורג
angus,אנגוס
natives,ילידים
bing,בינג
scarlet,אָדוֹם
itchy,מְגַרֵד
stirring,בְּחִישָׁה
bedrooms,חדרי שינה
structures,מבנים
penn,פן
ensign,נֵס
barrels,חביות
voters,הבוחרים
madeleine,מדלן
geoff,ג'ף
haste,מְהִירוּת
existing,קיים
mcdonald,מקדונלד
commotion,רַחַשׁ
belonging,שייכות
extinct,נִכחָד
joints,מפרקים
bumper,פָּגוֹשׁ
mao,מאו
mare,סוּסָה
coleman,קולמן
influenced,מוּשׁפָע
heist,שוד
cynical,צִינִי
input,קֶלֶט
recite,לְדַקלֵם
cary,קארי
eagles,נשרים
expired,פג תוקף
palms,כפות ידיים
slash,לַחתוֹך
bottoms,תחתיות
columbus,קולומבוס
georges,ג'ורג'ס
exaggerate,לְהַגזִים
guided,מוּדרָך
pineapple,אֲנָנָס
spence,ספנס
ankles,קרסוליים
morals,מוֹרָל
builds,בונה
colleen,קולין
posing,פוזות
fireman,כַּבַּאי
thorn,קוֹץ
communities,קהילות
lawson,לוסון
workout,אִמוּן
extraterrestrial,חוצני
conceived,יָזוּם
tightly,בחוזקה
orlando,אורלנדו
tennessee,טנסי
diaz,דיאז
fraser,פרייזר
sleeves,שרוולים
vacant,רֵיק
infantry,חֵיל הַרַגלִים
gallagher,גלאגר
booking,הזמנה
oranges,תפוזים
rhodes,רודוס
breakup,פרידה
layla,ליילה
purity,טוֹהַר
honourable,כָּבוּד
militia,מִילִיצִיָה
mechanics,מֵכָנִיקָה
mackenzie,מקנזי
bronx,ברונקס
realizes,מבין
hasty,חָפוּז
colorful,צִבעוֹנִי
ramp,כֶּבֶשׁ
boulevard,שְׁדֵרָה
xavier,חאווייר
intriguing,מסקרן
rook,צָרִיחַ
papi,פאפי
callen,קאלן
atm,כַּספּוֹמָט
acquire,לִרְכּוֹשׁ
necks,צווארים
sinners,חוטאים
gents,גברים
episodes,פרקים
oswald,אוסוולד
dedicate,לַחֲנוֹך
rests,נחים
pi,פַּיִי
milord,מילורד
debut,הוֹפָעָה רִאשׁוֹנָה
interviewing,ראיון
occupy,לִכבּוֹשׁ
aimed,מְכוּוָן
emerged,צץ
sloan,סלואן
restraining,ריסון
cod,בַּקָלָה
clarity,בְּהִירוּת
daft,שׁוֹטֶה
islamic,אסלאמי
calculated,מְחוֹשָׁב
lakes,אגמים
grumpy,מְמוּרמָר
ki,קי
picasso,פיקאסו
eddy,מְעַרבּוֹלֶת
consulting,ייעוץ
obstacles,מכשולים
pesos,פזו
nicolas,ניקולס
plotting,הִתנַכְּלוּת
infirmary,בית חולים
sermon,דְרָשָׁה
manipulated,מניפולציה
scratches,שריטות
aidan,איידן
critic,מְבַקֵר
greasy,שַמנוּנִי
zealand,זילנד
supports,תומך
anatomy,אֲנָטוֹמִיָה
agreeing,מסכים
straightforward,פָּשׁוּט
prejudice,לִפְגוֹעַ
placing,הַצָבָה
flare,הַבהָקָה
milky,חֲלָבִי
vladimir,ולדימיר
premiere,בְּכוֹרָה
glamorous,מַקסִים וּמְפוּאָר
cinnamon,קינמון
syd,סיד
referee,שׁוֹפֵט
threshold,סַף
civilisation,תַרְבּוּת
sensor,חיישן
tends,נוטה
louisa,לואיזה
savages,פראים
emil,אמיל
torpedo,לְטַרפֵּד
ere,כאן
housewife,עֲקֶרֶת הַבַּיִת
tours,סיורים
fossil,מְאוּבָּן
replied,ענה
abdomen,בֶּטֶן
soak,לְהַשְׁרוֹת
contestants,מתמודדים
stretching,מְתִיחָה
princes,נסיכים
hoffman,הופמן
truman,טרומן
bumps,בליטות
educational,חינוכי
outfits,תלבושות
resurrection,תְקוּמָה
latte,לאטה
huang,הואנג
politically,מבחינה פוליטית
pratt,פראט
whoosh,ווש
ds,ד.ס.
wiser,חכם יותר
rejection,דְחִיָה
clutch,מַצְמֵד
fusion,הַתָכָה
gloomy,קוֹדֵר
madly,בטירוף
cambridge,קיימברידג'
cocktails,קוקטיילים
lighthouse,מִגדַלוֹר
treatments,טיפולים
chronic,כְּרוֹנִי
fluids,נוזלים
deleted,נמחק
sustain,לִתְמוֹך
stanford,סטנפורד
ahmed,אחמד
buyers,קונים
valet,חַדרָן
darius,דריוס
nobel,נובל
sank,שקע
southeast,דְרוֹם מִזְרָח
condemn,לְגַנוֹת
resemblance,דִמיוֹן
suicidal,הִתאַבְּדוּתִי
wed,לְהִתְחַתֵן
packages,חבילות
taped,מודבק
avatar,גִלגוּל
wireless,אַלחוּט
paddle,מָשׁוֹט
lice,כִּנִים
tablets,טבליות
spreads,ממרחים
itch,לְגַרֵד
gibberish,ג'יבריש
ingredient,מַרכִּיב
emilio,אמיליו
prevented,מנע
withdrawal,נְסִיגָה
porno,פּוֹרנוֹגרַפִיָה
pry,לְחַטֵט
sexuality,מִינִיוּת
br,בר
vinnie,ויני
oh-oh,או-או
considerate,מִתחַשֵׁב
sovereign,שָׁלִיט
pas,פס
voicemail,הודעה קולית
cadet,צוֹעֵר
clarify,לְהַבהִיר
immature,לֹא מְפוּתָח
tshirts,חולצות טי
marguerite,מרגריט
banished,מגורש
chemo,כימותרפיה
nicki,ניקי
dairy,מַחלָבָה
attach,לְצַרֵף
murdock,מרדוק
sliding,הַחלָקָה
spectacle,מַחֲזֶה
pushes,דוחף
yin,יין
delusional,הזוי
allegiance,אֱמוּנִים
slope,מִדרוֹן
pooja,פוג'ה
awareness,מוּדָעוּת
jed,ג'ד
decker,דקר
dino,דינוזאור
roaming,נְדִידָה
shores,חופים
competitors,מתחרים
tomas,תומס
overreacting,תגובת יתר
observing,התבוננות
paste,לְהַדבִּיק
wits,שכל
fiery,לוֹהֵט
typically,בדרך כלל
eclipse,לְהַאֲפִּיל
produces,מייצר
oysters,צדפות
scraping,גְרִידָה
pros,מקצוענים
impose,לֶאֱכוֹף
revenue,הַכנָסָה
alabama,אלבמה
departed,יצא
user,מִשׁתַמֵשׁ
cracker,מַציָה
hu,הו
undoubtedly,בְּלִי סָפֵק
arnie,ארני
mozart,מוצרט
dent,שֶׁקַע
charmed,קָסוּם
spiral,סְלִילִי
scans,סריקות
hmmm,המממ
ka,קא
louisiana,לואיזיאנה
rumour,שְׁמוּעָה
kirsten,קירסטן
touchdown,טאצ'דאון
nadine,נדין
posh,מְהוּדָר
correction,תִקוּן
chubby,שְׁמַנמַן
manifest,לְהַפְגִין
safest,הבטוח ביותר
steroids,סטֵרֵאוֹדִים
fleeing,נמלט
genie,ג'יני
dakota,דקוטה
witchcraft,כישוף
archives,אַרְכִיוֹן
trance,טְרַנס
symphony,סִימפוֹנִיָה
traumatic,טְרַאוּמָטִי
rocco,רוקו
skipping,דילוג
frequent,תָכוּף
modeling,דוּגמָנוּת
sporting,ספּוֹרטִיבִי
affecting,משפיע
spacecraft,חללית
negotiation,מַשָׂא וּמַתָן
talbot,טלבוט
reno,רינו
benton,בנטון
calculate,לְחַשֵׁב
fiddle,כינור
sails,מפרשים
stein,שטיין
persistent,מַתְמִיד
despicable,בָּזוּי
bruise,חַבּוּרָה
salem,סיילם
escapes,בריחות
mischief,שׁוֹבְבוּת
mckay,מקיי
cupcakes,קאפקייקס
brussels,בריסל
arc,קֶשֶׁת
ripper,מרטש
ritchie,ריצ'י
vitamins,ויטמינים
cognac,קוֹנִיאָק
careers,קריירה
sim,סים
caps,כובעים
imbecile,מְטוּמטָם
steaks,סטייקים
cove,מִפרָץ
lair,מִרבָּץ
directing,נִתוּב
stepfather,אָב חוֹרֵג
slammed,טרק
viral,נְגִיפִי
congregation,עֵדָה
illinois,אילינוי
helicopters,מסוקים
coco,קוקו
crisp,פָּרִיך
outrage,שַׁעֲרוּרִיָה
flexible,גָמִישׁ
goo,גו
licking,ליקוק
funk,פַּחַד
icecream,גלידה
prefers,מעדיף
tao,טאו
captive,שָׁבוּי
montreal,מונטריאול
zen,זן
cee,סי
knuckles,פרקי אצבעות
canteen,קַנטִינָה
