you,ти
ping-pong,пінг-понг
dumbass,дурень
soften,пом'якшити
celine,Селін
carmichael,Кармайкл
herpes,герпес
riddles,загадки
foggy,туманний
coz,брати
specialized,спеціалізований
corridors,коридори
parvati,Парваті
mikhail,Михайло
deemed,вважається
astronomy,астрономія
reins,віжки
yous,ти
duet,дует
beginner,новачок
viewed,переглянуто
nebula,туманність
fascination,захоплення
fussy,вередливий
elect,обраний
collier,вугільник
evaluate,оцінювати
microscopic,мікроскопічний
hearty,ситний
mammoth,мамонт
oppressed,пригноблений
diameter,діаметр
tailing,хвостовики
intoxicated,сп'янілий
photographic,фотографічний
shocks,потрясіння
descending,спадний
stakeout,стеження
pioneers,піонери
towed,буксирований
submission,подання
prostate,простата
ointment,мазь
hr,год
bids,ставки
recalled,згаданий
gaius,Гай
electrician,електрик
aneurysm,аневризма
neha,неха
sulking,дутися
actively,активно
mortuary,морг
ey,ей
serenity,спокій
funded,фінансований
mmmm,мммм
shreds,клаптики
pearce,Пірс
mixer,міксер
draining,зливання
bolted,закріплений болтами
tania,Таня
assurance,гарантія
zapping,перемикання струму
bossy,владний
venezuela,Венесуела
commentary,коментар
beheaded,обезголовлений
waffle,вафля
unnoticed,непомічений
onward,далі
rollins,Роллінз
cnn,CNN
cleanup,очищення
cosy,затишний
branded,брендований
plow,плуг
schneider,Шнайдер
farley,Фарлі
deluxe,люкс
aft,кормова частина
neurotic,невротичний
rani,Рані
chords,акорди
tanker,танкер
tides,припливи
settlers,поселенці
bio,біографія
rosen,Розен
snowman,сніговик
berta,Берта
geisha,гейша
transactions,транзакції
reflexes,рефлекси
extraordinarily,надзвичайно
chunks,шматки
shekhar,Шехар
assaulting,напад
obsolete,застарілий
consultation,консультація
agreeable,приємний
impostor,самозванець
lobo,лобо
wasp,оса
maturity,зрілість
sheik,шейх
liberate,звільнити
brilliantly,блискуче
surfer,серфер
hattie,капелюх
selma,Сельма
lowell,Лоуелл
sameer,самер
snores,хропіння
assumptions,припущення
capability,можливості
bridegroom,наречений
mysteriously,таємниче
priors,пріоритети
leanne,Ліенн
defective,дефектний
joss,Джосс
tombstone,надгробок
rach,рах
writings,твори
delicacy,делікатність
tumble,падіння
silva,Сільва
hospitalized,госпіталізований
fig,фіг
speculate,припускати
sha,ша
yeh,так
fidel,Фідель
inflicted,завданий
stabilize,стабілізувати
outs,аути
violations,порушення
deuce,двійка
significantly,значно
newcomer,новачок
youngster,юнак
engineered,спроектований
sighted,зрячий
riddance,позбавлення
seasoned,досвідчений
picket,пікет
abc,абв
aziz,Азіз
mecca,Мекка
jeeves,Дживс
insomnia,безсоння
pendant,кулон
harmonica,губна гармошка
listing,лістинг
viruses,віруси
ich,їх
heartache,душевний біль
trumpets,труби
dvds,DVD-диски
jace,Джейс
proceeds,доходи
intruding,вторгнення
betcha,б'юсь об заклад
reddy,Редді
pasture,пасовище
inspectors,інспектори
horrified,жахливий
neighborhoods,райони
sprained,розтягнутий
lambs,ягнят
democrat,демократ
jameson,Джеймсон
lovebirds,закохані
rivalry,суперництво
vial,флакон
rv,автофургон
bret,Брет
peeking,підглядання
talisman,талісман
stats,статистика
arsenic,миш'як
buchanan,Б'юкенен
intake,споживання
sheikh,шейх
takeover,поглинання
scanners,сканери
gareth,Гарет
foreplay,прелюдія
acquaintances,знайомі
alphonse,альфонс
thames,Темза
lotte,лотте
championships,чемпіонати
pines,сосни
swallows,ластівки
rewarding,корисний
cornell,Корнелл
recession,рецесія
brands,бренди
firearm,вогнепальна зброя
squawks,крики
shepard,пастух
ukrainian,український
superboy,супербой
infectious,інфекційний
morrow,завтра
yahoo,Yahoo
robertson,Робертсон
pious,благочестивий
brainwashed,промивають мізки
quantities,кількості
societies,товариства
sedated,заспокійливий
milly,Міллі
wines,вина
jimbo,Джимбо
colourful,барвистий
timeout,тайм-аут
superheroes,супергерої
bribery,хабарництво
jacuzzi,джакузі
pours,наливає
geological,геологічний
valuables,цінності
crossword,кросворд
bunnies,кролики
