you,tu
aimee,Aimee
know-it-all,sabe-tudo
dao,dao
fenner,funcho
augie,Augie
friedman,homem frito
blowout,explosão
beaming,radiante
dutchman,holandês
testicle,testículo
stationery,papelaria
long-lost,há muito perdido
hitomi,hitomi
stardust,poeira estelar
dismount,desmontar
scenic,paisagem
lorelei,Lorelei
bad-ass,durão
dill,aneto
carbs,carboidratos
scarface,cicatriz
puzzling,intrigante
defends,defende
practised,praticado
suites,suítes
cranes,guindastes
masseuse,massagista
caper,alcaparra
boo-boo,buá-buá
def,definição
marquez,Márquez
amit,amit
sectors,setores
lengthy,longo
fortified,fortificado
thierry,Thierry
dory,dory
hewitt,Hewitt
chink,fenda
psychics,médiuns
decorative,decorativo
karla,Carla
geraldine,Geraldina
correspond,corresponder
graciously,graciosamente
bronco,bronco
mangy,sarnento
shipwreck,naufrágio
trustee,administrador
bellowing,berro
vagabond,vagabundo
goofing,brincadeira
mind-blowing,de tirar o fôlego
forte,forte
absolve,absolver
eros,Eros
vomited,vomitou
dismal,deprimente
arkady,Arkady
telegrams,telegramas
discs,discos
mor,mais
aerobics,aeróbica
ut,ut
melrose,melrose
wren,carriça
bogey,bogey
forging,forjamento
guesthouse,casa de hóspedes
bohannon,Bohannon
nandini,nandini
helmut,capacete
regency,regência
conroy,Conroy
lebanese,libanês
harlot,prostituta
gauri,gauri
bashful,tímido
coached,treinado
vietcong,vietcongue
shambles,caos
yoghurt,iogurte
olson,Olson
geordie,geordie
woodward,Woodward
enron,Enron
demi,demi
saito,saito
committees,comitês
debates,debates
evacuating,evacuação
striker,atacante
wentworth,wentworth
circumcised,circuncidado
vice-president,vice-presidente
deva,deva
brainless,sem cérebro
inherent,inerente
maniacally,maniacamente
nuh-uh,não， não
bourne,bourne
reluctantly,relutantemente
pellets,grânulos
abstinence,abstinência
trombone,trombone
boomerang,bumerangue
readiness,prontidão
realms,reinos
antidepressants,antidepressivos
vibrator,vibrador
dumbo,dumbo
astrologer,astrólogo
ghoul,carniçal
attribute,atributo
sparkly,brilhante
torah,Torá
acp,acp
magnifying,ampliação
coding,codificação
latimer,latimer
hatches,escotilhas
rump,traseiro
pampered,mimada
stinker,fedorento
remus,Remo
greener,mais verde
ives,ives
mittens,luvas
pessimistic,pessimista
angelic,angélico
midsummer,solstício de verão
snowflake,floco de neve
wrecks,destroços
quartz,quartzo
emt,emt
kanan,kanan
humpty,Humpty
caruso,caruso
stalingrad,Stalingrado
willows,salgueiros
barged,barcaça
wishful,ansioso
concur,Concordo
stupidly,estupidamente
narayan,narayan
temptations,tentações
enforced,imposto
dougal,dougal
alcatraz,Alcatraz
playwright,dramaturgo
striving,esforçando-se
grazed,pastoreado
negligent,negligente
pulsing,pulsante
psychopaths,psicopatas
benches,bancos
mesh,malha
kee,kee
hymns,hinos
treasured,precioso
musk,almíscar
gould,gould
musket,mosquete
nukes,armas nucleares
geologists,geólogos
renoir,Renoir
rem,rem
intermission,intervalo
grits,grãos
redirect,redirecionar
gaulle,gaulle
zara,zara
disrupting,interrompendo
sable,zibelina
svetlana,Svetlana
connelly,Connelly
woes,problemas
armoured,blindado
suarez,Suárez
lackey,lacaio
erupt,entrar em erupção
stank,fedia
shao,shao
sanction,sanção
hinder,impedir
demoted,rebaixado
surfers,surfistas
blackbird,melro
adjourn,adiar
bile,bílis
sunken,afundado
sprain,entorse
misaki,Misaki
commendable,louvável
upfront,de antemão
jolie,jolie
maroon,marrom
possessing,possuindo
prematurely,prematuramente
tok,tok
manfred,Manfred
uganda,Uganda
madras,Madras
cleanliness,limpeza
stephan,Estêvão
swayed,balançou
highfive,highfive
antichrist,anticristo
skim,desnatado
irishman,irlandês
doofus,idiota
costas,costas
pounded,socado
sedate,sereno
hurricanes,furacões
oink,oinc
moreau,moreau
zi,zi
foolishly,tolamente
radicals,radicais
momentous,importante
une,uma
sheena,Sheena
disengage,desengajar
landfill,aterro sanitário
jolene,Jolene
disturbances,distúrbios
kilometer,quilómetro
rigs,plataformas
faulkner,Faulkner
high-ranking,alto escalão
lula,lula
inbound,entrada
stetson,Stetson
partake,participar
paralysed,paralisado
pinot,pinot
romulan,romulano
one-sided,unilateral
shakin,tremendo
emi,emi
katerina,Catarina
musicals,musicais
subdued,contido
weeps,chora
commies,comunistas
indisposed,indisposto
fro,de
pyo,pyo
beagle,beagle
plumb,prumo
culprits,culpados
momentary,momentâneo
adrianna,Adrianna
sanitary,sanitário
ria,ria
gretel,Gretel
skyler,Skyler
constitutes,constitui
installments,parcelas
lecter,palestrante
unsuspecting,sem suspeitar de nada
d-day,dia d
asphyxiation,asfixia
gita,gita
consented,consentiu
swimmers,nadadores
voter,eleitor
robs,roubos
lolita,lolita
fresno,Fresno
xbox,Xbox
studs,tachas
peri,peri
shudder,arrepio
benoit,Benoit
taker,tomador
dowager,viúva
heartburn,azia
mccabe,McCabe
imaginations,imaginações
modelling,modelagem
dopamine,dopamina
grr,grr
severity,gravidade
abdullah,Abdullah
leaflets,folhetos
evilly,maldosamente
extensions,extensões
glimmer,brilho
arlington,arlington
vex,irritar
khrushchev,Khrushchev
twerp,imbecil
rajiv,Rajiv
resonance,ressonância
garnet,granada
bavaria,Baviera
mcgill,McGill
mer,mer
expire,expirar
presenter,apresentador
life-threatening,risco de vida
koenig,Koenig
hess,hess
sas,sas
beryl,berilo
lyndon,Lyndon
ticker,Ticker
entrees,entradas
nr,não
lindy,Lindy
miao,miau
connolly,connolly
signorina,terra
duress,coação
bacterial,bacteriana
groundbreaking,inovador
sabotaging,sabotagem
networking,networking
jocks,atletas
crazies,loucos
locusts,gafanhotos
lodgings,alojamentos
dozed,cochilou
bitty,pequeno
kepler,Kepler
frenchy,francês
milt,milt
uranus,Urano
matador,matador
bala,bala
unfriendly,hostil
checklist,lista de verificação
niels,niels
imports,importações
devilish,diabólico
octavia,Octavia
britannia,Grã-Bretanha
hospitable,hospitaleiro
staples,grampos
sociable,sociável
frederik,Frederico
bikinis,biquínis
bazooka,bazuca
weirdly,estranhamente
transylvania,Transilvânia
paintball,paintball
alcoholism,alcoolismo
hold-up,resistir
droppings,excrementos
flier,panfleto
scorching,escaldante
flexibility,flexibilidade
minotaur,minotauro
narcissistic,narcisista
matinee,matinê
absolution,absolvição
arman,Armam
splashed,respingado
floral,floral
peralta,peralta
toads,sapos
electoral,eleitoral
violins,violinos
compliance,conformidade
pathway,via
nielsen,nielsen
juries,júris
unconditionally,incondicionalmente
pacemaker,marcapasso
inbetween,entre
cuss,palavrão
persistence,persistência
disobedience,desobediência
interestingly,interessantemente
franck,franco
revolves,gira
icebox,frigorífico
transports,transportes
mistrial,julgamento anulado
disclosed,divulgado
remand,mandado
welding,soldagem
fruitful,frutífero
ergo,logo
fodder,forragem
disarmed,desarmado
adolescence,adolescência
jugs,jarros
examinations,exames
rayburn,rayburn
puree,puré
converse,conversar
uttered,proferido
graders,avaliadores
trustees,curadores
lorne,lorne
christophe,Cristo
tweets,tweets
lament,lamento
mccord,mccord
essentials,essenciais
goran,goran
weatherman,meteorologista
ebola,ébola
turnip,nabo
galilee,galileia
queasy,enjoado
armpits,axilas
albeit,embora
installment,parcela
hedges,cercas vivas
corset,espartilho
scorched,queimado
leaky,com vazamento
latent,latente
chatted,conversou
dorms,dormitórios
cardigan,cardigan
surpass,superar
sophistication,sofisticação
tada,tada
midterm,teste de meio de semestre
icarus,Ícaro
viki,viki
sickle,foice
thrones,tronos
famed,famoso
farrow,parir
slew,matar
leprosy,lepra
registrar,registrador
beecher,Beecher
sparked,desencadeou
onset,início
helpers,ajudantes
lawman,policial
conflicted,em conflito
descends,desce
suraj,suraj
birthright,direito de primogenitura
lynne,Lynne
l-l,l-l
kwai,kwai
wastes,resíduos
fortitude,fortaleza
latrine,latrina
sawing,serrar
beret,boina
dianne,dianne
acids,ácidos
queers,gays
groping,tateando
busboy,garçom
feathered,emplumado
albatross,albatroz
go-go,vai-va
rookies,novatos
voight,Voight
frock,vestido
maury,maury
shyness,timidez
platforms,plataformas
luftwaffe,Luftwaffe
delirium,delírio
trapeze,trapézio
rheumatism,reumatismo
olden,antigo
croc,crocodilo
tosh,tosh
dominating,dominando
trickery,artimanhas
ob,ob
ripples,ondulações
sharpened,afiado
microsoft,Microsoft
glances,olhares
one-two,um-dois
holdin,segurando
showoff,mostrar
juniors,juniores
forearm,antebraço
dribble,driblar
trespasses,transgressões
daimon,daimon
gourd,cabaça
lev,lev
freedoms,liberdades
tier,nível
zhi,zhi
elevate,elevar
scatting,scat
barter,escambo
godless,ateu
crackpot,maluco
jeering,zombaria
mechanisms,mecanismos
vc,vc
itunes,iTunes
appease,apaziguar
playtime,hora de brincar
minx,sirigaita
kazakhstan,Cazaquistão
thunderbolt,raio
catacombs,catacumbas
bleachers,arquibancadas
auditioned,fez teste
entrepreneurs,empreendedores
autopilot,piloto automático
tidying,arrumação
shinjuku,Shinjuku
gummy,gomoso
fibre,fibra
herrmann,Herrmann
births,nascimentos
sacrilege,sacrilégio
millicent,milicent
luminous,luminoso
mums,mães
shoemaker,sapateiro
bollywood,bollywood
alvaro,Álvaro
vee,ve
sanitarium,sanatório
marlin,marlim
hands-on,prático
opposites,opostos
dentists,dentistas
abracadabra,abracadabra
unicorns,unicórnios
observers,observadores
microbes,micróbios
charlatan,charlatão
admiralty,almirantado
specify,especificar
pancreas,pâncreas
inflatable,inflável
overcame,superou
docket,processo
redding,verdding
klaxon,sirene
divorces,divórcios
capt,capitão
invisibility,invisibilidade
ducked,abaixou-se
gilligan,Gilligan
buttermilk,leitelho
coupled,acoplados
palanquin,palanquim
sized,tamanho
mailing,correspondência
alchemist,alquimista
spaced,espaçado
babble,balbucio
nodded,assentiu com a cabeça.
ep,ep
yoshi,Yoshi
stinger,ferrão
adverse,adverso
eastwood,Eastwood
line-up,alinhar
dirtbag,babaca
croatia,Croácia
pinnacle,pináculo
gastric,gástrico
tweeting,tweetando
noriko,noriko
uneducated,sem instrução
koala,coala
booms,explosões
rodents,roedores
kites,pipas
mhm,mhm
reardon,reardon
trotter,trotador
parchment,pergaminho
zucchini,abobrinha
vasectomy,vasectomia
toolbox,caixa de ferramentas
pained,dolorido
proverbial,proverbial
stirs,agita
gassed,gaseado
spielberg,Spielberg
melodrama,melodrama
tobin,tobin
magnesium,magnésio
nola,nola
donahue,donahue
dehydration,desidratação
cad,cad
braking,frenagem
hematoma,hematoma
tuba,tuba
kiosk,quiosque
half-naked,seminua
prada,Prada
impacts,impactos
organising,organizando
brainiac,gênio
insufferable,insuportável
auld,velho
munching,mastigando
roped,amarrado
yeo,yeo
rudeness,grosseria
oye,oye
jugular,jugular
lewd,obsceno
tramps,vagabundos
nieces,sobrinhas
chem,química
tryouts,testes
ravaged,devastado
cues,dicas
trick-or-treating,doces ou travessuras
clutching,agarrando
knowledgeable,conhecedor
usage,uso
squatting,agachado
chugging,bebendo
englishmen,ingleses
surveyor,topógrafo
roamed,vagavam
instances,instâncias
defuse,desarmar
prawns,camarões
leif,leif
soundly,bem
spanked,levou palmadas
droids,dróides
longitude,longitude
skillful,hábil
clipping,recorte
stabs,facadas
transponder,transponder
nappy,fralda
bowers,caramanchões
retrospect,retrospecto
kajal,kajal
shes,ela é
leased,arrendado
parliamentary,parlamentar
braxton,Braxton
shard,fragmento
hansel,João
farthest,mais distante
inquisitive,curioso
tablecloth,toalha de mesa
kamikaze,kamikaze
didier,Didier
milestone,marco
meh,meh
comparable,comparável
anointed,ungido
looker,observador
vanguard,vanguarda
waxing,depilação
coworker,colega de trabalho
landings,pousos
fulfillment,cumprimento
diminish,diminuir
enroll,matricular
expiration,expiração
snoopy,Snoopy
fixer,fixador
anson,anson
segregation,segregação
tempest,tempestade
petrie,Petrie
deceptive,enganoso
voss,voss
druid,druida
erected,erguido
kendrick,Kendrick
comprehension,compreensão
fondness,afeição
determining,determinando
iguana,iguana
pogue,pogue
exiting,saindo
thinkers,pensadores
stepson,enteado
cavendish,Cavendish
lowers,diminui
sisterhood,irmandade
mongol,mongol
izumi,Izumi
kleenex,Kleenex
pores,poros
hobbes,hobbes
wobble,oscilação
packer,embalador
nos,não
corkscrew,saca-rolhas
respiration,respiração
boing,boing
celebrates,celebra
capsules,cápsulas
backdoor,porta dos fundos
suki,suki
wakefield,Wakefield
aristocratic,aristocrático
bilal,Bilal
figs,figos
gregorio,Gregório
policing,policiamento
playbook,manual
versatile,versátil
aliases,aliases
flatten,achatar
foghorn,buzina de nevoeiro
scorned,desprezado
lourdes,Lurdes
beatriz,Beatriz
gusto,gosto
daren,daren
pappu,pappu
off-key,fora de tom
dias,dias
mayfair,Mayfair
libel,difamação
psychologists,psicólogos
galapagos,galápagos
scot,escocês
mockingbird,rouxinol
tremors,tremores
vitality,vitalidade
starch,amido
vastly,vastamente
nando,nando
chit,bilhete
critter,criatura
shears,tesouras
rube,caipira
choo-choo,choo-choo
banshee,banshee
mistreated,maltratado
referendum,referendo
sacrament,sacramento
liftoff,decolagem
pendulum,pêndulo
spokesperson,porta-voz
zeal,zelo
go-to,Vá para
lesions,lesões
statistical,estatística
indy,indy
agha,aga
warhol,Warhol
uplifting,inspirador
blanco,branco
williamson,Williamson
alia,ali
complement,complemento
cornerstone,pedra angular
birdsong,canto dos pássaros
wiz,mago
juarez,Juárez
bureaucrats,burocratas
tinny,lata
rapport,relacionamento
acne,acne
ebony,ébano
cordial,cordial
traci,traci
homophobic,homofóbico
landline,telefone fixo
portray,retratar
torque,binário
buford,buford
kellerman,Kellerman
bawling,berrando
canning,enlatamento
scratchy,áspero
submissive,submisso
ouija,ouija
antibodies,anticorpos
collaborator,colaborador
slingshot,estilingue
anchored,ancorado
crowing,galo
embryos,embriões
antlers,chifres
winifred,Winifred
prussian,prussiano
protectors,protetores
brochures,folhetos
otherworldly,de outro mundo
janelle,Janelle
checkpoints,pontos de controlo
malls,shoppings
parcels,encomendas
goldilocks,Cachinhos Dourados
girdle,cinto
ageing,envelhecimento
chadwick,Chadwick
critically,criticamente
minerva,Minerva
cross-examination,interrogatório
crete,Creta
axle,eixo
chummy,amigável
decreased,diminuiu
bose,Bose
roc,roc
blockbuster,sucesso de bilheteira
smog,poluição
wildfire,incêndio florestal
amethyst,ametista
collided,colidiram
walk-in,entrada sem agendamento
prussia,Prússia
invoices,faturas
mir,mir
infidel,infiel
rogelio,rogelio
wart,verruga
forceful,enérgico
lieu,lugar
iodine,iodo
decreed,decretado
hairline,linha do cabelo
theatres,teatros
wreak,destruição
karina,Karina
limelight,ribalta
duffel,mala
calais,Calais
gandalf,Gandalf
hassling,importunando
mau,mau
mj,mj
clout,influência
shafts,eixos
adoptive,adotivo
expires,expira
lakers,Lakers
scruffy,desgrenhado
parmesan,parmesão
consultants,consultores
tunisia,Tunísia
flagship,carro-chefe
hasten,acelerar
stead,lugar
teamed,em equipa
backfired,saiu pela culatra
autographed,autografado
deportation,deportação
vida,vida
pumpkins,abóboras
oda,oda
coveted,cobiçado
vive,viver
objected,objetou
conniving,ardiloso
sicko,doente
takeoff,descolar
astute,astuto
ridiculed,ridicularizado
priesthood,sacerdócio
heretics,hereges
tranquil,tranquilo
bonner,Bonner
flunk,reprovar
assembling,montagem
wallow,chafurdar
whoring,prostituição
stapler,grampeador
hep,ajuda
imbalance,desequilíbrio
tins,latas
gp,médico de clínica geral
bulldozer,escavadeira
hormonal,hormonal
towering,imponentes
full-blown,totalmente desenvolvido
catwoman,mulher-gato
rhubarb,ruibarbo
gertie,Gertie
bla,bla
workmen,operários
leviathan,leviatã
safekeeping,guarda
faxed,enviado por fax
imprison,prisão
triage,triagem
conjugal,conjugal
yorkers,yorkers
incognito,incógnito
jenner,Jenner
mindset,mentalidade
blended,misturado
sparkles,brilhos
laverne,laverne
croaking,coaxar
allez,allez
specified,especificado
crusty,duro
overlap,sobreposição
luscious,delicioso
gladstone,Gladstone
anthropology,antropologia
hermione,Hermione
jacking,jacking
roost,poleiro
spouses,cônjuges
greyhound,galgo
ecuador,Equador
particulars,detalhes
unforeseen,imprevistos
cleverly,inteligentemente
gordy,Gordy
placenta,placenta
unspoken,não dito
beamed,irradiado
coachman,cocheiro
knave,valete
foyer,saguão
escalate,intensificar
tiki,tiki
palette,paleta
embarked,embarcaram
zion,Sião
serenade,serenata
miser,avarento
uday,Uday
inhabit,habitar
inhibitions,inibições
stills,fotos
rant,desabafo
dainty,guloseima
daley,daley
trask,trilha
chop-chop,rápido-rápido
worshipping,adorando
rarest,mais raro
black-and-white,preto e branco
augusto,agosto
batty,maluco
participant,participante
raph,raph
farfetched,inverossímil
senpai,senpai
nike,Nike
billboards,outdoors
lis,lista
sabre,sabre
manchuria,manchúria
implication,implicação
deejay,DJ
scholarships,bolsas de estudo
disobeying,desobedecer
migraines,enxaquecas
urinate,urinar
downer,deprimente
dinars,dinares
leblanc,leblanc
spoiler,spoiler
foxtrot,foxtrote
renato,Renato
keats,Keats
sous,sous
superstitions,superstições
coordinating,coordenando
wisest,mais sábio
atwood,atwood
woodstock,Woodstock
diners,restaurantes
inadmissible,inadmissível
cally,Cally
displaying,exibindo
radioactivity,radioatividade
connoisseur,conhecedor
barbeque,churrasco
mixes,misturas
scrotum,escroto
smoother,mais suave
craigslist,craigslist
avalon,avalon
mutations,mutações
baja,baixa
roddy,roddy
vidal,vidal
degraded,degradado
horseshoe,ferradura
pathways,vias
sailboat,veleiro
devereaux,devereaux
