you,あなた
midday,正午
implants,インプラント
unmarried,未婚
murat,ムラト
sewers,下水道
bowie,ボウイ
mercenary,傭兵
perks,特典
outrun,追い越す
copying,コピー
upload,アップロード
freya,フレイヤ
helga,ヘルガ
shu,シュウ
bumping,ぶつける
inland,内陸
yorkshire,ヨークシャー
humbly,謙虚に
injections,注射
participating,参加
python,パイソン
laurent,ローラン
cockroaches,ゴキブリ
puberty,思春期
technologies,テクノロジー
crumble,クランブル
toots,おなら
miki,ミキ
roscoe,ロスコー
clot,血栓
exterminate,絶滅させる
rake,レーキ
cholesterol,コレステロール
deli,デリ
augustus,アウグストゥス
sublime,崇高な
bottled,瓶詰め
fung,菌類
charlene,シャーリーン
demolition,解体
methane,メタン
appendix,付録
aches,痛み
ahoy,おいおい
distractions,気を散らすもの
dashing,颯爽とした
plank,板
medications,薬
chevy,シボレー
zurich,チューリッヒ
makers,メーカー
invading,侵略する
loner,孤独な人
comm,通信
grissom,グリソム
miner,マイナー
senile,老衰
commando,コマンド
mantle,マントル
manufactured,製造
broth,ブロス
interaction,交流
lsd,LSD
sesame,ゴマ
auschwitz,アウシュヴィッツ
restraint,拘束
devour,むさぼり食う
zachary,ザカリー
sardines,イワシ
orb,オーブ
govern,統治する
respiratory,呼吸器
elope,駆け落ち
webber,ウェバー
wreckage,残骸
lumber,木材
consists,構成する
operates,運営する
needless,不必要な
faulty,欠陥がある
alps,アルプス
assassinate,暗殺する
santo,サント
edinburgh,エディンバラ
staggering,驚くべき
jillian,ジリアン
murmurs,ささやき声
bologna,ボローニャ
unleashed,解き放たれた
brushing,ブラッシング
surgeries,手術
coffees,コーヒー
advancing,前進
celeste,セレステ
trixie,トリクシー
commonly,一般的に
mentality,メンタリティ
cordelia,コーデリア
hammered,叩きつけた
meltdown,メルトダウン
rayna,レイナ
mastermind,首謀者
luciano,ルチアーノ
olsen,オルセン
brow,額
galactic,銀河の
muriel,ミュリエル
strand,ストランド
tedious,退屈な
burrito,ブリトー
builders,建設業者
encrypted,暗号化された
threads,スレッド
wronged,不当な扱いを受けた
judd,ジャッド
gill,エラ
cremated,火葬
collectors,コレクター
prosper,繁栄する
sheppard,シェパード
terri,テリー
ferdinand,フェルディナンド
handicap,ハンディキャップ
disciplinary,懲罰的
hardcore,ハードコア
hens,雌鶏
inventions,発明
export,輸出
alain,アラン
vowed,誓った
snappy,キビキビ
kingdoms,王国
vocabulary,語彙
cromwell,クロムウェル
tj,tj
reacting,反応する
conceive,妊娠する
sling,スリング
transporting,輸送
murderous,殺人的な
marius,マリウス
checkmate,チェックメイト
patio,パティオ
rebound,リバウンド
baptized,洗礼を受けた
hooves,蹄
payday,給料日
jodie,ジョディ
pranks,いたずら
seizures,発作
enable,有効にする
seaweed,海藻
delirious,錯乱状態
cyborg,サイボーグ
telephoned,電話した
bravely,勇敢に
huey,ヒューイ
markings,マーキング
widows,未亡人
gianni,ジャンニ
hologram,ホログラム
fielding,フィールディング
dibs,先取
triumphant,勝利した
washes,洗濯
wilbur,ウィルバー
lexi,レクシー
hauling,運搬
buckingham,バッキンガム
steadily,着実に
processes,プロセス
bey,ベイ
projection,投影
creed,信条
acquitted,無罪となった
mink,ミンク
meddle,干渉する
buts,しかし
kwon,クォン
scoundrels,悪党
spectators,観客
blushing,顔を赤らめる
closeup,閉じる
faye,フェイ
frigging,くそっ
torches,トーチ
kato,加藤
barlow,バーロウ
mix-up,混乱
horseman,騎手
prescott,プレスコット
vacations,休暇
avalanche,雪崩
marking,マーキング
fret,フレット
pacey,ペースの速い
glasgow,グラスゴー
editorial,社説
fleas,ノミ
eyeball,眼球
trails,トレイル
insides,内部
bonfire,焚き火
micah,マイカ
anu,アヌ
urgency,緊急
bearer,持参人
provincial,州
clueless,何も知らない
chaplin,チャプレン
mercer,マーサー
tempo,テンポ
conner,コナー
capitalist,資本主義
bumpy,でこぼこな
maternal,母性
harass,嫌がらせをする
stomp,踏みつける
cheeseburger,チーズバーガー
chime,チャイム
oppression,抑圧
resembles,似ている
festive,お祭り気分
mayhem,大混乱
fleeting,束の間の
zodiac,星座
geezer,おじいさん
thorns,棘
gags,ギャグ
freelance,フリーランス
whatnot,あれこれ
scots,スコットランド人
brutus,ブルータス
cylinder,シリンダー
teri,テリ
pouch,ポーチ
sato,佐藤
fossils,化石
twenty-four,24
marko,マルコ
crosby,クロスビー
plausible,もっともらしい
disgraceful,恥ずべきことだ
dax,ダックス
brushed,ブラシで磨いた
dai,ダイ
holed,穴が開いた
encore,アンコール
ludwig,ルートヴィヒ
impulses,衝動
heads-up,注意喚起
takeoff,脱ぐ
ceremonies,式典
resulting,結果として
refers,参照する
shatter,粉々に砕ける
fascists,ファシスト
entertained,楽しませた
mckenzie,マッケンジー
rin,リン
lama,ラマ
specialists,専門家
phenomena,現象
preventing,防止する
affectionate,愛情深い
precedent,前例
contributed,貢献した
blindfold,目隠し
schmuck,シュムック
raf,ラフ
hatchet,手斧
bambi,バンビ
statute,法令
offscreen,画面外
gao,ガオ
carefree,気楽に
pollen,花粉
endurance,持久力
dialed,ダイヤルしました
virtues,美徳
coping,対処法
penitentiary,刑務所
hallucinating,幻覚を見る
combo,コンボ
bowel,腸
hypothetically,仮に
jana,ジャナ
mayonnaise,マヨネーズ
vineyard,ブドウ畑
tam,タム
digits,数字
myers,マイヤーズ
evolutionary,進化
ribbons,リボン
kabir,カビール
francesco,フランチェスコ
advertise,広告
saline,生理食塩水
edgy,エッジの効いた
girlie,女の子
rao,ラオ
regained,取り戻した
parental,親の
barbarian,野蛮人
brewing,醸造
tat,タトゥー
disrupt,破壊する
unanimous,満場一致
implications,影響
high-end,ハイエンド
candice,キャンディス
scallops,ホタテ
vibrations,振動
homesick,ホームシック
stung,刺された
casanova,カサノバ
tormented,苦しめられた
wi-fi,Wi-Fi
steamed,蒸した
baptism,洗礼
leagues,リーグ
kwan,クワン
thunderclap,雷鳴
harassed,嫌がらせを受けた
velma,ベルマ
chimp,チンパンジー
consulted,相談した
scripts,スクリプト
restoration,復元
retribution,報復
bows,弓
unforgettable,忘れられない
afterward,その後
adventurous,冒険好きな
swab,綿棒
inevitably,必然的に
expectation,期待
xu,徐
carcass,死骸
notary,公証人
lukas,ルーカス
armand,アルマン
perverted,変態
surrogate,代理母
spat,唾を吐く
dazzling,眩しい
snipers,狙撃兵
lai,ライ
cartman,カートマン
capabilities,機能
midwife,助産師
gains,利益
grumbling,不平を言う
retainer,リテーナー
bleak,荒涼とした
houdini,フーディーニ
inquiries,お問い合わせ
expel,追放する
berger,バーガー
markers,マーカー
reap,収穫する
specs,仕様
morn,朝
deceit,欺瞞
carole,キャロル
coloured,色付き
degenerate,退化する
adi,アディ
petals,花びら
dues,会費
tensed,緊張した
battered,打ちのめされた
withdrew,撤退した
darlings,ダーリンたち
starbuck,スターバックス
patton,パットン
mound,マウンド
accurately,正確に
frenzy,狂乱
senators,上院議員
saturdays,土曜日
nemesis,宿敵
rocker,ロッカー
whiff,匂い
tagged,タグ付け
fearing,恐れる
fringe,フリンジ
peninsula,半島
carey,キャリー
radiator,ラジエーター
tolerated,容認した
tor,トー
clucking,コッコッコと鳴く
stun,スタン
specimens,標本
reuben,ルーベン
accomplices,共犯者
somber,陰鬱な
assailant,襲撃者
mutation,突然変異
ke,ke
straightaway,すぐに
spun,スピン
reclaim,取り戻す
paramedic,救急救命士
capturing,撮影
gaston,ガストン
biopsy,生検
proportions,比率
colleges,大学
doubting,疑う
theoretical,理論上の
funnier,もっと面白い
whee,わーい
indefinitely,無期限に
disasters,災害
sen,セン
forwards,フォワード
quo,クォ
addressing,アドレッシング
pakistani,パキスタン人
neon,ネオン
slurping,すすりながら
felon,重罪犯
inflation,インフレーション
stallion,種牡馬
blackjack,ブラックジャック
passive,受け身
milligrams,ミリグラム
irritated,イライラした
worldly,世俗的な
manipulation,操作
strips,ストリップ
hijacked,ハイジャックされた
jingling,チリンチリン
pushy,強引
macaroni,マカロニ
bulldog,ブルドッグ
rigid,硬い
maxim,マキシム
checkpoint,チェックポイント
soothing,心を落ち着かせる
hateful,憎むべき
folding,折りたたみ式
reduction,削減
loaned,貸し出された
undermine,弱体化させる
frontal,前頭部
victories,勝利
empathy,共感
achilles,アキレス
overload,過負荷
topanga,トパンガ
piercing,ピアス
stamped,スタンプ
potent,強力な
bristol,ブリストル
snob,スノッブ
hypothetical,仮説的な
detection,検出
unharmed,無傷
subjected,対象
boils,おでき
crocodiles,ワニ
coupons,クーポン
culinary,料理
mahjong,麻雀
fleur,フルール
niko,ニコ
lira,リラ
nonstop,ノンストップ
giddy,めまいがする
teachings,教え
clinging,しがみつく
silenced,沈黙させた
ramen,拉麺
goodman,グッドマン
disposition,配置
enforce,執行する
gunner,砲手
ragnar,ラグナル
ploy,策略
suburban,郊外
sleepover,お泊まり会
slutty,淫らな
imply,暗示する
cheerleaders,チアリーダー
conception,概念
werewolves,狼男
catalog,カタログ
paranormal,超常現象
shun,避ける
biker,バイカー
jellyfish,クラゲ
municipal,市町村
ruckus,騒動
adviser,顧問
alerted,警告
commune,コミューン
granite,花崗岩
fr,fr
formalities,形式的な手続き
proximity,近接性
unavailable,利用不可
fargo,ファーゴ
defenseless,無防備
innovation,革新
paradox,パラドックス
koreans,韓国人
valleys,谷
walden,ウォールデン
trooper,トルーパー
infrastructure,インフラストラクチャー
barrow,墳丘
interns,インターン
taro,タロイモ
bertha,バーサ
proctor,監督官
hovering,ホバリング
feminist,フェミニスト
declan,デクラン
observations,観察結果
prone,うつ伏せ
spins,スピン
conversion,変換
emerging,新興
sheffield,シェフィールド
dustin,ダスティン
ares,アレス
crazier,もっとクレイジー
od,od
goldie,ゴールディ
bulbs,球根
blindly,盲目的に
rabies,狂犬病
smurf,スマーフ
brownie,ブラウニー
formerly,以前は
chastity,貞操
desirable,望ましい
barriers,障壁
hoops,フープ
grains,穀物
considerably,かなり
anand,アナンド
baptist,バプテスト
decorating,装飾
proposals,提案
lahey,レイヒー
staging,ステージング
diabetic,糖尿病患者
baskets,かご
macbeth,マクベス
rehabilitation,リハビリテーション
muscular,筋肉質
revolting,ぞっとする
glacier,氷河
expressions,表現
hiroshima,広島
imitation,模倣
footprint,フットプリント
beaumont,ボーモント
stupidest,最も愚かな
unborn,胎児
jacobs,ジェイコブス
displayed,表示
commanders,指揮官
confirming,確認中
garment,衣服
latter,後者
indonesia,インドネシア
enlightened,啓蒙された
plight,窮状
hel,ヘル
dorian,ドリアン
ogre,鬼
warnings,警告
incision,切開
inquire,お問い合わせ
tampered,改ざんされた
prophets,預言者
listener,リスナー
substances,物質
rapping,ラップ
kisser,キッサー
hind,後ろ
apb,apb
ulysses,ユリシーズ
butters,バター
dci,dci
tripp,トリップ
dublin,ダブリン
meows,ニャー
preference,好み
minding,気を配る
mirage,ミラージュ
prediction,予測
dodgy,怪しい
drenched,びっしょり
backbone,バックボーン
sightings,目撃情報
goku,悟空
bessie,ベッシー
virtuous,徳のある
earns,稼ぐ
grizzly,グリズリー
slob,だらしない人
floods,洪水
enquiry,問い合わせ
begs,懇願する
juror,陪審員
strained,緊張した
monitored,監視
brethren,兄弟たち
oblivion,忘却
contracted,契約した
bookie,ブッキー
painters,画家
amnesty,恩赦
cot,ベビーベッド
cosmetics,化粧品
mortar,モルタル
wilfred,ウィルフレッド
friction,摩擦
drunks,酔っ払い
correspondent,特派員
marlowe,マーロウ
outskirts,郊外
veer,方向転換
gaga,ガガ
wacky,奇抜な
mann,マン
sparky,スパーキー
adieu,さようなら
informing,情報提供
swung,スイングした
trina,トリナ
hamburgers,ハンバーガー
interruption,中断
mediocre,平凡
fulfil,満たす
schedules,スケジュール
sinks,シンク
pathologist,病理医
disposed,処分済み
knit,ニット
excluded,除外
scraps,切れ端
sob,すすり泣き
unhealthy,不健康
borgia,ボルジア
prestigious,名声のある
rotate,回転
tracey,トレーシー
concubine,側室
sanjay,サンジェイ
ridden,乗った
ballot,投票用紙
fischer,フィッシャー
complexion,顔色
bugle,ラッパ
humanitarian,人道的
gurney,担架
whit,白
hoot,フクロウ
sumo,相撲
holocaust,ホロコースト
io,io
yao,ヤオ
servers,サーバー
hartley,ハートリー
fabio,ファビオ
salim,サリム
sleepless,眠れない
fern,シダ
forbes,フォーブス
calcium,カルシウム
frown,しかめっ面
deranged,狂った
exhaustion,疲労困憊
rebuilt,再建
legislation,法律
sighting,目撃情報
discomfort,不快感
tru,トゥルー
technological,技術的な
saigon,サイゴン
lacked,欠けていた
bermuda,バミューダ諸島
hit-and-run,ひき逃げ
wept,泣いた
disperse,分散する
kosher,コーシャ
entrepreneur,起業家
tyra,タイラ
worshipped,崇拝した
siu,シウ
unauthorized,許可されていない
long-distance,長距離
romanian,ルーマニア語
melbourne,メルボルン
flanders,フランダース
connors,コナーズ
drinker,飲酒者
hedley,ヘドリー
wyoming,ワイオミング州
hotshot,敏腕社員
joaquin,ホアキン
myrtle,ギンバイカ
europeans,ヨーロッパ人
deputies,副官
