you,أنت
deprivation,الحرمان
loren,لورين
landon,لاندون
curing,معالجة
deluded,مخدوعين
wynn,وين
rumored,يشاع
eject,إخراج
banzai,بانزاي
qc,مراقبة الجودة
caved,انهار
mackey,ماكي
binds,يربط
keating,كيتينغ
nailing,تسمير
botched,فاشل
takeshi,تاكيشي
botox,البوتوكس
pinto,بينتو
tinkle,رنين
nfl,دوري كرة القدم الأمريكية
supplement,مكمل غذائي
tragedies,مآسي
overcooked,مطهو أكثر من اللازم
immersed,منغمس
rollo,رولو
crucifix,صليب
tamed,مُروض
czar,قيصر
withhold,حجب
seismic,الزلازل
muppet,دمية متحركة
asphalt,أسفلت
bobbi,بوبي
charred,متفحم
bowed,انحنى
floorboards,ألواح أرضية
tycoon,رجل أعمال ثري
defects,العيوب
aristocrat,أرستقراطي
vocals,غناء
recurring,يتكرر
epilepsy,الصرع
shakily,بشكل مهتز
self-centered,أناني
weller,ويلر
poachers,الصيادون غير الشرعيين
garments,ملابس
welcomes,مرحباً
balm,بلسم
nagasaki,ناغازاكي
cooker,طباخ
swaying,متأرجح
georgetown,جورج تاون
pardoned,تم العفو عنه
mach,ماخ
moors,المستنقعات
yeong,يونغ
yippee,ييببي
sheds,سقائف
fifi,فيفي
quirky,غريب الأطوار
steamer,باخرة
ritter,ريتر
nim,نيم
flunked,رسب
sparring,التدريب على القتال
sabina,سابينا
ceases,يتوقف
lexie,ليكسي
nesting,التعشيش
blackberry,بلاك بيري
fiercely,بشراسة
impound,حجز
ucla,جامعة كاليفورنيا في لوس أنجلوس
bengal,البنغال
cache,مخبأ
lifeboat,قارب نجاة
creme,كريم
hallie,هالي
rhine,نهر الراين
consequently,بالتالي
revolutions,الثورات
shim,shim
shyam,شيام
rosewood,خشب الورد
larvae,اليرقات
hos,هوس
yeti,ييتي
fluttering,رفرفة
gregson,جريجسون
mandela,مانديلا
occupying,احتلال
jeanie,جيني
aphrodite,أفروديت
cools,يبرد
lasse,لاس
snuggle,تكبب
riled,غاضب
turnover,تورنفول
misleading,مضلل
presiding,رئيس
accessing,الوصول
kicker,ركل الكرة
pre,تحذير
hosted,مستضافة
ordained,مُرَسَّم
nassau,ناساو
hombre,رجل
brazen,وقح
prof,الأستاذ
stitching,خياطة
nook,زاوية
splashes,سبلاشال
cyclone,إعصار
zheng,تشنغ
lovingly,بكل حب
colonists,المستوطنون
researched,بحث
physicians,الأطباء
hogs,الخنازير
unwise,غير حكيم
affliction,البلاء
aspire,طموح
dow,داو
hooch,مشروب كحولي
pai,باي
lacerations,جروح قطعية
tasteless,لا طعم له
deirdre,ديردري
welch,ويلش
unbreakable,غير قابل للكسر
carnal,جسدي
generic,نوعي
melodramatic,مليودرامي
distressing,مؤلم
sentinel,الحارس
lifetimes,مدى الحياة
yelping,يصرخ
projecting,إسقاط
takahashi,تاكاهاشي
nepal,نيبال
bela,بيلا
unattended,بدون رقابة
hellhole,جحيم
renault,رينو
efficiently,بكفاءة
gonzales,غونزاليس
wobbly,متهاد
recruitment,توظيف
lasalle,لاسال
wilhelmina,ويلهلمينا
hashtag,الوسم
reek,رائحة كريهة
emphasize,يؤكد
melons,البطيخ
dept,القسم
chore,عمل روتيني
scat,طرد
aired,تم بثه
chardonnay,شاردونيه
nigeria,نيجيريا
meats,اللحوم
monetary,نقدي
lowry,لوري
tormenting,مؤلم
combining,دمج
vixen,امرأة مشاكسة
napping,القيلولة
deactivate,إلغاء التنشيط
goblins,العفاريت
merrier,أكثر بهجة
busts,تماثيل نصفية
regrettable,مؤسف
ugliest,الأقبح
tac,تاك
evasion,التهرب
clementine,كليمنتين
overworked,مرهق من العمل
pta,pta
waterproof,ضد للماء
alamo,ألامو
salome,سالومي
halibut,سمكة الهلبوت
seon,سيون
communicator,متواصل
laced,مزخرف
fuels,الوقود
phi,فاي
supervising,الإشراف
slogans,شعارات
garnish,للتزيين
kam,كام
mendez,مينديز
spruce,شجرة التنوب
seducing,إغواء
implicate,تورط
leper,أبرص
unpacking,تفريغ الأمتعة
germaine,جيرمين
ponder,تأمل
nicknamed,الملقب
femur,عظم الفخذ
detonated,انفجر
technicality,الجانب التقني
double-check,تحقق مرة أخرى
situated,يقع
vindictive,انتقامي
twit,غيظ
obeying,الطاعة
lutz,لوتز
waldorf,والدورف
larissa,لاريسا
gopi,جوبي
hypocrites,منافقون
shogunate,الشوغونية
mural,جدارية
enlarged,مكبرة
glittering,متألق
woven,منسوج
contender,المنافس
orpheus,أورفيوس
illnesses,الأمراض
captures,عمليات الالتقاط
margaritas,مارغريتا
hammock,أرجوحة
prolong,إطالة
gallop,العدو
lieutenants,الملازمين
whistler,صفير
chihuahua,كلب تشيهواهوا
tehran,طهران
pasadena,باسادينا
stroller,عربة أطفال
bs,ب
issuing,إصدار
ie,أي
foes,الأعداء
tig,تيغ
proprietor,مالك
speciality,تخصص
centered,متمركز
rosita,روزيتا
granting,منح
hindus,هندوسي
gills,الخياشيم
puyo,بويو
sos,سوس
edwina,إدوينا
mistresses,عشيقات
fingernail,ظفر
starry,مرصع بالنجوم
hubbard,هوبارد
lolly,مصاصة
cardio,تمارين القلب
sit-down,اجلس
delaying,التأخير
savoy,سافوي
fahrenheit,فهرنهايت
chaste,عفيف
night-night,تصبح على خير
buttercup,الحوذان
barricades,المتاريس
berth,مرسى
stoner,مدمن مخدرات
hitter,ضارب
anonymity,إخفاء الهوية
clippings,قصاصات
mod,تعديل
dia,ديا
dodd,دود
insecurity,انعدام الأمن
contests,المسابقات
incriminate,تجريم
variable,عامل
startin,بداية
chloroform,الكلوروفورم
essays,مقالات
poised,متأهب
abrupt,مفاجئ
coworker,زميل في العمل
hauser,هاوزر
exodus,الخروج
refinery,مصفاة
browns,بني
gonzo,غونزو
proclaimed,أعلن
techs,التقنيون
kuwait,الكويت
rustic,ريفي
dislocated,خلع
celsius,مئوية
intervened,تدخل
mane,شعر
confessional,الاعتراف
tagging,الوسم
pinching,معسر
sideshow,عرض جانبي
allegation,ادعاء
polio,شلل الأطفال
hoe,مجرفة
motorway,الطريق السريع
sayonara,وداعا
lastly,أخيرا
duped,تم خداعه
spout,صنبور
mun,مون
rupa,روبا
undergoing,يخضع
smothered,مخنوق
sulu,سولو
nowt,لا شيء
micro,ميكرو
garvey,غارفي
teapot,إبريق الشاي
diplomats,دبلوماسيون
exhibits,المعارض
confronting,مواجهة
healthcare,الرعاية الصحية
mattresses,المراتب
buick,بويك
toxicology,علم السموم
liberating,مُحرِّر
climber,متسلق
opal,أوبال
reba,ريبا
contend,التنافس
built-in,مدمج
lamont,لامونت
switchboard,لوحة مفاتيح الهاتف
sana,سانا
yap,نعم
insights,رؤى
disoriented,مُرتبك
meditating,التأمل
nightclubs,النوادي الليلية
cater,تقديم الطعام
emeralds,الزمرد
facilitate,يسهل
vigorous,قوي
all-american,أمريكي بالكامل
intervals,الفترات
excel,إكسل
fraulein,آنسة
reggae,ريغي
plastics,البلاستيك
revere,ريفير
lore,قصة
creditors,الدائنون
resented,استاء
blossomed,ازدهر
activating,تفعيل
composite,مركب
hindsight,بعد فوات الأوان
mummies,المومياوات
bedding,أغطية الفراش
craven,جبان
shitless,عديم الفائدة
first-rate,من الدرجة الأولى
songwriter,كاتب أغاني
scented,معطر
plankton,العوالق
baird,بيرد
locomotive,قاطرة
ticked,تم وضع علامة صح
mapped,تم رسم الخريطة
jolt,هزة
reforms,الإصلاحات
gucci,غوتشي
overcoat,معطف
bishops,الأساقفة
conscientious,ضميري
venetian,البندقية
evey,كلي
calder,كالدير
logistics,الخدمات اللوجستية
ahmet,أحمد
dieter,ديتر
rampant,متفشي
waverly,ويفرلي
whitehall,وايتهول
hock,مفصل
chrome,الكروم
sandman,ساند مان
balancing,الموازنة
canals,القنوات
oxen,الثيران
superhuman,إنسان خارق
ein,أين
rogues,المحتالون
dossier,ملف
pikachu,بيكاتشو
waxed,مشمع
infested,موبوء
benz,بنز
folklore,الفولكلور
double-cross,خيانة مزدوجة
turban,عمامة
carriages,عربات
warm-up,تسخين
lanka,سريلانكا
ade,أد
recycled,معاد تدويره
alden,ألدن
busiest,الأكثر انشغالا
courteous,مهذب
baptize,تعميد
bowing,الانحناء
ventura,فينتورا
pamphlets,كتيبات
amiss,خطأ
michaela,ميكايلا
hex,عرافة
swapping,تبادل
detergent,منظف
afflicted,المصاب
overalls,أفرولات العمل
reboot,إعادة التشغيل
pining,متلهف
nazareth,الناصرة
insubordination,التمرد
sputters,يرتجف
slammer,سجن
vices,الرذائل
dungeons,الأبراج المحصنة
binary,ثنائي
hesitating,متردد
attendants,المرافقين
fined,تم تغريمه
sanford,سانفورد
volkswagen,فولكس فاجن
excrement,البراز
dictates,يملي
epstein,إبستين
swims,السباحة
ethic,الأخلاق
boulders,صخور
lockwood,لوكوود
bucharest,بوخارست
twos,اثنان
cornelia,كورنيليا
founders,المؤسسين
tb,السل
locksmith,قفال
circulating,متداول
seine,السين
rattlesnake,أفعى الجلجلة
toying,اللعب
cardiff,كارديف
chitchat,لغو
chimpanzee,الشمبانزي
envied,محسود
nocturnal,ليلي
galleries,المعارض
partisan,حزبي
cluck,قرقرة الدجاج
falco,فالكو
hobson,هوبسون
clandestine,سري
doctorate,دكتوراه
blackadder,بلاكادر
smudge,لطخة
bona,بونا
pressuring,الضغط
kindest,ألطف الناس
moray,موراي
cuddy,كادي
beastly,وحشي
agile,رشيق
sodas,المشروبات الغازية
visas,التأشيرات
portia,بورتيا
specter,شبح
det,المحقق
nabbed,تم القبض عليه
integration,اندماج
granville,جرانفيل
bayou,مستنقع
sorceress,ساحرة
harvesting,حصاد
bakers,الخبازون
litigation,التقاضي
misa,ميسا
disruption,خلل
shellfish,المحار
kerala,ولاية كيرالا
grasping,الإمساك
prakash,براكاش
apostles,الرسل
kraft,كرافت
extermination,إبادة
arsonist,مفتعل الحرائق
gathers,يتجمع
tsui,تسوي
tubby,بدين
refreshment,مرطبات
bony,عظمي
fifty-fifty,خمسون خمسون
tuttle,تاتل
diligent,مجتهد
handiwork,أعمال يدوية
disguises,تنكر
sneaks,أحذية رياضية
installing,تم التثبيت
betrays,يخون
malhotra,مالهوترا
transvestite,متحول جنسياً
darth,دارث
secular,علماني
newer,أحدث
watery,مائي
pecker,فم
surrendering,الاستسلام
intestine,الأمعاء
md,طبيب
repentance,التوبة
pushups,تمارين الضغط
burdens,أعباء
mont,مونت
plums,البرقوق
sulk,نكد
arden,أردن
cleavage,انشقاق
blunder,خطأ
panty,سروال داخلي
detox,التخلص من السموم
thyself,نفسك
anticipating,توقعاً
scoffing,استهزاء
recognizing,التعرف
uptempo,إيقاع سريع
judgments,الأحكام
headmistress,مديرة المدرسة
goddamnit,اللعنة
telepathic,تخاطري
spineless,ضعيف الشخصية
astrology,علم التنجيم
reza,رضا
dopey,بليد
drummond,دروموند
trusty,موثوق به
loveliest,أجمل
ditching,التخلص من
reassigned,تمت إعادة تعيينه
elly,إيلي
faber,فابر
pusher,انتهازي
col,كول
chucky,تشاكي
dashed,متقطع
cashmere,الكشمير
cams,كاميرات
etcetera,إلخ
mistletoe,نبات الدبق
sorcery,السحر
teas,الشاي
innkeeper,صاحب النزل
maidens,الفتيات
tranquility,هدوء
mais,لكن
indicator,مؤشر
phaser,فايزر
nutritious,مغذي
rb,rb
mutated,متحول
varied,متنوعة
inhouse,داخلياً
heightened,مُعزز
blatant,واضح
proclamation,إعلان
guerrillas,المقاتلون
trident,الرمح الثلاثي
collin,كولين
corvette,كورفيت
ticklish,حساس
gaping,فتح الفم
ideally,من الأفضل
oars,المجاديف
scandals,فضائح
vengeful,انتقامي
widowed,أرملة
brit,بريطاني
emmanuel,إيمانويل
postmortem,تشريح الجثة
salted,مملح
surpassed,تجاوز
exert,بذل الجهد
poorest,أفقر الناس
systematically,بشكل منهجي
evac,إخلاء
radically,بشكل جذري
purify,تطهير
vibrate,تذبذب
announces,يعلن
transgender,متحول جنسياً
lofty,سامٍ
sequences,التسلسلات
nance,التمويل
addy,العنوان
tulips,زهور التوليب
illustrated,مصور
unlocking,فتح القفل
shudders,ارتجف
nurturing,الرعاية
merrill,ميريل
generates,يُنشئ
disloyal,خائن
aggressively,بقوة
skywalker,سكاي ووكر
asbestos,الأسبستوس
haru,هارو
improv,ارتجالي
ems,خدمات الطوارئ الطبية
hayat,حياة
unpunished,دون عقاب
displaced,نازحون
andersen,أندرسن
bowen,بوين
mi5,mi5
thundering,مدو
semi,نصف
crutch,عكاز
silo,صومعة
screw-up,خطأ
yokohama,يوكوهاما
rubs,يفرك
dipshit,أحمق
levy,ضريبة
symmetry,التناظر
inflammation,اشتعال
unaccounted,غير مسجل
nikola,نيكولا
licorice,عرق السوس
applauds,يصفق
homeroom,الفصل الدراسي الأول
kabaddi,الكابادي
grievous,مؤلم
counselling,الاستشارة
ortega,أورتيغا
trample,دوس
nani,ناني
tipsy,سكران
rigorous,صارم
brewer,مصنع الجعة
hurdle,عقبة
chisel,إزميل
kiran,كيران
bistro,حانة صغيرة
hao,هاو
wainwright,واينرايت
chests,الصناديق
newkirk,نيوكيرك
bottomless,بلا قعر
combustion,الاحتراق
erupted,انفجر البركان
autobots,الأوتوبوت
